Game ID,Home Team,Away Team,Player,iCF,SAT‑F,SAT‑A,CF%,CRel%,ZSO,ZSD,oZS%,HIT,BLK,Player ID
202410260VEG,VEG,SJS,Pavel Dorofeyev,12.0,36,11,76.6,30.8,7.0,3.0,70.0,1,0,
202410260VEG,VEG,SJS,Jack Eichel,7.0,29,14,67.4,15.7,10.0,6.0,62.5,0,0,
202410260VEG,VEG,SJS,Noah Hanifin,2.0,19,21,47.5,-13.6,9.0,5.0,64.3,0,3,
202410260VEG,VEG,SJS,TomÃ¡Å¡ Hertl,6.0,32,10,76.2,28.5,8.0,3.0,72.7,0,1,
202410260VEG,VEG,SJS,Alexander Holtz,1.0,10,20,33.3,-30.7,3.0,5.0,37.5,2,0,
202410260VEG,VEG,SJS,Brett Howden,3.0,21,18,53.8,-4.4,4.0,5.0,44.4,2,0,
202410260VEG,VEG,SJS,William Karlsson,4.0,12,16,42.9,-17.9,5.0,5.0,50.0,0,2,
202410260VEG,VEG,SJS,Keegan Kolesar,0.0,9,8,52.9,-4.6,2.0,1.0,66.7,3,0,
202410260VEG,VEG,SJS,Kaedan Korczak,5.0,23,17,57.5,0.8,4.0,4.0,50.0,2,0,
202410260VEG,VEG,SJS,Brayden McNabb,5.0,20,23,46.5,-15.6,3.0,7.0,30.0,1,2,
202410260VEG,VEG,SJS,Tanner Pearson,3.0,12,17,41.4,-20.0,3.0,5.0,37.5,2,2,
202410260VEG,VEG,SJS,Alex Pietrangelo,1.0,19,23,45.2,-17.3,8.0,6.0,57.1,0,1,
202410260VEG,VEG,SJS,Nicolas Roy,1.0,16,13,55.2,-2.2,4.0,3.0,57.1,0,0,
202410260VEG,VEG,SJS,Mark Stone,3.0,26,12,68.4,16.2,9.0,6.0,60.0,0,0,
202410260VEG,VEG,SJS,Shea Theodore,7.0,34,13,72.3,24.1,8.0,5.0,61.5,0,0,
202410260VEG,VEG,SJS,Zach Whitecloud,5.0,20,15,57.1,0.3,4.0,7.0,36.4,0,2,
202410260VEG,VEG,SJS,TOTAL,,74,53,58.3,,,,54.4,17,13,
202410260SEA,SEA,CAR,Sebastian Aho,7.0,41,12,77.4,7.1,17.0,1.0,94.4,0,0,
202410260SEA,SEA,CAR,Jackson Blake,1.0,26,3,89.7,21.3,6.0,0.0,100.0,0,0,
202410260SEA,SEA,CAR,Brent Burns,8.0,35,13,72.9,-0.5,10.0,8.0,55.6,0,0,
202410260SEA,SEA,CAR,William Carrier,4.0,22,10,68.8,-5.9,4.0,1.0,80.0,2,0,
202410260SEA,SEA,CAR,Jalen Chatfield,5.0,23,6,79.3,7.9,6.0,4.0,60.0,1,0,
202410260SEA,SEA,CAR,Jack Drury,8.0,25,3,89.3,20.6,6.0,0.0,100.0,2,0,
202410260SEA,SEA,CAR,Shayne Gostisbehere,8.0,39,11,78.0,7.9,12.0,1.0,92.3,1,0,
202410260SEA,SEA,CAR,Seth Jarvis,8.0,35,8,81.4,12.4,11.0,5.0,68.8,0,1,
202410260SEA,SEA,CAR,Jesperi Kotkaniemi,3.0,15,6,71.4,-2.2,6.0,2.0,75.0,1,0,
202410260SEA,SEA,CAR,Jordan Martinook,4.0,21,11,65.6,-10.2,4.0,10.0,28.6,0,0,
202410260SEA,SEA,CAR,Martin NeÄas,3.0,28,8,77.8,6.4,11.0,2.0,84.6,3,1,
202410260SEA,SEA,CAR,Dmitry Orlov,4.0,19,8,70.4,-3.6,6.0,4.0,60.0,0,0,
202410260SEA,SEA,CAR,Eric Robinson,0.0,5,8,38.5,-38.7,2.0,2.0,50.0,1,0,
202410260SEA,SEA,CAR,Jack Roslovic,5.0,28,7,80.0,9.3,12.0,1.0,92.3,0,0,
202410260SEA,SEA,CAR,Jaccob Slavin,4.0,25,16,61.0,-18.1,7.0,8.0,46.7,0,1,
202410260SEA,SEA,CAR,Jordan Staal,3.0,20,10,66.7,-8.6,4.0,10.0,28.6,2,1,
202410260SEA,SEA,CAR,Andrei Svechnikov,11.0,40,10,80.0,11.2,17.0,1.0,94.4,0,0,
202410260SEA,SEA,CAR,Sean Walker,7.0,18,10,64.3,-11.5,4.0,1.0,80.0,0,2,
202410260SEA,SEA,CAR,TOTAL,,93,34,73.2,,,,70.2,13,6,
202410260SEA,SEA,CAR,Matty Beniers,3.0,13,28,31.7,7.3,8.0,6.0,57.1,2,2,
202410260SEA,SEA,CAR,Oliver Bjorkstrand,0.0,9,9,50.0,27.1,2.0,4.0,33.3,0,0,
202410260SEA,SEA,CAR,William Borgen,0.0,4,27,12.9,-18.3,1.0,10.0,9.1,3,1,
202410260SEA,SEA,CAR,AndrÃ© Burakovsky,3.0,7,17,29.2,3.0,2.0,4.0,33.3,1,2,
202410260SEA,SEA,CAR,Jordan Eberle,0.0,14,27,34.1,10.8,8.0,5.0,61.5,0,2,
202410260SEA,SEA,CAR,Ryker Evans,2.0,18,29,38.3,18.3,6.0,8.0,42.9,4,3,
202410260SEA,SEA,CAR,Yanni Gourde,0.0,1,21,4.5,-26.9,1.0,6.0,14.3,0,0,
202410260SEA,SEA,CAR,Tye Kartye,2.0,5,19,20.8,-7.4,3.0,6.0,33.3,2,0,
202410260SEA,SEA,CAR,Adam Larsson,2.0,13,38,25.5,-2.1,4.0,17.0,19.0,2,4,
202410260SEA,SEA,CAR,Josh Mahura,1.0,4,10,28.6,2.1,1.0,3.0,25.0,3,0,
202410260SEA,SEA,CAR,Jared McCann,5.0,14,27,34.1,10.8,7.0,9.0,43.8,1,1,
202410260SEA,SEA,CAR,Brandon Montour,1.0,14,37,27.5,1.2,7.0,7.0,50.0,5,1,
202410260SEA,SEA,CAR,Jamie Oleksiak,1.0,3,41,6.8,-30.5,3.0,12.0,20.0,1,2,
202410260SEA,SEA,CAR,Jaden Schwartz,5.0,12,17,41.4,19.0,3.0,3.0,50.0,0,1,
202410260SEA,SEA,CAR,Chandler Stephenson,3.0,16,32,33.3,10.5,4.0,11.0,26.7,0,1,
202410260SEA,SEA,CAR,Brandon Tanev,1.0,3,39,7.1,-29.4,1.0,11.0,8.3,0,2,
202410260SEA,SEA,CAR,Eeli Tolvanen,4.0,9,11,45.0,21.6,2.0,5.0,28.6,1,0,
202410260SEA,SEA,CAR,Shane Wright,1.0,9,10,47.4,24.3,2.0,4.0,33.3,0,1,
202410260SEA,SEA,CAR,TOTAL,,34,93,26.8,,,,32.8,25,23,
