PlayerID,Stat,Line,2024-25,L5,L10,L20,L30,2023-24,All
tolvaee01,SOG,2.5,2/9,2/5,2/10,4/20,8/30,27/81,48/151
tolvaee01,SOG,3.5,0/9,0/5,0/10,2/20,3/30,16/81,22/151
tolvaee01,SOG,4.5,0/9,0/5,0/10,0/20,0/30,3/81,6/151
tolvaee01,SOG,5.5,0/9,0/5,0/10,0/20,0/30,1/81,1/151
tolvaee01,BLK,0.5,4/9,1/5,4/10,8/20,15/30,46/81,83/151
tolvaee01,BLK,1.5,2/9,0/5,2/10,3/20,7/30,23/81,38/151
tolvaee01,BLK,2.5,1/9,0/5,1/10,1/20,2/30,5/81,9/151
tolvaee01,BLK,3.5,1/9,0/5,1/10,1/20,1/30,1/81,3/151
tolvaee01,BLK,4.5,0/9,0/5,0/10,0/20,0/30,0/81,1/151
tolvaee01,HIT,0.5,8/9,5/5,9/10,18/20,27/30,74/81,130/151
tolvaee01,HIT,1.5,4/9,2/5,4/10,12/20,20/30,59/81,89/151
tolvaee01,HIT,2.5,3/9,2/5,3/10,10/20,15/30,40/81,54/151
tolvaee01,HIT,3.5,3/9,2/5,3/10,7/20,8/30,23/81,31/151
tolvaee01,HIT,4.5,1/9,1/5,1/10,3/20,3/30,10/81,12/151
tolvaee01,HIT,5.5,1/9,1/5,1/10,1/20,1/30,4/81,5/151
tomasph01,G,0.5,0/4,0/5,2/10,3/20,5/30,6/41,11/76
tomasph01,A,0.5,0/4,0/5,1/10,4/20,7/30,13/41,24/76
tomasph01,A,1.5,0/4,0/5,0/10,0/20,0/30,0/41,2/76
tomasph01,PTS,0.5,0/4,0/5,2/10,6/20,11/30,18/41,32/76
tomasph01,PTS,1.5,0/4,0/5,1/10,1/20,2/30,2/41,6/76
tomasph01,PTS,2.5,0/4,0/5,0/10,0/20,0/30,0/41,0/76
tomasph01,SOG,1.5,2/4,2/5,4/10,9/20,13/30,18/41,37/76
tomasph01,SOG,2.5,1/4,1/5,2/10,6/20,9/30,10/41,18/76
tomasph01,SOG,3.5,0/4,0/5,0/10,1/20,3/30,4/41,7/76
tomasph01,SOG,4.5,0/4,0/5,0/10,0/20,1/30,2/41,3/76
tomasph01,SOG,5.5,0/4,0/5,0/10,0/20,0/30,0/41,1/76
tomasph01,BLK,0.5,0/4,1/5,3/10,6/20,10/30,14/41,27/76
tomasph01,BLK,1.5,0/4,0/5,0/10,1/20,2/30,2/41,5/76
tomasph01,BLK,2.5,0/4,0/5,0/10,1/20,1/30,1/41,1/76
tomasph01,BLK,3.5,0/4,0/5,0/10,1/20,1/30,1/41,1/76
tomasph01,BLK,4.5,0/4,0/5,0/10,0/20,0/30,0/41,0/76
tomasph01,HIT,0.5,2/4,2/5,3/10,5/20,10/30,11/41,30/76
tomasph01,HIT,1.5,0/4,0/5,0/10,0/20,1/30,2/41,9/76
tomasph01,HIT,2.5,0/4,0/5,0/10,0/20,0/30,0/41,4/76
tomasph01,HIT,3.5,0/4,0/5,0/10,0/20,0/30,0/41,0/76
tomasph01,HIT,4.5,0/4,0/5,0/10,0/20,0/30,0/41,0/76
tomasph01,HIT,5.5,0/4,0/5,0/10,0/20,0/30,0/41,0/76
toropal01,G,0.5,0/7,0/5,0/10,0/20,5/30,14/82,24/158
toropal01,A,0.5,1/7,0/5,2/10,4/20,4/30,7/82,17/158
toropal01,A,1.5,0/7,0/5,0/10,0/20,0/30,0/82,0/158
toropal01,PTS,0.5,1/7,0/5,2/10,4/20,9/30,21/82,40/158
toropal01,PTS,1.5,0/7,0/5,0/10,0/20,0/30,0/82,1/158
toropal01,PTS,2.5,0/7,0/5,0/10,0/20,0/30,0/82,0/158
toropal01,SOG,1.5,2/7,2/5,3/10,7/20,12/30,30/82,52/158
toropal01,SOG,2.5,0/7,0/5,1/10,3/20,5/30,14/82,23/158
toropal01,SOG,3.5,0/7,0/5,1/10,2/20,3/30,7/82,9/158
toropal01,SOG,4.5,0/7,0/5,0/10,0/20,0/30,3/82,5/158
toropal01,SOG,5.5,0/7,0/5,0/10,0/20,0/30,0/82,1/158
toropal01,BLK,0.5,4/7,3/5,7/10,14/20,19/30,41/82,76/158
toropal01,BLK,1.5,3/7,2/5,4/10,7/20,8/30,12/82,24/158
toropal01,BLK,2.5,1/7,1/5,1/10,2/20,2/30,2/82,7/158
toropal01,BLK,3.5,0/7,0/5,0/10,0/20,0/30,0/82,2/158
toropal01,BLK,4.5,0/7,0/5,0/10,0/20,0/30,0/82,0/158
toropal01,HIT,0.5,7/7,5/5,10/10,20/20,28/30,68/82,132/158
toropal01,HIT,1.5,6/7,4/5,9/10,16/20,23/30,50/82,91/158
toropal01,HIT,2.5,4/7,2/5,6/10,11/20,14/30,24/82,49/158
toropal01,HIT,3.5,1/7,0/5,3/10,6/20,6/30,13/82,19/158
toropal01,HIT,4.5,0/7,0/5,1/10,4/20,4/30,8/82,12/158
toropal01,HIT,5.5,0/7,0/5,0/10,0/20,0/30,1/82,1/158
treniya01,G,0.5,0/8,0/5,0/10,2/20,3/30,12/76,24/161
treniya01,A,0.5,1/8,1/5,2/10,2/20,2/30,5/76,17/161
treniya01,A,1.5,0/8,0/5,0/10,0/20,0/30,0/76,1/161
treniya01,PTS,0.5,1/8,1/5,2/10,4/20,5/30,16/76,37/161
treniya01,PTS,1.5,0/8,0/5,0/10,0/20,0/30,1/76,5/161
treniya01,PTS,2.5,0/8,0/5,0/10,0/20,0/30,0/76,0/161
treniya01,SOG,1.5,1/8,1/5,1/10,5/20,9/30,33/76,76/161
treniya01,SOG,2.5,0/8,0/5,0/10,3/20,5/30,17/76,37/161
treniya01,SOG,3.5,0/8,0/5,0/10,1/20,2/30,6/76,16/161
treniya01,SOG,4.5,0/8,0/5,0/10,0/20,0/30,2/76,5/161
treniya01,SOG,5.5,0/8,0/5,0/10,0/20,0/30,1/76,1/161
treniya01,BLK,0.5,6/8,4/5,7/10,12/20,16/30,30/76,63/161
treniya01,BLK,1.5,1/8,1/5,1/10,2/20,3/30,5/76,9/161
treniya01,BLK,2.5,0/8,0/5,0/10,0/20,0/30,1/76,1/161
treniya01,BLK,3.5,0/8,0/5,0/10,0/20,0/30,0/76,0/161
treniya01,BLK,4.5,0/8,0/5,0/10,0/20,0/30,0/76,0/161
treniya01,HIT,0.5,7/8,5/5,8/10,17/20,26/30,71/76,142/161
treniya01,HIT,1.5,6/8,4/5,7/10,14/20,19/30,59/76,116/161
treniya01,HIT,2.5,4/8,3/5,4/10,8/20,11/30,42/76,77/161
treniya01,HIT,3.5,1/8,1/5,1/10,3/20,5/30,21/76,34/161
treniya01,HIT,4.5,1/8,1/5,1/10,2/20,2/30,9/76,16/161
treniya01,HIT,5.5,0/8,0/5,0/10,0/20,0/30,3/76,5/161
trochvi01,G,0.5,2/8,1/5,2/10,3/20,6/30,20/82,42/172
trochvi01,A,0.5,3/8,2/5,4/10,9/20,14/30,36/82,73/172
trochvi01,A,1.5,1/8,1/5,1/10,4/20,5/30,11/82,20/172
trochvi01,PTS,0.5,4/8,2/5,5/10,10/20,18/30,49/82,94/172
trochvi01,PTS,1.5,1/8,1/5,1/10,4/20,6/30,18/82,40/172
trochvi01,PTS,2.5,1/8,1/5,1/10,3/20,3/30,9/82,12/172
trochvi01,SOG,1.5,7/8,4/5,8/10,16/20,25/30,59/82,128/172
trochvi01,SOG,2.5,4/8,1/5,5/10,10/20,17/30,43/82,82/172
trochvi01,SOG,3.5,2/8,1/5,3/10,4/20,7/30,21/82,44/172
trochvi01,SOG,4.5,1/8,0/5,1/10,2/20,5/30,15/82,29/172
trochvi01,SOG,5.5,0/8,0/5,0/10,1/20,1/30,4/82,10/172
trochvi01,BLK,0.5,5/8,3/5,7/10,12/20,17/30,52/82,89/172
trochvi01,BLK,1.5,2/8,1/5,4/10,8/20,10/30,24/82,35/172
trochvi01,BLK,2.5,1/8,1/5,2/10,5/20,6/30,8/82,11/172
trochvi01,BLK,3.5,1/8,1/5,1/10,2/20,2/30,1/82,3/172
trochvi01,BLK,4.5,0/8,0/5,0/10,1/20,1/30,1/82,1/172
trochvi01,HIT,0.5,8/8,5/5,9/10,18/20,27/30,69/82,145/172
trochvi01,HIT,1.5,5/8,4/5,6/10,12/20,18/30,46/82,104/172
trochvi01,HIT,2.5,4/8,3/5,5/10,6/20,12/30,28/82,62/172
trochvi01,HIT,3.5,3/8,2/5,3/10,3/20,7/30,17/82,35/172
trochvi01,HIT,4.5,2/8,2/5,2/10,2/20,3/30,9/82,16/172
trochvi01,HIT,5.5,1/8,1/5,1/10,1/20,1/30,3/82,8/172
troubja01,G,0.5,0/8,0/5,0/10,0/20,0/30,3/69,11/159
troubja01,A,0.5,3/8,0/5,3/10,5/20,7/30,17/69,40/159
troubja01,A,1.5,1/8,0/5,1/10,1/20,1/30,2/69,5/159
troubja01,PTS,0.5,3/8,0/5,3/10,5/20,7/30,20/69,48/159
troubja01,PTS,1.5,1/8,0/5,1/10,1/20,1/30,2/69,8/159
troubja01,PTS,2.5,0/8,0/5,0/10,0/20,0/30,0/69,0/159
troubja01,SOG,1.5,4/8,2/5,6/10,11/20,17/30,39/69,96/159
troubja01,SOG,2.5,3/8,2/5,4/10,8/20,11/30,16/69,57/159
troubja01,SOG,3.5,3/8,2/5,4/10,6/20,7/30,8/69,32/159
troubja01,SOG,4.5,0/8,0/5,0/10,0/20,1/30,3/69,14/159
troubja01,SOG,5.5,0/8,0/5,0/10,0/20,1/30,3/69,8/159
troubja01,BLK,0.5,6/8,4/5,8/10,13/20,21/30,61/69,140/159
troubja01,BLK,1.5,5/8,3/5,6/10,10/20,15/30,50/69,118/159
troubja01,BLK,2.5,4/8,3/5,5/10,8/20,13/30,36/69,75/159
troubja01,BLK,3.5,1/8,0/5,1/10,4/20,7/30,21/69,35/159
troubja01,BLK,4.5,1/8,0/5,1/10,1/20,2/30,9/69,18/159
troubja01,HIT,0.5,7/8,5/5,9/10,18/20,27/30,62/69,146/159
troubja01,HIT,1.5,5/8,5/5,6/10,14/20,21/30,44/69,106/159
troubja01,HIT,2.5,1/8,1/5,2/10,9/20,16/30,36/69,79/159
troubja01,HIT,3.5,0/8,0/5,0/10,4/20,8/30,24/69,49/159
troubja01,HIT,4.5,0/8,0/5,0/10,3/20,5/30,14/69,25/159
troubja01,HIT,5.5,0/8,0/5,0/10,0/20,1/30,6/69,10/159
tsyplma01,G,0.5,1/8,0/5,1/8,1/8,1/8,0/0,1/8
tsyplma01,A,0.5,3/8,2/5,3/8,3/8,3/8,0/0,3/8
tsyplma01,A,1.5,1/8,1/5,1/8,1/8,1/8,0/0,1/8
tsyplma01,PTS,0.5,4/8,2/5,4/8,4/8,4/8,0/0,4/8
tsyplma01,PTS,1.5,1/8,1/5,1/8,1/8,1/8,0/0,1/8
tsyplma01,PTS,2.5,0/8,0/5,0/8,0/8,0/8,0/0,0/8
tsyplma01,SOG,1.5,2/8,0/5,2/8,2/8,2/8,0/0,2/8
tsyplma01,SOG,2.5,0/8,0/5,0/8,0/8,0/8,0/0,0/8
tsyplma01,SOG,3.5,0/8,0/5,0/8,0/8,0/8,0/0,0/8
tsyplma01,SOG,4.5,0/8,0/5,0/8,0/8,0/8,0/0,0/8
tsyplma01,SOG,5.5,0/8,0/5,0/8,0/8,0/8,0/0,0/8
tsyplma01,BLK,0.5,1/8,1/5,1/8,1/8,1/8,0/0,1/8
tsyplma01,BLK,1.5,0/8,0/5,0/8,0/8,0/8,0/0,0/8
tsyplma01,BLK,2.5,0/8,0/5,0/8,0/8,0/8,0/0,0/8
tsyplma01,BLK,3.5,0/8,0/5,0/8,0/8,0/8,0/0,0/8
tsyplma01,BLK,4.5,0/8,0/5,0/8,0/8,0/8,0/0,0/8
tsyplma01,HIT,0.5,8/8,5/5,8/8,8/8,8/8,0/0,8/8
tsyplma01,HIT,1.5,5/8,4/5,5/8,5/8,5/8,0/0,5/8
tsyplma01,HIT,2.5,2/8,1/5,2/8,2/8,2/8,0/0,2/8
tsyplma01,HIT,3.5,2/8,1/5,2/8,2/8,2/8,0/0,2/8
tsyplma01,HIT,4.5,1/8,0/5,1/8,1/8,1/8,0/0,1/8
tsyplma01,HIT,5.5,1/8,0/5,1/8,1/8,1/8,0/0,1/8
tuchal01,G,0.5,3/10,1/5,3/10,6/20,8/30,20/75,51/159
tuchal01,A,0.5,5/10,2/5,5/10,10/20,15/30,28/75,65/159
tuchal01,A,1.5,1/10,0/5,1/10,4/20,5/30,7/75,17/159
tuchal01,PTS,0.5,6/10,2/5,6/10,13/20,19/30,40/75,94/159
tuchal01,PTS,1.5,3/10,1/5,3/10,6/20,8/30,16/75,39/159
tuchal01,PTS,2.5,0/10,0/5,0/10,1/20,1/30,2/75,11/159
tuchal01,SOG,1.5,7/10,3/5,7/10,16/20,24/30,53/75,122/159
tuchal01,SOG,2.5,6/10,3/5,6/10,12/20,16/30,34/75,87/159
tuchal01,SOG,3.5,3/10,1/5,3/10,6/20,9/30,19/75,50/159
tuchal01,SOG,4.5,2/10,1/5,2/10,4/20,5/30,9/75,21/159
tuchal01,SOG,5.5,0/10,0/5,0/10,0/20,0/30,5/75,7/159
tuchal01,BLK,0.5,9/10,5/5,9/10,16/20,23/30,54/75,101/159
tuchal01,BLK,1.5,6/10,3/5,6/10,10/20,12/30,23/75,37/159
tuchal01,BLK,2.5,3/10,1/5,3/10,3/20,4/30,3/75,6/159
tuchal01,BLK,3.5,1/10,1/5,1/10,1/20,2/30,2/75,3/159
tuchal01,BLK,4.5,0/10,0/5,0/10,0/20,0/30,0/75,0/159
tuchal01,HIT,0.5,5/10,1/5,5/10,12/20,19/30,41/75,82/159
tuchal01,HIT,1.5,2/10,1/5,2/10,4/20,7/30,16/75,29/159
tuchal01,HIT,2.5,1/10,0/5,1/10,2/20,4/30,9/75,16/159
tuchal01,HIT,3.5,1/10,0/5,1/10,1/20,2/30,5/75,7/159
tuchal01,HIT,4.5,0/10,0/5,0/10,0/20,0/30,1/75,1/159
tuchal01,HIT,5.5,0/10,0/5,0/10,0/20,0/30,0/75,0/159
tufteri01,G,0.5,0/2,1/5,1/10,1/10,1/10,1/5,1/10
tufteri01,A,0.5,0/2,1/5,1/10,1/10,1/10,1/5,1/10
tufteri01,A,1.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
tufteri01,PTS,0.5,0/2,2/5,2/10,2/10,2/10,2/5,2/10
tufteri01,PTS,1.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
tufteri01,PTS,2.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
tufteri01,SOG,1.5,0/2,1/5,2/10,2/10,2/10,2/5,2/10
tufteri01,SOG,2.5,0/2,0/5,1/10,1/10,1/10,1/5,1/10
tufteri01,SOG,3.5,0/2,0/5,1/10,1/10,1/10,1/5,1/10
tufteri01,SOG,4.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
tufteri01,SOG,5.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
tufteri01,BLK,0.5,0/2,2/5,2/10,2/10,2/10,2/5,2/10
tufteri01,BLK,1.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
tufteri01,BLK,2.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
tufteri01,BLK,3.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
tufteri01,BLK,4.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
tufteri01,HIT,0.5,2/2,4/5,8/10,8/10,8/10,4/5,8/10
tufteri01,HIT,1.5,1/2,2/5,5/10,5/10,5/10,2/5,5/10
tufteri01,HIT,2.5,0/2,1/5,3/10,3/10,3/10,2/5,3/10
tufteri01,HIT,3.5,0/2,0/5,1/10,1/10,1/10,0/5,1/10
tufteri01,HIT,4.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
tufteri01,HIT,5.5,0/2,0/5,0/10,0/10,0/10,0/5,0/10
turcoal02,G,0.5,1/9,0/5,1/10,1/20,2/30,1/20,2/33
turcoal02,A,0.5,3/9,2/5,3/10,4/20,6/30,3/20,6/33
turcoal02,A,1.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
turcoal02,PTS,0.5,4/9,2/5,4/10,5/20,7/30,3/20,7/33
turcoal02,PTS,1.5,0/9,0/5,0/10,0/20,1/30,1/20,1/33
turcoal02,PTS,2.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
turcoal02,SOG,1.5,4/9,3/5,4/10,8/20,9/30,5/20,9/33
turcoal02,SOG,2.5,2/9,1/5,2/10,2/20,2/30,0/20,2/33
turcoal02,SOG,3.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
turcoal02,SOG,4.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
turcoal02,SOG,5.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
turcoal02,BLK,0.5,1/9,1/5,1/10,7/20,10/30,9/20,10/33
turcoal02,BLK,1.5,0/9,0/5,0/10,1/20,1/30,1/20,1/33
turcoal02,BLK,2.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
turcoal02,BLK,3.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
turcoal02,BLK,4.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
turcoal02,HIT,0.5,2/9,1/5,2/10,4/20,8/30,5/20,8/33
turcoal02,HIT,1.5,0/9,0/5,0/10,1/20,1/30,1/20,1/33
turcoal02,HIT,2.5,0/9,0/5,0/10,1/20,1/30,1/20,1/33
turcoal02,HIT,3.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
turcoal02,HIT,4.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
turcoal02,HIT,5.5,0/9,0/5,0/10,0/20,0/30,0/20,0/33
vaakaur01,G,0.5,0/1,0/5,0/10,0/20,1/30,1/68,1/92
vaakaur01,A,0.5,0/1,0/5,2/10,4/20,6/30,12/68,14/92
vaakaur01,A,1.5,0/1,0/5,0/10,0/20,0/30,1/68,1/92
vaakaur01,PTS,0.5,0/1,0/5,2/10,4/20,7/30,13/68,15/92
vaakaur01,PTS,1.5,0/1,0/5,0/10,0/20,0/30,1/68,1/92
vaakaur01,PTS,2.5,0/1,0/5,0/10,0/20,0/30,0/68,0/92
vaakaur01,SOG,1.5,0/1,0/5,1/10,6/20,8/30,18/68,25/92
vaakaur01,SOG,2.5,0/1,0/5,0/10,0/20,1/30,4/68,7/92
vaakaur01,SOG,3.5,0/1,0/5,0/10,0/20,0/30,0/68,2/92
vaakaur01,SOG,4.5,0/1,0/5,0/10,0/20,0/30,0/68,0/92
vaakaur01,SOG,5.5,0/1,0/5,0/10,0/20,0/30,0/68,0/92
vaakaur01,BLK,0.5,1/1,4/5,8/10,16/20,25/30,50/68,64/92
vaakaur01,BLK,1.5,0/1,0/5,2/10,3/20,9/30,18/68,26/92
vaakaur01,BLK,2.5,0/1,0/5,0/10,1/20,5/30,7/68,11/92
vaakaur01,BLK,3.5,0/1,0/5,0/10,1/20,2/30,3/68,5/92
vaakaur01,BLK,4.5,0/1,0/5,0/10,1/20,1/30,1/68,2/92
vaakaur01,HIT,0.5,0/1,3/5,7/10,15/20,19/30,31/68,44/92
vaakaur01,HIT,1.5,0/1,2/5,3/10,7/20,10/30,15/68,18/92
vaakaur01,HIT,2.5,0/1,1/5,2/10,3/20,4/30,5/68,7/92
vaakaur01,HIT,3.5,0/1,0/5,1/10,1/20,2/30,2/68,2/92
vaakaur01,HIT,4.5,0/1,0/5,1/10,1/20,2/30,2/68,2/92
vaakaur01,HIT,5.5,0/1,0/5,0/10,0/20,0/30,0/68,0/92
valimju01,G,0.5,0/8,0/5,0/10,0/20,0/30,2/68,6/154
valimju01,A,0.5,0/8,0/5,1/10,3/20,5/30,14/68,36/154
valimju01,A,1.5,0/8,0/5,0/10,0/20,0/30,1/68,7/154
valimju01,PTS,0.5,0/8,0/5,1/10,3/20,5/30,16/68,41/154
valimju01,PTS,1.5,0/8,0/5,0/10,0/20,0/30,1/68,7/154
valimju01,PTS,2.5,0/8,0/5,0/10,0/20,0/30,0/68,2/154
valimju01,SOG,1.5,2/8,2/5,2/10,5/20,9/30,19/68,47/154
valimju01,SOG,2.5,0/8,0/5,0/10,1/20,5/30,9/68,15/154
valimju01,SOG,3.5,0/8,0/5,0/10,0/20,0/30,1/68,5/154
valimju01,SOG,4.5,0/8,0/5,0/10,0/20,0/30,0/68,1/154
valimju01,SOG,5.5,0/8,0/5,0/10,0/20,0/30,0/68,0/154
valimju01,BLK,0.5,7/8,4/5,9/10,18/20,27/30,55/68,113/154
valimju01,BLK,1.5,4/8,2/5,5/10,12/20,16/30,21/68,51/154
valimju01,BLK,2.5,0/8,0/5,1/10,5/20,7/30,10/68,21/154
valimju01,BLK,3.5,0/8,0/5,0/10,1/20,2/30,3/68,9/154
valimju01,BLK,4.5,0/8,0/5,0/10,1/20,1/30,1/68,4/154
valimju01,HIT,0.5,4/8,3/5,6/10,13/20,20/30,45/68,89/154
valimju01,HIT,1.5,0/8,0/5,2/10,8/20,11/30,18/68,30/154
valimju01,HIT,2.5,0/8,0/5,0/10,1/20,2/30,5/68,6/154
valimju01,HIT,3.5,0/8,0/5,0/10,0/20,0/30,1/68,1/154
valimju01,HIT,4.5,0/8,0/5,0/10,0/20,0/30,0/68,0/154
valimju01,HIT,5.5,0/8,0/5,0/10,0/20,0/30,0/68,0/154
vanrija01,G,0.5,2/8,1/5,2/10,2/20,3/30,9/71,23/140
vanrija01,A,0.5,1/8,1/5,1/10,1/20,3/30,21/71,36/140
vanrija01,A,1.5,0/8,0/5,0/10,0/20,0/30,6/71,8/140
vanrija01,PTS,0.5,3/8,2/5,3/10,3/20,5/30,25/71,52/140
vanrija01,PTS,1.5,0/8,0/5,0/10,0/20,1/30,10/71,13/140
vanrija01,PTS,2.5,0/8,0/5,0/10,0/20,1/30,3/71,4/140
vanrija01,SOG,1.5,2/8,1/5,3/10,6/20,12/30,44/71,77/140
vanrija01,SOG,2.5,1/8,0/5,1/10,2/20,5/30,22/71,43/140
vanrija01,SOG,3.5,0/8,0/5,0/10,1/20,2/30,10/71,20/140
vanrija01,SOG,4.5,0/8,0/5,0/10,0/20,1/30,3/71,5/140
vanrija01,SOG,5.5,0/8,0/5,0/10,0/20,0/30,0/71,1/140
vanrija01,BLK,0.5,2/8,1/5,3/10,4/20,9/30,19/71,40/140
vanrija01,BLK,1.5,0/8,0/5,0/10,0/20,2/30,3/71,4/140
vanrija01,BLK,2.5,0/8,0/5,0/10,0/20,0/30,0/71,0/140
vanrija01,BLK,3.5,0/8,0/5,0/10,0/20,0/30,0/71,0/140
vanrija01,BLK,4.5,0/8,0/5,0/10,0/20,0/30,0/71,0/140
vanrija01,HIT,0.5,1/8,0/5,2/10,6/20,12/30,27/71,44/140
vanrija01,HIT,1.5,0/8,0/5,0/10,1/20,5/30,6/71,8/140
vanrija01,HIT,2.5,0/8,0/5,0/10,0/20,1/30,1/71,1/140
vanrija01,HIT,3.5,0/8,0/5,0/10,0/20,0/30,0/71,0/140
vanrija01,HIT,4.5,0/8,0/5,0/10,0/20,0/30,0/71,0/140
vanrija01,HIT,5.5,0/8,0/5,0/10,0/20,0/30,0/71,0/140
vanritr01,G,0.5,0/8,0/5,0/10,0/20,0/30,0/70,6/153
vanritr01,A,0.5,3/8,3/5,3/10,6/20,9/30,14/70,32/153
vanritr01,A,1.5,1/8,1/5,1/10,1/20,1/30,0/70,2/153
vanritr01,PTS,0.5,3/8,3/5,3/10,6/20,9/30,14/70,38/153
vanritr01,PTS,1.5,1/8,1/5,1/10,1/20,1/30,0/70,3/153
vanritr01,PTS,2.5,0/8,0/5,0/10,0/20,0/30,0/70,0/153
vanritr01,SOG,1.5,4/8,2/5,4/10,8/20,9/30,18/70,49/153
vanritr01,SOG,2.5,3/8,2/5,3/10,6/20,6/30,9/70,24/153
vanritr01,SOG,3.5,2/8,2/5,2/10,2/20,2/30,1/70,7/153
vanritr01,SOG,4.5,0/8,0/5,0/10,0/20,0/30,1/70,3/153
vanritr01,SOG,5.5,0/8,0/5,0/10,0/20,0/30,1/70,1/153
vanritr01,BLK,0.5,8/8,5/5,10/10,16/20,25/30,50/70,120/153
vanritr01,BLK,1.5,7/8,5/5,9/10,14/20,19/30,29/70,82/153
vanritr01,BLK,2.5,5/8,5/5,6/10,8/20,12/30,16/70,48/153
vanritr01,BLK,3.5,2/8,2/5,2/10,3/20,4/30,5/70,23/153
vanritr01,BLK,4.5,0/8,0/5,0/10,1/20,1/30,2/70,9/153
vanritr01,HIT,0.5,1/8,1/5,3/10,7/20,11/30,16/70,35/153
vanritr01,HIT,1.5,0/8,0/5,1/10,2/20,3/30,5/70,7/153
vanritr01,HIT,2.5,0/8,0/5,0/10,1/20,1/30,2/70,3/153
vanritr01,HIT,3.5,0/8,0/5,0/10,0/20,0/30,0/70,0/153
vanritr01,HIT,4.5,0/8,0/5,0/10,0/20,0/30,0/70,0/153
vanritr01,HIT,5.5,0/8,0/5,0/10,0/20,0/30,0/70,0/153
vatrafr01,G,0.5,0/7,0/5,2/10,5/20,6/30,27/82,45/170
vatrafr01,A,0.5,2/7,2/5,2/10,4/20,6/30,19/82,39/170
vatrafr01,A,1.5,0/7,0/5,0/10,0/20,0/30,4/82,5/170
vatrafr01,PTS,0.5,2/7,2/5,4/10,9/20,12/30,43/82,77/170
vatrafr01,PTS,1.5,0/7,0/5,1/10,2/20,3/30,12/82,19/170
vatrafr01,PTS,2.5,0/7,0/5,1/10,1/20,1/30,5/82,7/170
vatrafr01,SOG,1.5,5/7,3/5,6/10,15/20,23/30,65/82,133/170
vatrafr01,SOG,2.5,4/7,3/5,5/10,12/20,19/30,52/82,100/170
vatrafr01,SOG,3.5,2/7,2/5,3/10,9/20,16/30,39/82,66/170
vatrafr01,SOG,4.5,1/7,1/5,1/10,7/20,13/30,23/82,37/170
vatrafr01,SOG,5.5,1/7,1/5,1/10,5/20,8/30,11/82,19/170
vatrafr01,BLK,0.5,6/7,4/5,9/10,15/20,20/30,52/82,111/170
vatrafr01,BLK,1.5,2/7,2/5,3/10,4/20,4/30,16/82,34/170
vatrafr01,BLK,2.5,0/7,0/5,0/10,0/20,0/30,6/82,11/170
vatrafr01,BLK,3.5,0/7,0/5,0/10,0/20,0/30,4/82,5/170
vatrafr01,BLK,4.5,0/7,0/5,0/10,0/20,0/30,0/82,0/170
vatrafr01,HIT,0.5,6/7,5/5,9/10,17/20,22/30,67/82,121/170
vatrafr01,HIT,1.5,5/7,4/5,7/10,15/20,18/30,44/82,75/170
vatrafr01,HIT,2.5,1/7,1/5,2/10,7/20,8/30,26/82,37/170
vatrafr01,HIT,3.5,0/7,0/5,1/10,2/20,2/30,12/82,14/170
vatrafr01,HIT,4.5,0/7,0/5,1/10,1/20,1/30,7/82,7/170
vatrafr01,HIT,5.5,0/7,0/5,0/10,0/20,0/30,0/82,0/170
velenjo01,G,0.5,0/9,0/5,1/10,1/20,1/30,11/80,20/170
velenjo01,A,0.5,1/9,1/5,1/10,2/20,2/30,15/80,27/170
velenjo01,A,1.5,0/9,0/5,0/10,0/20,0/30,1/80,1/170
velenjo01,PTS,0.5,1/9,1/5,2/10,3/20,3/30,25/80,46/170
velenjo01,PTS,1.5,0/9,0/5,0/10,0/20,0/30,3/80,3/170
velenjo01,PTS,2.5,0/9,0/5,0/10,0/20,0/30,0/80,0/170
velenjo01,SOG,1.5,2/9,1/5,3/10,3/20,7/30,27/80,53/170
velenjo01,SOG,2.5,1/9,0/5,1/10,1/20,3/30,6/80,13/170
velenjo01,SOG,3.5,1/9,0/5,1/10,1/20,1/30,0/80,3/170
velenjo01,SOG,4.5,0/9,0/5,0/10,0/20,0/30,0/80,1/170
velenjo01,SOG,5.5,0/9,0/5,0/10,0/20,0/30,0/80,0/170
