GameID,Game,Player,PlayerID,Team,Is_Home,Opp,,,
202411040NSH,NSH vs LAK,PHILLIP DANAULT,danauph01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,MARC DEL GAIZO,delgama01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,DREW DOUGHTY,doughdr01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,JOEL EDMUNDSON,edmunjo01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,ANDREAS ENGLUND,engluan01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,LUKE EVANGELISTA,evanglu01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,DANTE FABBRO,fabbrda01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,KEVIN FIALA,fialake01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,WARREN FOEGELE,foegewa01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,FILIP FORSBERG,forsbfi01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,VLADISLAV GAVRIKOV,gavrivl01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,MARK JANKOWSKI,jankoma01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,TANNER JEANNOT,jeannta01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,CALEB JONES,jonesca01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,ROMAN JOSI,josiro01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,ARTHUR KALIYEV,kaliyar01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,ADRIAN KEMPE,kempead01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,ANZE KOPITAR,kopitan01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,ALEX LAFERRIERE,laferal01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,JEREMY LAUZON,lauzoje01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,ANDRE LEE,leean02,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,TREVOR LEWIS,lewistr01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,ZACHARY L'HEUREUX,lheurza01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,MICHAEL MCCARRON,mccarmi01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,TREVOR MOORE,mooretr01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,JACOB MOVERARE,moverja01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,TOMMY NOVAK,novakth01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,GUSTAV NYQUIST,nyquigu01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,RYAN O'REILLY,oreilry01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,JUUSO PARSSINEN,parssju01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,LUKE SCHENN,schenlu01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,COLTON SISSONS,sissoco01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,BRADY SKJEI,skjeibr01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,COLE SMITH,smithco02,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,JORDAN SPENCE,spencjo01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,STEVEN STAMKOS,stamkst01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,SPENCER STASTNEY,stastsp01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,AKIL THOMAS,thomaak01,LAK,0,NSH,,,
202411040NSH,NSH vs LAK,PHILIP TOMASINO,tomasph01,NSH,1,LAK,,,
202411040NSH,NSH vs LAK,ALEX TURCOTTE,turcoal02,LAK,0,NSH,,,
202411050ANA,ANA vs VAN,NILS AMAN,amanni01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,ARSHDEEP BAINS,bainsar01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,TEDDY BLUEGER,bluegte01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,BROCK BOESER,boesebr01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,ERIK BRANNSTROM,branner01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,LEO CARLSSON,carlsle01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,SAM COLANGELO,colansa01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,JAKE DEBRUSK,debruja01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,VINCENT DESHARNAIS,deshavi01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,PHILLIP DI GIUSEPPE,digiuph01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,BRIAN DUMOULIN,dumoubr01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,ROBBY FABBRI,fabbrro01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,DEREK FORBORT,forbode01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,CAM FOWLER,fowleca01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,CONOR GARLAND,garlaco01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,CUTTER GAUTHIER,gauthcu01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,GLENN GAWDIN,gawdigl01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,RADKO GUDAS,gudasra01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,JANSEN HARKINS,harkija01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,DANTON HEINEN,heineda01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,AKITO HIROSE,hirosak01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,NILS HOGLANDER,hoglani01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,FILIP HRONEK,hronefi01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,QUINN HUGHES,hughequ01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,ROSS JOHNSTON,johnsro02,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,DAKOTA JOSHUA,joshuda01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,NOAH JUULSEN,juulsno01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,LINUS KARLSSON,karlsli01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,ALEX KILLORN,killoal01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,JACKSON LACOMBE,lacomja01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,BRETT LEASON,leasobr01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,ISAC LUNDESTROM,lundeis01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,TRISTAN LUNEAU,luneatr01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,BROCK MCGINN,mcginbr01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,MASON MCTAVISH,mctavma01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,COLE MCWARD,mcwarco01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,J.T. MILLER,millejt01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,PAVEL MINTYUKOV,mintypa01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,TYLER MYERS,myersty01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,NIKITA NESTERENKO,nesteni02,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,ELIAS PETTERSSON,petteel01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,AATU RATY,ratyaa01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,PAVOL REGENDA,regenpa01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,KIEFER SHERWOOD,sherwki01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,JAKOB SILFVERBERG,silfvja01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,CARSON SOUCY,soucyca01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,DANIEL SPRONG,spronda01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,RYAN STROME,stromry01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,PIUS SUTER,suterpi01,VAN,0,ANA,,,
202411050ANA,ANA vs VAN,TROY TERRY,terrytr01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,URHO VAAKANAINEN,vaakaur01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,FRANK VATRANO,vatrafr01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,TREVOR ZEGRAS,zegratr01,ANA,1,VAN,,,
202411050ANA,ANA vs VAN,OLEN ZELLWEGER,zellwol01,ANA,1,VAN,,,
202411050BUF,BUF vs OTT,MICHAEL AMADIO,amadimi01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,NICOLAS AUBE-KUBEL,aubekni01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,DRAKE BATHERSON,bathedr01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,ZACH BENSON,bensoza01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,JACOB BERNARD-DOCKER,bernaja01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,BRANDON BIRO,birobr01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,JACOB BRYSON,brysoja01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,BOWEN BYRAM,byrambo01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,THOMAS CHABOT,chaboth01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,ROURKE CHARTIER,chartro01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,KALE CLAGUE,claguka01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,CONNOR CLIFTON,cliftco01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,NICK COUSINS,cousini01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,DYLAN COZENS,cozendy01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,ANGUS CROOKSHANK,crookan01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,RASMUS DAHLIN,dahlira01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,ADAM GAUDETTE,gaudead01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,DENNIS GILBERT,gilbede01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,CLAUDE GIROUX,giroucl01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,JORDAN GREENWAY,greenjo02,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,NOAH GREGOR,gregono01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,RIDLY GREIG,greigri01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,MAXENCE GUENETTE,guenema01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,TRAVIS HAMONIC,hamontr01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,ROBY JARVENTIE,jarvero01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,NICK JENSEN,jenseni02,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,RYAN JOHNSON,johnsry03,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,HENRI JOKIHARJU,jokihhe01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,TYLER KLEVEN,klevety01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,PEYTON KREBS,krebspe01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,JIRI KULICH,kulicji01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,SAM LAFFERTY,laffesa01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,ZACK MACEWEN,macewza01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,BECK MALENSTYN,malenbe01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,NIKOLAS MATINPALO,matinni01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,RYAN MCLEOD,mcleory01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,BRETT MURRAY,murrabr02,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,JOSH NORRIS,norrijo01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,ZACK OSTAPCHUK,ostapza01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,DAVID PERRON,perroda01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,JJ PETERKA,peterjo01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,SHANE PINTO,pintosh01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,OWEN POWER,powerow01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,JACK QUINN,quinnja01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,COLE REINHARDT,reinhco01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,ISAK ROSEN,rosenis01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,LUKAS ROUSEK,rouselu01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,MATTIAS SAMUELSSON,samuema02,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,JAKE SANDERSON,sandeja01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,MATT SAVOIE,savoima01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,JIRI SMEJKAL,smejkji01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,TIM STUTZLE,stuetti02,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,TAGE THOMPSON,thompta01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,BRADY TKACHUK,tkachbr01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,ALEX TUCH,tuchal01,BUF,1,OTT,,,
202411050BUF,BUF vs OTT,ARTEM ZUB,zubar01,OTT,0,BUF,,,
202411050BUF,BUF vs OTT,JASON ZUCKER,zuckeja01,BUF,1,OTT,,,
202411050CAR,CAR vs PHI,SEBASTIAN AHO,ahose01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,EMIL ANDRAE,andraem01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,RONNIE ATTARD,attarro01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,LOUIS BELPEDIO,belpelo01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,JACKSON BLAKE,blakeja02,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,BOBBY BRINK,brinkbo01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,BRENT BURNS,burnsbr01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,WILLIAM CARRIER,carriwi01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,NOAH CATES,catesno01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,JALEN CHATFIELD,chatfja01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,DYLAN COGHLAN,coghldy01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,SEAN COUTURIER,coutuse01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,NICOLAS DESLAURIERS,deslani01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,JACK DRURY,druryja01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,JAMIE DRYSDALE,drysdja01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,JOEL FARABEE,farabjo01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,JESPER FAST,fastje01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,TYSON FOERSTER,foersty01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,MORGAN FROST,frostmo01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,RHETT GARDNER,gardnrh01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,ADAM GINNING,ginniad01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,SHAYNE GOSTISBEHERE,gostish01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,GARNET HATHAWAY,hathaga01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,SETH JARVIS,jarvise01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,ERIK JOHNSON,johnser01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,TRAVIS KONECNY,konectr01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,JESPERI KOTKANIEMI,kotkaje01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,SCOTT LAUGHTON,laughsc01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,JETT LUCHANKO,luchaje01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,OLLE LYCKSELL,lycksol01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,JORDAN MARTINOOK,martijo01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,MATVEI MICHKOV,michkma01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,SCOTT MORROW,morrosc02,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,BRADLY NADEAU,nadeabr01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,MARTIN NECAS,necasma01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,DMITRY ORLOV,orlovdm01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,RYAN POEHLING,poehlry01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,VASILIY PONOMAREV,ponomva01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,RASMUS RISTOLAINEN,ristora01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,ERIC ROBINSON,robiner01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,JACK ROSLOVIC,rosloja01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,TRAVIS SANHEIM,sanhetr01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,NICK SEELER,seeleni01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,JACCOB SLAVIN,slavija01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,JORDAN STAAL,staaljo01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,ANDREI SVECHNIKOV,svechan01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,OWEN TIPPETT,tippeow01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,SEAN WALKER,walkese01,CAR,1,PHI,,,
202411050CAR,CAR vs PHI,CAM YORK,yorkca01,PHI,0,CAR,,,
202411050CAR,CAR vs PHI,YEGOR ZAMULA,zamulye01,PHI,0,CAR,,,
202411050COL,COL vs SEA,MATTY BENIERS,beniema01,SEA,0,COL,,,
202411050COL,COL vs SEA,OLIVER BJORKSTRAND,bjorkol01,SEA,0,COL,,,
202411050COL,COL vs SEA,WILL BORGEN,borgewi01,SEA,0,COL,,,
202411050COL,COL vs SEA,ANDRE BURAKOVSKY,burakan01,SEA,0,COL,,,
202411050COL,COL vs SEA,ANDREW COGLIANO,coglian01,COL,1,SEA,,,
202411050COL,COL vs SEA,ROSS COLTON,coltoro01,COL,1,SEA,,,
202411050COL,COL vs SEA,CALVIN DE HAAN,dehaaca01,COL,1,SEA,,,
202411050COL,COL vs SEA,JONATHAN DROUIN,drouijo01,COL,1,SEA,,,
202411050COL,COL vs SEA,VINCE DUNN,dunnvi02,SEA,0,COL,,,
202411050COL,COL vs SEA,JORDAN EBERLE,eberljo01,SEA,0,COL,,,
202411050COL,COL vs SEA,RYKER EVANS,evansry01,SEA,0,COL,,,
202411050COL,COL vs SEA,CALE FLEURY,fleurca01,SEA,0,COL,,,
202411050COL,COL vs SEA,JEAN-LUC FOUDY,foudyje01,COL,1,SEA,,,
202411050COL,COL vs SEA,SAMUEL GIRARD,girarsa01,COL,1,SEA,,,
202411050COL,COL vs SEA,YANNI GOURDE,gourdya01,SEA,0,COL,,,
202411050COL,COL vs SEA,JOHN HAYDEN,haydejo01,SEA,0,COL,,,
202411050COL,COL vs SEA,IVAN IVAN,ivaniv01,COL,1,SEA,,,
202411050COL,COL vs SEA,TYE KARTYE,kartyty01,SEA,0,COL,,,
202411050COL,COL vs SEA,PARKER KELLY,kellypa01,COL,1,SEA,,,
202411050COL,COL vs SEA,JOEL KIVIRANTA,kivirjo01,COL,1,SEA,,,
202411050COL,COL vs SEA,NIKOLAI KOVALENKO,kovalni01,COL,1,SEA,,,
202411050COL,COL vs SEA,OLIVER KYLINGTON,kylinol01,COL,1,SEA,,,
202411050COL,COL vs SEA,ADAM LARSSON,larssad01,SEA,0,COL,,,
202411050COL,COL vs SEA,ARTTURI LEHKONEN,lehkoar01,COL,1,SEA,,,
202411050COL,COL vs SEA,KOLE LIND,lindko01,SEA,0,COL,,,
202411050COL,COL vs SEA,JOHN LUDVIG,ludvijo01,COL,1,SEA,,,
202411050COL,COL vs SEA,NATHAN MACKINNON,mackina01,COL,1,SEA,,,
202411050COL,COL vs SEA,JOSH MAHURA,mahurjo01,SEA,0,COL,,,
202411050COL,COL vs SEA,CALE MAKAR,makarca01,COL,1,SEA,,,
202411050COL,COL vs SEA,SAM MALINSKI,malinsa01,COL,1,SEA,,,
202411050COL,COL vs SEA,JOSH MANSON,mansojo01,COL,1,SEA,,,
202411050COL,COL vs SEA,JARED MCCANN,mccanja01,SEA,0,COL,,,
202411050COL,COL vs SEA,MAX MCCORMICK,mccorma01,SEA,0,COL,,,
202411050COL,COL vs SEA,CASEY MITTELSTADT,mitteca01,COL,1,SEA,,,
202411050COL,COL vs SEA,BRANDON MONTOUR,montobr01,SEA,0,COL,,,
202411050COL,COL vs SEA,LOGAN MORRISON,morrilo01,SEA,0,COL,,,
202411050COL,COL vs SEA,VALERI NICHUSHKIN,nichuva01,COL,1,SEA,,,
202411050COL,COL vs SEA,LOGAN O'CONNOR,oconnlo01,COL,1,SEA,,,
202411050COL,COL vs SEA,OSKAR OLAUSSON,olausos01,COL,1,SEA,,,
202411050COL,COL vs SEA,JAMIE OLEKSIAK,oleksja01,SEA,0,COL,,,
202411050COL,COL vs SEA,GUSTAV OLOFSSON,olofsgu01,SEA,0,COL,,,
202411050COL,COL vs SEA,ONDREJ PAVEL,pavelon02,COL,1,SEA,,,
