Season,Player,Age,Team,Pos,GP,GS,W,L,T/O,GA,Shots,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,GAA/A,GPS,G,A,PTS,PIM,Awards,PlayerID,
2023-24,Tristan Jarry,28,PIT,G,51,48,19,25,5,133,1369,1236,0.903,2.91,6,2740.633333,29,0.604,12,101,-0.7,3,7.8,1,0,1,4,,jarrytr01,
2023-24,Alex Lyon,31,DET,G,44,43,21,18,5,127,1325,1198,0.904,3.05,2,2498.85,22,0.512,8,99,1.1,3.15,7.7,0,1,1,2,,lyonal01,
2023-24,John Gibson,30,ANA,G,46,44,13,27,2,151,1343,1192,0.888,3.54,0,2561.483333,21,0.477,11,116,-21.2,3.65,5.6,0,0,0,12,,gibsojo02,
2023-24,Lukas Dostal,23,ANA,G,44,38,14,23,3,129,1310,1181,0.902,3.33,1,2322.816667,17,0.447,5,102,-2.4,3.44,7.3,0,0,0,8,,dostalu01,
2023-24,Sam Montembeault,27,MTL,G,41,40,16,15,9,127,1307,1180,0.903,3.14,0,2428.766667,28,0.7,6,101,-0.7,3.24,7.4,0,2,2,0,,montesa01,
2023-24,Jeremy Swayman,25,BOS,G,44,43,25,10,8,108,1287,1179,0.916,2.53,3,2565.85,27,0.628,5,87,16.4,2.6,9.1,0,1,1,0,"ASG, ASnhl-6, Byng-44, Vezina-7",swaymje01,
2023-24,Logan Thompson,26,VEG,G,46,42,25,14,5,119,1298,1179,0.908,2.7,1,2645.466667,25,0.595,6,95,6.5,2.79,8.1,0,3,3,0,,thomplo01,
2023-24,Filip Gustavsson,25,MIN,G,45,43,20,18,4,129,1283,1154,0.899,3.06,3,2526.55,18,0.419,9,104,-5,3.16,6.9,0,1,1,0,,gustafi01,
2023-24,Elvis Merzlikins,29,CBJ,G,41,40,13,17,8,130,1266,1136,0.897,3.45,1,2258.666667,19,0.475,6,106,-7.6,3.56,6.5,0,0,0,4,,merzlel01,
2023-24,Linus Ullmark,30,BOS,G,40,39,22,10,7,103,1207,1104,0.915,2.57,2,2400.133333,26,0.667,3,88,13.7,2.65,8.3,0,1,1,2,"ASnhl-12, Byng-49, Vezina-6",ullmali01,
2023-24,Samuel Ersson,24,PHI,G,51,49,23,19,7,132,1204,1072,0.89,2.82,4,2809.466667,27,0.551,13,113,-15.6,2.9,5.3,0,0,0,4,"AR-3, Calder-10",erssosa01,
2023-24,Kaapo Kahkonen,27,2TM,G,37,33,7,24,3,116,1139,1023,0.898,3.64,1,1914.216667,16,0.485,7,105,-5.9,3.76,5.9,0,1,1,4,,kahkoka01,
2023-24,Karel Vejmelka,27,ARI,G,38,33,13,19,2,114,1089,975,0.895,3.35,1,2040.133333,14,0.424,10,108,-8.7,3.47,5.4,0,2,2,2,,vejmeka01,
2023-24,Jake Allen,33,2TM,G,34,33,12,18,4,114,1087,973,0.895,3.44,0,1986.883333,15,0.455,8,108,-8.9,3.53,5.3,0,1,1,2,,allenja01,
2023-24,Ilya Samsonov,26,TOR,G,40,40,23,7,8,120,1087,967,0.89,3.13,3,2300.966667,19,0.475,9,114,-14.9,3.23,4.7,0,1,1,0,,samsoil01,
2023-24,Marc-Andre Fleury,39,MIN,G,40,36,17,15,5,111,1056,945,0.895,2.98,2,2232.666667,18,0.5,9,109,-8.9,3.09,5.2,0,1,1,4,Byng-9,fleurma01,
2023-24,Pyotr Kochetkov,24,CAR,G,42,40,23,13,4,92,1031,939,0.911,2.33,4,2371.483333,23,0.575,7,92,7.7,2.4,6.7,0,0,0,8,"AR-1, Calder-4",kochepy01,
2023-24,Alex Nedeljkovic,28,PIT,G,38,33,18,7,7,102,1039,937,0.902,2.97,1,2060.466667,16,0.485,10,102,-1.6,3.06,5.8,0,0,0,0,,nedelal01,
2023-24,Kaapo Kahkonen,27,SJS,G,31,27,6,20,3,105,996,891,0.895,3.81,0,1651.433333,13,0.481,5,109,-8.7,3.96,4.8,0,1,1,4,,kahkoka01,
2023-24,Adin Hill,27,VEG,G,35,35,19,12,2,89,979,890,0.909,2.71,2,1968.816667,19,0.543,7,94,5.6,2.8,6.2,0,1,1,0,,hillad01,
2023-24,Philipp Grubauer,32,SEA,G,36,34,14,16,2,95,941,846,0.899,2.85,2,1996.6,15,0.441,6,104,-4,2.95,5,0,1,1,4,,grubaph01,
2023-24,Darcy Kuemper,33,WSH,G,33,30,13,14,3,103,940,837,0.89,3.31,1,1866.533333,14,0.467,10,113,-12.1,3.41,4.2,0,1,1,0,,kuempda01,
2023-24,Arvid Soderblom,24,CHI,G,32,29,5,22,2,114,942,828,0.879,3.92,0,1744.333333,10,0.345,6,125,-22.9,4.06,3.1,0,0,0,0,,soderar01,
2023-24,Semyon Varlamov,35,NYI,G,28,27,14,8,4,69,837,768,0.918,2.6,3,1594.733333,18,0.667,1,85,11.9,2.67,6,0,0,0,0,,varlasi01,
2023-24,Vitek Vanecek,28,NJD,G,32,29,17,9,3,95,862,767,0.89,3.18,0,1791.816667,12,0.414,8,114,-11.7,3.28,3.8,0,1,1,0,,vanecvi01,
2023-24,Scott Wedgewood,31,DAL,G,32,28,16,7,5,85,844,759,0.899,2.85,0,1789.133333,13,0.464,4,104,-3.4,2.95,4.5,0,0,0,0,,wedgesc01,
2023-24,Joel Hofer,23,STL,G,30,27,15,12,1,72,830,758,0.913,2.65,1,1628.65,16,0.593,4,90,8.2,2.73,5.6,0,1,1,4,"AR-2, Calder-11",hoferjo01,
2023-24,Daniil Tarasov,24,CBJ,G,24,23,8,11,3,73,796,723,0.908,3.18,0,1376.466667,13,0.565,5,95,3.9,3.27,5,0,0,0,0,,tarasda02,
2023-24,Jonathan Quick,38,NYR,G,27,26,18,6,2,69,771,702,0.911,2.62,2,1582.733333,12,0.462,3,93,5.5,2.69,5,0,1,1,8,,quickjo01,
2023-24,Joseph Woll,25,TOR,G,25,23,12,11,1,72,772,700,0.907,2.94,0,1471.65,11,0.478,4,96,2.6,3.02,4.7,0,0,0,0,AR-4,wolljo01,
2023-24,Anton Forsberg,31,OTT,G,30,28,15,12,0,84,765,681,0.89,3.21,2,1569.75,14,0.5,10,114,-10.1,3.33,3.4,0,1,1,2,,forsban01,
2023-24,Casey DeSmith,32,VAN,G,29,27,12,9,6,80,759,679,0.895,2.89,1,1663.483333,15,0.556,8,109,-6.6,2.96,3.7,0,1,1,0,,desmica01,
2023-24,Jonas Johansson,28,TBL,G,26,24,12,7,5,83,752,669,0.89,3.37,2,1477.483333,11,0.458,3,114,-10.3,3.49,3.3,0,0,0,0,,johanjo03,
2023-24,Cayden Primeau,24,MTL,G,23,21,8,9,4,66,731,665,0.91,2.99,2,1324.833333,11,0.524,3,93,4.7,3.08,4.7,0,2,2,2,,primeca01,
2023-24,Carter Hart,25,PHI,G,26,25,12,9,3,68,727,659,0.906,2.8,1,1455.183333,14,0.56,5,97,2.3,2.89,4.4,0,1,1,0,,hartca01,
2023-24,James Reimer,35,DET,G,25,20,11,8,2,70,727,657,0.904,3.11,2,1352.4,9,0.45,1,100,0.3,3.19,4.2,0,0,0,4,,reimeja01,
2023-24,Anthony Stolarz,30,FLA,G,27,24,16,7,2,51,684,633,0.925,2.03,2,1506.45,17,0.708,2,77,15.1,2.07,5.5,0,2,2,2,,stolaan01,
2023-24,Jake Allen,33,MTL,G,21,21,6,12,3,74,686,612,0.892,3.65,0,1216.333333,9,0.429,4,112,-7.7,3.75,3.2,0,1,1,2,,allenja01,
2023-24,Devon Levi,22,BUF,G,23,21,10,8,2,67,666,599,0.899,3.1,0,1294.9,10,0.476,4,104,-2.6,3.2,3.6,0,0,0,0,,levide01,
2023-24,Laurent Brossoit,30,WPG,G,23,22,15,5,2,45,620,575,0.927,2,3,1351.033333,16,0.727,2,75,14.9,2.04,5.1,0,0,0,2,,brossla01,
2023-24,David Rittich,31,LAK,G,24,22,13,6,3,49,621,572,0.921,2.15,3,1364.516667,14,0.636,1,82,11,2.2,4.7,0,0,0,0,,rittida01,
2023-24,Kevin Lankinen,28,NSH,G,24,17,11,6,0,56,610,554,0.908,2.82,1,1191.416667,9,0.529,3,95,3,2.92,3.8,0,1,1,0,,lankike01,
2023-24,Calvin Pickard,31,EDM,G,23,20,12,7,1,53,581,528,0.909,2.45,1,1296.35,10,0.5,4,94,3.2,2.55,3.7,0,0,0,2,,pickaca01,
2023-24,Martin Jones,34,TOR,G,22,19,11,8,1,56,574,518,0.902,2.87,2,1169.666667,10,0.526,2,101,-0.5,2.98,3.2,0,0,0,0,,jonesma02,
2023-24,Nico Daws,23,NJD,G,21,20,9,11,0,60,568,508,0.894,3.15,0,1144.05,10,0.5,6,109,-5.1,3.25,2.7,0,1,1,0,,dawsni01,
2023-24,Daniel Vladar,26,CGY,G,20,19,8,9,2,68,574,506,0.882,3.62,0,1128.516667,8,0.421,6,123,-12.5,3.72,2,0,0,0,0,,vladada01,
2023-24,Ville Husso,28,DET,G,19,18,9,5,2,60,556,496,0.892,3.55,0,1012.916667,6,0.333,5,112,-6.3,3.67,2.6,0,1,1,0,,hussovi01,
2023-24,Spencer Martin,28,2TM,G,19,16,7,9,2,59,533,474,0.889,3.3,0,1072.216667,7,0.438,5,115,-7.5,3.36,2.3,0,0,0,0,,martisp01,
2023-24,Antti Raanta,34,CAR,G,24,20,12,7,2,63,493,430,0.872,2.99,1,1265.183333,8,0.4,8,132,-15.3,3.08,1.3,0,0,0,0,,raantan01,
2023-24,Dustin Wolf,22,CGY,G,17,15,7,7,1,50,467,417,0.893,3.16,0,950.5,7,0.467,2,111,-4.9,3.28,2.2,0,0,0,0,,wolfdu01,
2023-24,Akira Schmid,23,NJD,G,19,15,5,9,1,48,457,409,0.895,3.15,0,914.15,5,0.333,4,109,-3.8,3.28,2.2,0,2,2,2,,schmiak01,
2023-24,Justus Annunen,23,COL,G,14,12,8,4,1,30,414,384,0.928,2.25,2,801.0833333,8,0.667,0,75,10,2.32,3.4,0,0,0,0,,annunju01,
2023-24,Frederik Andersen,34,CAR,G,16,16,13,2,0,28,410,382,0.932,1.84,3,912.8833333,12,0.75,2,71,11.6,1.91,3.5,0,1,1,0,,anderfr01,
2023-24,Jake Allen,33,NJD,G,13,12,6,6,1,40,401,361,0.9,3.11,0,770.55,6,0.5,4,103,-1.2,3.19,2.2,0,0,0,0,,allenja01,
2023-24,Spencer Martin,28,CBJ,G,13,10,3,8,1,43,379,336,0.887,3.65,0,707.2166667,3,0.3,3,117,-6.4,3.73,1.5,0,0,0,0,,martisp01,
2023-24,Jet Greaves,22,CBJ,G,9,8,3,6,0,30,327,297,0.908,3.49,0,515.8666667,5,0.625,2,95,1.6,3.61,2,0,0,0,0,,greavje01,
2023-24,Magnus Chrona,23,SJS,G,9,8,1,6,1,37,262,225,0.859,4.71,0,471.25,3,0.375,5,146,-11.7,4.84,0.3,0,0,0,0,,chronma01,
2023-24,Ivan Prosvetov,24,COL,G,11,8,4,3,1,26,248,222,0.895,3.16,0,494.1833333,4,0.5,3,108,-2,3.28,1.2,0,0,0,0,,prosviv01,
2023-24,Eric Comrie,28,BUF,G,10,10,2,7,0,32,254,222,0.874,3.69,0,519.9,3,0.3,5,130,-7.4,3.81,0.7,0,0,0,0,,comrier01,
2023-24,Jiri Patera,24,VEG,G,6,5,1,3,1,21,196,175,0.893,3.98,0,316.7666667,2,0.4,0,111,-2.1,4.17,0.9,0,0,0,0,,paterji01,
2023-24,Devin Cooley,26,SJS,G,6,6,2,3,1,25,192,167,0.87,4.98,0,301.4833333,2,0.333,3,135,-6.4,5.17,0.4,0,0,0,0,,coolede01,
2023-24,Matt Tomkins,29,TBL,G,6,6,3,2,1,20,185,165,0.892,3.33,0,360.2166667,1,0.167,0,112,-2.1,3.5,0.8,0,0,0,0,,tomkima01,
2023-24,Pheonix Copley,32,LAK,G,8,8,4,1,2,23,177,154,0.87,3.16,1,436.2833333,2,0.25,3,134,-5.9,3.3,0.4,0,0,0,0,,copleph01,
2023-24,Spencer Martin,28,CAR,G,6,6,4,1,1,16,154,138,0.896,2.63,0,365,4,0.667,2,107,-1.1,2.63,0.8,0,0,0,0,,martisp01,
2023-24,Jack Campbell,32,EDM,G,5,5,1,4,0,20,157,137,0.873,4.5,0,266.7833333,1,0.2,2,132,-4.8,4.72,0.4,0,0,0,0,,campbja01,
2023-24,Kaapo Kahkonen,27,NJD,G,6,6,1,4,0,11,143,132,0.923,2.51,1,262.7833333,3,0.5,2,80,2.8,2.51,1.1,0,0,0,0,,kahkoka01,
2023-24,Mads Sogaard,23,OTT,G,6,5,1,3,0,19,135,116,0.859,4.05,0,281.5666667,1,0.2,2,146,-6,4.26,0.2,0,0,0,0,,sogaama01,
2023-24,Calvin Petersen,29,PHI,G,5,4,2,2,0,18,132,114,0.864,3.9,0,276.9166667,2,0.5,2,141,-5.2,4.12,0.2,0,0,0,0,,peterca01,
2023-24,Hunter Shepard,28,WSH,G,4,4,2,1,1,13,123,110,0.894,3.19,0,244.8333333,2,0.5,2,109,-1.1,3.19,0.6,0,0,0,0,,shepahu01,
2023-24,Felix Sandstrom,27,PHI,G,5,3,1,2,0,17,96,79,0.823,3.87,0,263.4833333,1,0.333,2,183,-7.7,4.1,-0.2,0,0,0,0,,sandsfe01,
2023-24,Jesper Wallstedt,21,MIN,G,3,3,2,1,0,9,87,78,0.897,3.01,1,179.2833333,2,0.667,1,107,-0.6,3.01,0.4,0,0,0,0,,wallsje01,
2023-24,Arturs Silovs,22,VAN,G,4,4,3,0,1,10,84,74,0.881,2.47,0,243.2166667,2,0.5,1,123,-1.9,2.47,0.3,0,0,0,0,,silovar01,
2023-24,Magnus Hellberg,32,PIT,G,3,1,1,0,0,5,64,59,0.922,2.5,0,119.8833333,1,1,0,81,1.2,2.5,0.5,0,0,0,0,,hellbma01,
2023-24,Chris Driedger,29,SEA,G,2,2,1,1,0,5,60,55,0.917,2.51,0,119.5833333,1,0.5,1,86,0.8,2.51,0.4,0,0,0,0,,driedch01,
2023-24,Ivan Fedotov,27,PHI,G,3,1,0,1,1,10,53,43,0.811,4.95,0,121.15,0,0,1,195,-4.9,4.95,-0.2,0,0,0,0,,fedotiv01,
2023-24,Yaroslav Askarov,21,NSH,G,2,1,1,0,0,2,35,33,0.943,1.47,0,81.66666667,1,1,0,59,1.4,1.47,0.3,0,0,0,0,,askarya01,
2023-24,Michael Hutchinson,33,DET,G,1,1,0,1,0,3,36,33,0.917,3.11,0,57.8,1,1,0,86,0.5,3.11,0.3,0,0,0,0,,hutchmi01,
2023-24,Malcolm Subban,30,CBJ,G,1,1,0,1,0,3,35,32,0.914,3,0,60,1,1,0,89,0.4,3,0.2,0,0,0,0,,subb,
2023-24,Georgi Romanov,24,SJS,G,2,0,0,0,0,1,30,29,0.967,1.01,0,59.25,0,,0,34,1.9,1.01,0.4,0,0,0,0,,romange01,
2023-24,Louis Domingue,31,NYR,G,1,1,1,0,0,1,26,25,0.962,1,0,60,1,1,0,40,1.5,1,0.3,0,0,0,0,,dominlo01,
2023-24,Matt Villalta,24,ARI,G,2,1,0,1,0,5,29,24,0.828,4.17,0,71.96666667,0,0,1,178,-2.2,4.17,-0.1,0,0,0,0,,villama01,
2023-24,Matt Murray,25,DAL,G,1,1,1,0,0,0,23,23,1,0,1,60,1,1,0,0,2.2,0,0.4,0,0,0,0,,murrama03,
2023-24,Kenneth Appleby,28,NYI,G,1,0,0,0,0,2,8,6,0.75,6,0,20,0,,0,259,-1.2,6,-0.1,0,0,0,0,,appleke01,
2023-24,Yaniv Perets,23,CAR,G,1,0,0,0,0,0,1,1,1,0,0,12.76666667,0,,0,0,0.1,0,0,0,0,0,0,,peretya01,
2024-25,Juuse Saros,29,NSH,G,18,18,6,10,2,45,531,486,0.915,2.57,2,1051.7,12,0.667,2,86,7.4,2.68,3.9,0,1,1,0,,sarosju01,
2024-25,Connor Hellebuyck,31,WPG,G,17,17,15,2,0,35,493,458,0.929,2.06,3,1019.883333,12,0.706,1,72,13.7,2.18,4.3,0,0,0,0,,helleco01,
2024-25,Lukas Dostal,24,ANA,G,14,14,5,7,2,38,489,451,0.922,2.72,1,837.5833333,9,0.643,1,79,10.3,2.87,4,0,0,0,0,,dostalu01,
2024-25,Igor Shesterkin,29,NYR,G,15,15,8,6,1,42,486,444,0.914,2.91,1,867.4333333,10,0.667,3,88,6,3.04,3.5,0,0,0,2,,shestig01,
2024-25,Filip Gustavsson,26,MIN,G,16,16,9,4,3,35,454,419,0.923,2.18,1,961.5166667,14,0.875,1,78,9.8,2.31,3.7,1,0,1,0,,gustafi01,
2024-25,Petr Mrazek,32,CHI,G,15,15,6,8,1,40,452,412,0.912,2.68,0,896.4333333,10,0.667,2,90,4.6,2.81,3.1,0,0,0,0,,mrazepe01,
2024-25,Jordan Binnington,31,STL,G,17,16,6,9,1,50,460,410,0.891,3.04,0,988.3666667,9,0.563,2,110,-4.6,3.22,2.2,0,0,0,0,,binnijo01,
2024-25,Joey Daccord,28,SEA,G,15,15,10,4,1,34,434,400,0.922,2.28,1,894.3666667,11,0.733,0,79,8.8,2.42,3.5,0,0,0,0,,daccojo01,
2024-25,Andrei Vasilevskiy,30,TBL,G,17,17,10,6,1,37,435,398,0.915,2.24,2,990.9333333,10,0.588,3,86,5.9,2.36,3.2,0,0,0,4,,vasilan02,
2024-25,Sam Montembeault,28,MTL,G,17,16,6,9,2,44,436,392,0.899,3.06,2,862.2,9,0.563,5,102,-1,3.27,2.5,0,0,0,0,,montesa01,
2024-25,Jacob Markstrom,35,NJD,G,16,16,10,5,1,40,430,390,0.907,2.51,1,956.05,10,0.625,3,94,2.4,2.64,2.8,0,0,0,0,,marksja02,
2024-25,Mackenzie Blackwood,28,SJS,G,14,13,4,7,3,40,429,389,0.907,3.07,1,782.9333333,7,0.538,3,94,2.3,3.22,2.8,0,0,0,0,,blackma01,
2024-25,Jeremy Swayman,26,BOS,G,16,16,6,8,2,49,438,389,0.888,3.16,1,930.8833333,8,0.5,5,113,-5.8,3.35,2,0,0,0,0,,swaymje01,
2024-25,Kevin Lankinen,29,VAN,G,15,15,10,3,2,38,417,379,0.909,2.56,2,892.3333333,9,0.6,2,92,3.2,2.69,2.8,0,0,0,0,,lankike01,
2024-25,Ilya Sorokin,29,NYI,G,13,13,5,5,3,33,399,366,0.917,2.52,0,786.6666667,10,0.769,0,84,6.4,2.67,3,0,0,0,0,,sorokil01,
2024-25,Jake Oettinger,26,DAL,G,15,15,11,4,0,35,399,364,0.912,2.43,1,865.0333333,11,0.733,3,89,4.4,2.57,2.8,0,0,0,0,,oettija01,
2024-25,Sergei Bobrovsky,36,FLA,G,15,15,9,5,1,47,408,361,0.885,3.18,1,885.4333333,7,0.467,4,117,-6.7,3.39,1.7,0,0,0,0,,bobrose01,
2024-25,Ukko-Pekka Luukkonen,25,BUF,G,14,14,8,4,1,35,388,353,0.91,2.55,1,823.0666667,9,0.643,2,91,3.3,2.7,2.6,0,1,1,0,,luukkuk01,
2024-25,Dustin Wolf,23,CGY,G,12,12,8,3,1,30,380,350,0.921,2.47,1,727.5833333,8,0.667,1,80,7.5,2.64,3,0,1,1,2,,wolfdu01,
2024-25,Stuart Skinner,26,EDM,G,15,15,7,6,2,47,397,350,0.882,3.23,1,871.85,7,0.467,4,120,-7.8,3.44,1.5,0,0,0,0,,skinnst01,
2024-25,Cam Talbot,37,DET,G,12,11,5,4,2,29,365,336,0.921,2.62,1,664.5,9,0.818,1,81,7,2.8,2.9,0,0,0,0,,talboca01,
2024-25,Anthony Stolarz,31,TOR,G,12,12,7,3,2,26,357,331,0.927,2.18,1,715.7833333,10,0.833,1,74,9.2,2.26,3.1,0,0,0,0,,stolaan01,
2024-25,Adin Hill,28,VEG,G,14,14,9,4,1,40,355,315,0.887,2.99,1,802.5833333,5,0.357,4,114,-5,3.14,1.6,0,0,0,0,,hillad01,
2024-25,Elvis Merzlikins,30,CBJ,G,12,12,6,5,1,37,349,312,0.894,3.08,1,720.5166667,5,0.417,3,107,-2.6,3.25,1.8,0,0,0,0,,merzlel01,
2024-25,Logan Thompson,27,WSH,G,11,11,9,1,1,27,325,298,0.917,2.44,0,664.9666667,7,0.636,2,84,5.1,2.53,2.4,0,0,0,0,,thomplo01,
2024-25,Pyotr Kochetkov,25,CAR,G,13,13,10,2,0,31,322,291,0.904,2.42,0,767.4,7,0.538,3,98,0.8,2.58,2,0,1,1,0,,kochepy01,
2024-25,Connor Ingram,27,UTA,G,13,13,6,4,3,43,334,291,0.871,3.61,0,714.4833333,3,0.231,2,130,-10,3.86,0.9,0,0,0,2,,ingraco01,
2024-25,Linus Ullmark,31,OTT,G,13,12,4,7,1,37,312,275,0.881,3.1,1,716.9333333,5,0.417,5,120,-6.2,3.26,1.2,0,0,0,0,,ullmali01,
2024-25,Karel Vejmelka,28,UTA,G,11,9,3,6,0,23,295,272,0.922,2.25,0,612.2833333,6,0.667,2,79,6.1,2.35,2.4,0,0,0,0,,vejmeka01,
2024-25,Alex Nedeljkovic,29,PIT,G,11,10,3,4,3,38,310,272,0.877,3.42,0,666.25,3,0.3,2,124,-7.4,3.6,1.1,0,0,0,0,,nedelal01,
2024-25,Alexandar Georgiev,28,COL,G,13,12,6,5,0,40,310,270,0.871,3.49,0,688.6,3,0.25,4,131,-9.4,3.66,0.9,0,1,1,0,,georgal01,
2024-25,Vitek Vanecek,29,SJS,G,10,9,2,5,1,30,298,268,0.899,3.36,0,536.4666667,4,0.444,2,102,-0.6,3.58,1.7,0,1,1,0,,vanecvi01,
2024-25,Daniel Vladar,27,CGY,G,10,10,4,4,2,27,279,252,0.903,2.67,1,607.4833333,7,0.7,1,98,0.5,2.77,1.7,0,1,1,0,,vladada01,
2024-25,Samuel Ersson,25,PHI,G,11,10,5,2,2,26,265,239,0.902,2.7,1,577.8666667,7,0.7,1,99,0.2,2.8,1.6,0,0,0,0,,erssosa01,
2024-25,Charlie Lindgren,31,WSH,G,10,10,5,5,0,26,263,237,0.901,2.64,0,591.65,7,0.7,1,100,0,2.74,1.6,0,0,0,0,,lindgch01,
2024-25,Joel Blomqvist,23,PIT,G,8,7,3,5,0,25,261,236,0.904,3.6,0,416.2166667,4,0.571,1,97,0.8,3.75,1.6,0,0,0,0,,blomqjo01,
2024-25,Alex Lyon,32,DET,G,9,8,4,4,0,23,258,235,0.911,2.74,1,502.7666667,4,0.5,2,90,2.5,2.86,1.8,0,0,0,2,,lyonal01,
2024-25,Ilya Samsonov,27,VEG,G,8,8,5,2,1,25,260,235,0.904,3.08,0,486.9333333,4,0.5,2,97,0.7,3.2,1.6,0,0,0,2,,samsoil01,
2024-25,David Rittich,32,LAK,G,13,12,7,6,0,31,264,233,0.883,2.65,0,702.0166667,8,0.667,3,119,-4.9,2.82,1.1,0,0,0,0,,rittida01,
2024-25,Darcy Kuemper,34,LAK,G,10,10,4,2,3,26,258,232,0.899,2.65,1,587.6666667,6,0.6,1,102,-0.5,2.76,1.5,0,0,0,0,,kuempda01,
2024-25,Semyon Varlamov,36,NYI,G,9,9,3,4,2,24,236,212,0.898,2.66,0,541.0666667,5,0.556,2,103,-0.7,2.77,1.3,0,0,0,0,,varlasi01,
2024-25,Anton Forsberg,32,OTT,G,9,9,4,4,0,23,233,210,0.901,2.79,2,494.6166667,3,0.333,1,100,0,2.91,1.4,0,0,0,0,,forsban01,
2024-25,Ivan Fedotov,28,PHI,G,8,8,3,4,1,29,230,201,0.874,3.69,0,470.95,2,0.25,3,128,-6.3,3.95,0.7,0,0,0,0,,fedotiv01,
2024-25,Daniil Tarasov,25,CBJ,G,8,8,3,4,1,32,230,198,0.861,4.04,0,475.6333333,2,0.25,3,141,-9.3,4.29,0.4,0,1,1,0,,tarasda02,
2024-25,Jake Allen,34,NJD,G,8,8,5,2,1,18,215,197,0.916,2.26,2,477.2833333,6,0.75,1,85,3.2,2.39,1.6,0,0,0,0,,allenja01,
2024-25,Justus Annunen,24,COL,G,11,9,6,4,0,28,218,190,0.872,3.23,0,520.8333333,4,0.444,2,130,-6.5,3.46,0.6,0,0,0,0,,annunju01,
2024-25,Joel Hofer,24,STL,G,7,7,4,3,0,21,207,186,0.899,3.23,1,390.3833333,4,0.571,2,103,-0.6,3.38,1.2,0,1,1,0,,hoferjo01,
2024-25,Joonas Korpisalo,30,BOS,G,8,7,4,2,1,18,203,185,0.911,2.38,2,454.3333333,5,0.714,1,90,2,2.51,1.4,0,0,0,0,,korpijo01,
2024-25,Arvid Soderblom,25,CHI,G,6,6,1,4,1,14,190,176,0.926,2.36,0,355.3833333,4,0.667,0,75,4.8,2.53,1.6,0,0,0,0,,soderar01,
2024-25,Spencer Knight,23,FLA,G,8,7,3,4,0,19,194,175,0.902,2.63,0,432.9333333,4,0.571,1,99,0.1,2.77,1.2,0,1,1,0,,knighsp01,
2024-25,Jonathan Quick,39,NYR,G,6,5,4,1,0,10,175,165,0.943,1.85,2,324.2833333,4,0.8,0,58,7.3,2.04,1.8,0,0,0,0,,quickjo01,
2024-25,Joseph Woll,26,TOR,G,7,7,5,2,0,14,179,165,0.922,2,1,420.1166667,4,0.571,1,79,3.7,2.14,1.4,0,0,0,0,,wolljo01,
2024-25,Devon Levi,23,BUF,G,7,6,2,5,0,24,185,161,0.87,3.95,0,364.8,2,0.333,1,131,-5.7,4.11,0.5,0,0,0,0,,levide01,
2024-25,Cayden Primeau,25,MTL,G,8,5,1,2,1,30,190,160,0.842,4.59,0,392.2,1,0.2,3,160,-11.2,4.9,0,0,0,0,2,,primeca01,
2024-25,Philipp Grubauer,33,SEA,G,7,7,1,6,0,21,177,156,0.881,3.11,0,404.9833333,3,0.429,2,120,-3.5,3.26,0.7,0,0,0,0,,grubaph01,
2024-25,Tristan Jarry,29,PIT,G,6,6,1,3,1,23,175,152,0.869,4.41,0,313.2,1,0.167,1,133,-5.7,4.6,0.4,0,0,0,0,,jarrytr01,
2024-25,Calvin Pickard,32,EDM,G,8,7,4,3,0,18,169,151,0.893,2.44,0,442.4166667,5,0.714,2,108,-1.3,2.58,0.9,0,0,0,0,,pickaca01,
2024-25,Eric Comrie,29,WPG,G,5,5,3,2,0,14,156,142,0.91,2.83,0,296.7833333,3,0.6,0,91,1.4,3.03,1.1,0,0,0,0,,comrier01,
2024-25,Marc-Andre Fleury,40,MIN,G,5,5,4,0,1,14,146,132,0.904,2.76,0,304.1333333,3,0.6,0,97,0.4,2.96,0.9,0,0,0,0,,fleurma01,
2024-25,Casey DeSmith,33,DAL,G,6,5,2,3,0,12,139,127,0.914,2.22,1,324.8666667,2,0.4,0,87,1.7,2.4,1,0,0,0,2,,desmica01,
2024-25,Arturs Silovs,23,VAN,G,6,5,1,3,1,20,140,120,0.857,3.91,0,307.2,1,0.2,2,145,-6.2,4.1,0.2,0,0,0,0,,silovar01,
2024-25,Scott Wedgewood,32,NSH,G,5,4,1,2,1,16,131,115,0.878,3.69,0,260.0166667,1,0.25,2,124,-3.1,3.92,0.5,0,0,0,0,,wedgesc01,
2024-25,Aleksei Kolosov,23,PHI,G,5,4,1,4,0,16,130,114,0.877,3.34,0,287.5,1,0.25,1,125,-3.2,3.55,0.4,0,0,0,0,,kolosal01,
2024-25,Jonas Johansson,29,TBL,G,4,3,1,1,1,18,125,107,0.856,5.22,0,206.9666667,0,0,2,146,-5.7,5.51,0.2,0,0,0,0,,johanjo03,
2024-25,John Gibson,31,ANA,G,4,4,3,0,1,11,117,106,0.906,2.71,0,243.7,3,0.75,1,95,0.5,2.95,0.7,0,0,0,0,,gibsojo02,
2024-25,Frederik Andersen,35,CAR,G,4,4,3,1,0,6,101,95,0.941,1.48,0,242.4333333,4,1,0,60,4,1.48,1,0,0,0,0,,anderfr01,
2024-25,James Reimer,36,2TM,G,3,3,1,2,0,11,99,88,0.889,3.67,0,179.95,2,0.667,1,113,-1.2,4,0.5,0,0,0,0,,reimeja01,
