Season,Player,Age,Team,Pos,GP,GS,W,L,T/O,GA,Shots,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,GAA/A,GPS,G,A,PTS,PIM,Awards,PlayerID,
2020-21,Keith Kinkaid,31,NYR,G,9,7,3,2,1,21,205,184,0.898,2.59,1,485.8833333,3,0.429,3,111,-2.1,2.84,1,0,0,0,0,,kinkake01,
2020-21,Jonas Johansson,25,BUF,G,7,6,0,5,1,24,207,183,0.884,3.79,0,379.8833333,1,0.167,1,126,-4.9,4.11,0.7,0,0,0,0,,johanjo03,
2020-21,Jonas Johansson,25,COL,G,8,7,5,1,1,15,173,158,0.913,2.06,1,436.95,5,0.714,1,94,0.9,2.2,1.1,0,0,0,0,,johanjo03,
2020-21,Alex Lyon,28,PHI,G,6,5,1,3,1,18,169,151,0.893,3.33,0,324.15,2,0.4,2,116,-2.4,3.7,0.7,0,0,0,0,,lyonal01,
2020-21,Ukko-Pekka Luukkonen,21,BUF,G,4,4,1,3,0,14,149,135,0.906,3.88,0,216.7,1,0.25,0,102,-0.3,4.15,0.8,0,0,0,0,,luukkuk01,
2020-21,Daniel Vladar,23,BOS,G,5,5,2,2,1,17,149,132,0.886,3.4,0,300.0666667,2,0.4,1,124,-3.3,3.8,0.5,0,0,0,0,,vladada01,
2020-21,Aaron Dell,31,NJD,G,7,5,1,5,0,22,154,132,0.857,4.14,0,319.1666667,1,0.2,1,155,-7.8,4.51,0.1,0,0,0,0,,dellaa01,
2020-21,Michael Houser,28,BUF,G,4,4,2,2,0,14,141,127,0.901,3.46,0,243.0333333,3,0.75,1,108,-1,3.7,0.7,0,0,0,0,,housemi01,
2020-21,Devan Dubnyk,34,COL,G,5,5,3,2,0,16,140,124,0.886,3.26,0,294.6333333,2,0.4,1,124,-3.1,3.67,0.5,0,0,0,0,,dubnyde01,
2020-21,Calvin Pickard,28,DET,G,6,4,2,1,1,16,127,111,0.874,3.16,0,303.5166667,2,0.5,1,137,-4.3,3.56,0.3,0,0,0,0,,pickaca01,
2020-21,Hunter Miska,25,COL,G,5,5,1,1,2,18,111,93,0.838,4.16,0,259.8,1,0.2,2,176,-7.8,4.62,-0.2,0,0,0,0,,miskahu01,
2020-21,Spencer Knight,19,FLA,G,4,3,4,0,0,8,99,91,0.919,2.32,0,206.9,1,0.333,0,88,1.1,2.61,0.7,0,0,0,0,,knighsp01,
2020-21,David Rittich,28,TOR,G,4,3,1,1,1,10,89,79,0.888,2.72,0,220.6833333,1,0.333,1,122,-1.8,2.99,0.3,0,0,0,0,,rittida01,
2020-21,Cayden Primeau,21,MTL,G,4,4,1,2,1,14,93,79,0.849,4.16,0,201.9,1,0.25,2,163,-5.4,4.46,0,0,0,0,0,,primeca01,
2020-21,Troy Grosenick,31,LAK,G,2,2,1,1,0,6,77,71,0.922,3,0,120,1,0.5,0,85,1.1,3.5,0.6,0,0,0,0,,grosetr01,
2020-21,Alexei Melnichuk,22,SJS,G,3,2,0,1,1,11,81,70,0.864,5.05,0,130.5833333,0,0,1,147,-3.5,5.51,0.1,0,0,0,0,,melnial01,
2020-21,Craig Anderson,39,WSH,G,4,2,2,1,0,6,71,65,0.915,2.13,0,168.7333333,1,0.5,0,92,0.5,2.49,0.5,0,0,0,0,,andercr01,
2020-21,Matiss Kivlenieks,24,CBJ,G,2,2,1,1,0,7,71,64,0.901,3.4,0,123.35,1,0.5,0,107,-0.5,3.89,0.4,0,0,0,0,,kivlema01,
2020-21,Ivan Prosvetov,21,ARI,G,3,1,0,1,0,9,51,42,0.824,4.15,0,130.0166667,0,0,1,192,-4.3,4.61,-0.2,0,0,0,0,,prosviv01,
2020-21,Christopher Gibson,28,TBL,G,2,2,1,1,0,5,40,35,0.875,2.66,0,112.9666667,1,0.5,1,136,-1.3,2.66,0.1,0,0,0,0,,gibsoch01,
2020-21,Stuart Skinner,22,EDM,G,1,1,1,0,0,5,38,33,0.868,5.03,0,59.68333333,0,0,0,143,-1.5,5.03,0.1,0,0,0,0,,skinnst01,
2020-21,Eric Comrie,25,NJD,G,1,1,1,0,0,3,33,30,0.909,3,0,60,1,1,0,99,0,3,0.2,0,0,0,0,,comrier01,
2020-21,Maxime Lagace,28,PIT,G,1,1,1,0,0,0,29,29,1,0,1,60,1,1,0,0,2.7,0,0.5,0,0,0,0,,lagacma01,
2020-21,Oscar Dansk,26,VEG,G,1,1,1,0,0,4,29,25,0.862,3.91,0,61.41666667,0,0,0,150,-1.3,3.91,0,0,0,0,0,,danskos01,
2020-21,Louis Domingue,28,CGY,G,1,1,0,1,0,3,23,20,0.87,3.12,0,57.7,0,0,0,142,-0.9,3.12,0,0,0,0,0,,dominlo01,
2020-21,Artyom Zagidulin,25,CGY,G,1,0,0,0,0,2,11,9,0.818,4.25,0,28.21666667,0,,0,197,-1,4.25,0,0,0,0,0,,zagida,
2020-21,Kasimir Kaskisuo,27,NSH,G,1,0,0,0,0,0,3,3,1,0,0,15.36666667,0,,0,0,0.3,0,0,0,0,0,0,,kaskika01,
2020-21,Veini Vehvilainen,23,CBJ,G,1,0,0,0,0,1,4,3,0.75,5.63,0,10.66666667,0,,0,271,-0.6,5.63,0,0,0,0,0,,vehvive01,
2020-21,Logan Thompson,23,VEG,G,1,0,0,0,0,0,2,2,1,0,0,8.25,0,,0,0,0.2,0,0,0,0,0,0,,thomplo01,
2021-22,Connor Hellebuyck,28,WPG,G,66,66,29,27,10,193,2155,1962,0.91,2.97,4,3903.5,39,0.591,10,96,7.4,3.04,12.7,0,2,2,0,,helleco01,
2021-22,Juuse Saros,26,NSH,G,67,67,38,25,3,173,2107,1934,0.918,2.64,4,3931.7,43,0.642,8,88,23,2.7,14,0,0,0,0,"ASG, ASnhl-4, Vezina-3",sarosju01,
2021-22,Thatcher Demko,26,VAN,G,64,61,33,22,7,168,1967,1799,0.915,2.72,1,3700.65,35,0.574,7,92,14.9,2.79,12.4,0,2,2,2,"ASG, ASnhl-8, Vezina-7",demkoth01,
2021-22,Elvis Merzlikins,27,CBJ,G,59,56,27,23,7,178,1920,1742,0.907,3.22,2,3320.116667,27,0.482,5,100,0.6,3.31,10.7,0,2,2,8,,merzlel01,
2021-22,Andrei Vasilevskiy,27,TBL,G,63,63,39,18,5,156,1868,1712,0.916,2.49,2,3760.75,39,0.619,7,90,17.7,2.55,12.2,0,1,1,6,"ASG, ASnhl-6, Vezina-5",vasilan02,
2021-22,Alex Nedeljkovic,26,DET,G,59,52,20,24,9,178,1796,1618,0.901,3.31,4,3230.8,28,0.538,10,107,-11,3.4,8.8,0,2,2,2,Calder-14,nedelal01,
2021-22,Jacob Markstrom,32,CGY,G,63,63,37,15,9,137,1754,1617,0.922,2.22,9,3695.833333,38,0.603,6,84,26.1,2.27,12.4,0,3,3,10,"ASnhl-2, Vezina-2",marksja02,
2021-22,John Gibson,28,ANA,G,56,56,18,26,11,172,1789,1617,0.904,3.19,1,3235.583333,28,0.5,11,103,-5.6,3.28,9.3,0,1,1,12,ASG,gibsojo02,
2021-22,Darcy Kuemper,31,COL,G,57,57,37,12,4,138,1754,1616,0.921,2.54,5,3258.75,32,0.561,7,85,25.1,2.6,12.3,0,0,0,2,ASnhl-7,kuempda01,
2021-22,Tristan Jarry,26,PIT,G,58,56,34,18,6,138,1711,1573,0.919,2.42,4,3415.183333,35,0.625,6,87,21.1,2.48,11.6,0,2,2,2,"ASG, ASnhl-11, Vezina-7",jarrytr01,
2021-22,Marc-Andre Fleury,37,2TM,G,56,56,28,23,5,159,1732,1573,0.908,2.9,4,3284.866667,28,0.5,15,99,2.1,3,9.8,0,2,2,2,Byng-25,fleurma01,
2021-22,Ilya Sorokin,26,NYI,G,52,52,26,18,8,123,1643,1520,0.925,2.4,7,3072.283333,37,0.712,7,80,29.8,2.46,12.1,0,0,0,0,"ASnhl-5, Vezina-6",sorokil01,
2021-22,Igor Shesterkin,26,NYR,G,53,52,36,13,4,106,1622,1516,0.935,2.07,6,3070.533333,38,0.731,4,70,44.9,2.11,13.6,0,1,1,2,"ASnhl-1, Hart-3, Vezina-1",shestig01,
2021-22,Karel Vejmelka,25,ARI,G,52,49,13,32,3,170,1669,1499,0.898,3.68,1,2773.233333,22,0.449,14,110,-14.8,3.81,7.7,0,0,0,0,,vejmeka01,
2021-22,Sergei Bobrovsky,33,FLA,G,54,53,39,7,3,137,1566,1429,0.913,2.67,3,3082.166667,33,0.623,6,94,8.6,2.74,9.6,0,0,0,4,ASnhl-9,bobrose01,
2021-22,Cam Talbot,34,MIN,G,49,48,32,12,4,132,1488,1356,0.911,2.76,3,2864.383333,28,0.583,7,95,6.4,2.85,8.9,0,1,1,2,ASG,talboca01,
2021-22,Anton Forsberg,29,OTT,G,46,44,22,17,4,121,1457,1336,0.917,2.82,1,2571.45,29,0.659,5,89,14.5,2.89,9.6,0,0,0,2,,forsban01,
2021-22,James Reimer,33,SJS,G,48,46,19,17,10,129,1450,1321,0.911,2.9,1,2672.683333,30,0.652,9,96,5.9,2.99,8.6,0,0,0,0,,reimeja01,
2021-22,Frederik Andersen,32,CAR,G,52,51,35,14,3,111,1431,1320,0.922,2.17,4,3070.883333,30,0.588,5,83,22.1,2.23,10.2,0,4,4,0,"ASG, ASnhl-3, Byng-66, Jennings-1, Vezina-4",anderfr01,
2021-22,Philipp Grubauer,30,SEA,G,55,54,18,31,5,164,1479,1315,0.889,3.16,2,3111.416667,18,0.333,10,119,-26.4,3.26,5.5,0,1,1,0,,grubaph01,
2021-22,Jack Campbell,30,TOR,G,49,47,31,9,6,123,1430,1307,0.914,2.64,5,2795.4,28,0.596,10,92,10,2.7,8.9,0,1,1,0,"ASG, Byng-22",campbja01,
2021-22,Carter Hart,23,PHI,G,45,44,13,24,7,137,1441,1304,0.905,3.16,1,2603.066667,21,0.477,6,102,-3,3.25,7.7,0,1,1,0,,hartca01,
2021-22,Marc-Andre Fleury,37,CHI,G,45,45,19,21,5,129,1398,1269,0.908,2.95,4,2626.966667,22,0.489,12,99,1,3.04,7.8,0,1,1,2,,fleurma01,
2021-22,Mikko Koskinen,33,EDM,G,45,43,27,12,4,136,1397,1261,0.903,3.1,1,2628.633333,19,0.442,7,105,-6.1,3.2,7.1,0,0,0,4,,koskimi01,
2021-22,Jake Oettinger,23,DAL,G,48,46,30,15,1,114,1331,1217,0.914,2.53,1,2707.6,27,0.587,5,92,9.8,2.59,8.4,0,2,2,0,,oettija01,
2021-22,Jonathan Quick,36,LAK,G,46,46,23,13,9,116,1284,1168,0.91,2.59,2,2685.866667,24,0.522,7,97,3.4,2.66,7.5,0,1,1,6,ASnhl-11,quickjo01,
2021-22,Robin Lehner,30,VEG,G,44,44,23,17,2,120,1288,1168,0.907,2.83,1,2546.65,20,0.455,7,100,-0.2,2.9,7.1,0,1,1,10,,lehnero01,
2021-22,Ville Husso,26,STL,G,40,38,25,7,6,100,1236,1136,0.919,2.56,2,2341.233333,23,0.605,3,87,15,2.64,8.4,0,0,0,0,"ASnhl-9, Vezina-7",hussovi01,
2021-22,Scott Wedgewood,29,3TM,G,37,32,13,15,6,110,1218,1108,0.91,3.14,1,2104.8,14,0.438,1,97,3.3,3.22,7.1,0,0,0,0,,wedgesc01,
2021-22,Linus Ullmark,28,BOS,G,41,39,26,10,2,95,1140,1045,0.917,2.45,1,2330.433333,20,0.513,3,90,11,2.5,7.4,0,1,1,4,,ullmali01,
2021-22,Martin Jones,32,PHI,G,35,33,12,18,3,114,1141,1027,0.9,3.42,0,1997.133333,15,0.455,3,107,-7.9,3.52,5.5,0,0,0,0,,jonesma02,
2021-22,Ilya Samsonov,24,WSH,G,44,39,23,12,5,119,1145,1026,0.896,3.02,3,2361.3,13,0.333,8,112,-12.5,3.1,5.1,0,0,0,0,,samsoil01,
2021-22,Jordan Binnington,28,STL,G,37,37,18,14,4,112,1135,1023,0.901,3.13,2,2144.95,16,0.432,7,106,-6.4,3.22,5.6,0,0,0,14,,binnijo01,
2021-22,Jake Allen,31,MTL,G,35,35,9,20,4,107,1123,1016,0.905,3.3,2,1947.666667,18,0.514,8,102,-2.6,3.39,6,0,0,0,2,,allenja01,
2021-22,Jeremy Swayman,23,BOS,G,41,39,23,14,3,96,1111,1015,0.914,2.41,3,2390.233333,24,0.615,5,93,7.3,2.46,6.9,0,0,0,6,"AR-1, Calder-5",swaymje01,
2021-22,Vitek Vanecek,26,WSH,G,42,39,20,12,6,103,1117,1014,0.908,2.67,4,2317.383333,18,0.462,5,99,0.9,2.74,6.3,0,0,0,0,,vanecvi01,
2021-22,Sam Montembeault,25,MTL,G,38,30,8,18,6,122,1124,1002,0.891,3.77,1,1942.816667,11,0.367,7,117,-17.5,3.89,4.4,0,0,0,0,,montesa01,
2021-22,Kaapo Kahkonen,25,2TM,G,36,33,14,14,4,93,1056,963,0.912,2.87,0,1946.95,22,0.667,6,95,5.2,2.96,6.4,0,1,1,2,,kahkoka01,
2021-22,Calvin Petersen,27,LAK,G,37,35,20,14,2,105,1002,897,0.895,2.89,3,2176.5,20,0.571,7,113,-11.8,2.98,4.3,0,0,0,2,,peterca01,
2021-22,Semyon Varlamov,33,NYI,G,31,29,10,17,2,87,978,891,0.911,2.91,2,1792.283333,16,0.552,3,96,4,2.98,5.8,0,0,0,0,,varlasi01,
2021-22,Kevin Lankinen,26,CHI,G,32,29,8,15,6,106,973,867,0.891,3.5,0,1815.583333,12,0.414,6,117,-15.5,3.6,3.8,0,1,1,0,,lankike01,
2021-22,Craig Anderson,40,BUF,G,31,31,17,12,2,97,945,848,0.897,3.12,0,1867.25,14,0.452,7,110,-9.1,3.21,4.3,0,1,1,0,,andercr01,
2021-22,Dustin Tokarski,32,BUF,G,29,28,10,12,5,91,900,809,0.899,3.27,1,1671.433333,13,0.464,7,109,-7.3,3.37,4.2,0,0,0,0,,tokardu01,
2021-22,Mike Smith,39,EDM,G,28,27,16,9,2,74,874,800,0.915,2.81,2,1579.966667,15,0.556,3,91,7.3,2.89,5.6,0,1,1,6,,smithmi01,
2021-22,Scott Wedgewood,29,ARI,G,26,23,10,12,2,78,878,800,0.911,3.16,0,1481.433333,11,0.478,1,96,3.7,3.24,5.2,0,0,0,0,,wedgesc01,
2021-22,Spencer Knight,20,FLA,G,32,27,19,9,3,81,876,795,0.908,2.79,2,1740.233333,14,0.519,6,99,0.5,2.86,4.9,0,0,0,0,,knighsp01,
2021-22,Thomas Greiss,36,DET,G,31,28,10,15,1,92,842,750,0.891,3.66,0,1507.733333,14,0.5,7,117,-13.7,3.78,3.3,0,1,1,2,,greisth01,
2021-22,Alexandar Georgiev,25,NYR,G,33,28,15,10,2,85,832,747,0.898,2.92,2,1746.1,13,0.464,9,110,-7.6,2.99,3.8,0,0,0,0,,georgal01,
2021-22,Anthony Stolarz,28,ANA,G,28,23,12,8,3,67,809,742,0.917,2.67,3,1506.416667,15,0.652,2,89,8.2,2.75,5.3,0,1,1,2,,stolaan01,
2021-22,Casey DeSmith,30,PIT,G,26,24,11,6,5,66,769,703,0.914,2.79,3,1418.15,12,0.5,4,92,5.5,2.88,4.8,0,0,0,0,,desmica01,
2021-22,Kaapo Kahkonen,25,MIN,G,25,23,12,8,3,66,734,668,0.91,2.87,0,1380.966667,15,0.652,5,97,2.3,2.95,4.3,0,1,1,2,,kahkoka01,
2021-22,Mackenzie Blackwood,25,NJD,G,25,24,9,10,4,79,731,652,0.892,3.39,2,1399.05,9,0.375,2,116,-11,3.47,2.9,0,0,0,0,,blackma01,
2021-22,Chris Driedger,27,SEA,G,27,24,9,14,1,73,722,649,0.899,2.96,1,1478.4,9,0.375,3,109,-5.8,3.04,3.4,0,0,0,4,,driedch01,
2021-22,Antti Raanta,32,CAR,G,28,26,15,5,4,62,706,644,0.912,2.45,2,1516.633333,15,0.577,1,94,3.7,2.53,4.3,0,0,0,0,Jennings-1,raantan01,
2021-22,Braden Holtby,32,DAL,G,24,22,10,10,1,61,700,639,0.913,2.78,0,1318.466667,13,0.591,3,94,4.1,2.87,4.3,0,0,0,2,,holtbbr01,
2021-22,Adin Hill,25,SJS,G,25,22,10,11,1,61,648,587,0.906,2.66,2,1375.95,12,0.545,4,101,-0.7,2.75,3.5,0,2,2,0,,hillad01,
2021-22,Matt Murray,27,OTT,G,20,20,5,12,2,60,640,580,0.906,3.05,1,1181.516667,12,0.6,3,101,-0.5,3.15,3.5,0,0,0,0,,murrama02,
2021-22,Pavel Francouz,31,COL,G,21,18,15,5,1,51,608,557,0.916,2.55,2,1200.15,6,0.333,1,90,5.5,2.6,3.9,0,0,0,0,,francpa01,
2021-22,Joonas Korpisalo,27,CBJ,G,22,17,7,11,0,78,634,556,0.877,4.15,0,1128.483333,5,0.294,6,132,-19,4.25,1.6,0,0,0,2,,korpijo01,
2021-22,Daniel Vladar,24,CGY,G,23,19,13,6,2,57,608,551,0.906,2.75,2,1243.133333,11,0.579,4,101,-0.5,2.85,3.3,0,1,1,0,,vladada01,
2021-22,Nico Daws,21,NJD,G,25,23,10,11,1,66,617,551,0.893,3.11,0,1271.533333,7,0.304,7,115,-8.6,3.21,2.5,0,0,0,0,,dawsni01,
2021-22,Laurent Brossoit,28,VEG,G,24,21,10,9,3,62,588,526,0.895,2.9,1,1281.433333,10,0.476,4,113,-7.3,3,2.5,0,0,0,0,,brossla01,
2021-22,Logan Thompson,24,VEG,G,19,17,10,5,3,49,569,520,0.914,2.68,1,1097.733333,10,0.588,2,93,3.9,2.73,3.6,0,0,0,0,,thomplo01,
2021-22,Filip Gustavsson,23,OTT,G,18,16,5,12,1,62,574,512,0.892,3.55,0,1047.55,7,0.438,5,116,-8.6,3.67,2.3,0,0,0,0,,gustafi01,
2021-22,Eric Comrie,26,WPG,G,19,16,10,5,1,44,550,506,0.92,2.58,1,1024.816667,10,0.625,1,86,7.2,2.63,3.8,0,1,1,0,,comrier01,
2021-22,Jon Gillies,28,2TM,G,20,15,3,10,2,62,550,488,0.887,3.7,0,1004.75,6,0.4,3,121,-10.8,3.82,1.9,0,1,1,0,,gillijo01,
2021-22,Petr Mrazek,29,TOR,G,20,18,12,6,0,58,520,462,0.888,3.34,0,1042.116667,6,0.333,4,120,-9.6,3.45,1.9,0,0,0,0,,mrazepe01,
2021-22,Jon Gillies,28,NJD,G,19,14,3,10,1,59,511,452,0.885,3.76,0,940.9833333,5,0.357,3,124,-11.5,3.89,1.7,0,1,1,0,,gillijo01,
2021-22,Brian Elliott,36,TBL,G,19,17,11,4,3,43,489,446,0.912,2.43,1,1063.416667,7,0.412,2,95,2.5,2.48,3,0,0,0,0,,elliobr01,
2021-22,David Rittich,29,NSH,G,17,12,6,3,4,49,431,382,0.886,3.57,0,822.9333333,4,0.333,1,122,-8.9,3.65,1.5,0,0,0,2,,rittida01,
2021-22,Jaroslav Halak,36,VAN,G,17,14,4,7,2,39,400,361,0.903,2.94,0,796.65,8,0.571,2,105,-1.8,3.01,2,0,0,0,2,,halakja01,
2021-22,Erik Kallgren,25,TOR,G,14,12,8,4,1,43,385,342,0.888,3.31,1,779.4833333,5,0.417,3,120,-7.2,3.39,1.4,0,0,0,2,,kallger01,
2021-22,Stuart Skinner,23,EDM,G,13,12,6,6,0,32,367,335,0.913,2.62,1,734.15,6,0.5,2,94,2.1,2.7,2.3,0,0,0,0,,skinnst01,
2021-22,Aaron Dell,32,BUF,G,12,9,1,8,1,38,354,316,0.893,4.03,0,565.3833333,2,0.222,2,115,-5.1,4.14,1.4,0,0,0,2,,dellaa01,
2021-22,Marc-Andre Fleury,37,MIN,G,11,11,9,2,0,30,334,304,0.91,2.74,0,657.9,6,0.545,3,97,1.1,2.83,2,0,1,1,0,,fleurma01,
2021-22,Kaapo Kahkonen,25,SJS,G,11,10,2,6,1,27,322,295,0.916,2.86,0,565.9833333,7,0.7,1,90,2.9,2.97,2.1,0,0,0,0,,kahkoka01,
2021-22,Andrew Hammond,33,2TM,G,11,10,4,5,1,38,314,276,0.879,3.89,0,586.4666667,4,0.4,4,130,-8.8,3.99,0.8,0,0,0,0,,hammoan01,
2021-22,Cayden Primeau,22,MTL,G,12,9,1,7,1,40,302,262,0.868,4.62,0,519.2166667,3,0.333,6,142,-11.9,4.74,0.5,0,0,0,0,,primeca01,
2021-22,Ukko-Pekka Luukkonen,22,BUF,G,9,9,2,5,2,23,277,254,0.917,2.74,0,503.0666667,5,0.556,1,89,2.8,2.86,1.8,0,0,0,0,,luukkuk01,
2021-22,Scott Wedgewood,29,DAL,G,8,7,3,1,3,23,265,242,0.913,3.04,1,453.9333333,3,0.429,0,93,1.6,3.17,1.6,0,0,0,0,,wedgesc01,
2021-22,Jonathan Bernier,33,NJD,G,10,8,4,4,1,26,264,238,0.902,3.06,0,510.1,3,0.375,1,106,-1.4,3.18,1.3,0,0,0,0,,bernijo01,
2021-22,Jonas Johansson,26,2TM,G,11,8,3,4,1,39,264,225,0.852,4.81,0,486.5166667,3,0.375,4,159,-14.4,4.93,0,0,0,0,0,,johanjo03,
2021-22,Spencer Martin,26,VAN,G,6,6,3,0,3,11,218,207,0.95,1.74,0,378.35,6,1,0,54,9.3,1.74,2.2,0,0,0,0,,martisp01,
2021-22,Anton Khudobin,35,DAL,G,9,7,3,4,1,28,231,203,0.879,3.63,0,462.4666667,3,0.429,1,130,-6.5,3.76,0.6,0,0,0,0,,khudoan01,
2021-22,Collin Delia,27,CHI,G,8,6,1,4,1,22,218,196,0.899,3.85,0,343.1,3,0.5,1,109,-1.7,4.02,1,0,0,0,0,,deliaco01,
2021-22,Jean-Francois Berube,30,CBJ,G,6,6,3,2,0,21,209,188,0.9,4.12,0,305.8833333,4,0.667,2,108,-1.6,4.32,1,0,1,1,0,,berubje02,
2021-22,Andrew Hammond,33,NJD,G,7,7,1,5,1,30,214,184,0.86,4.66,0,386.3,2,0.286,4,151,-10.1,4.81,0.2,0,0,0,0,,hammoan01,
2021-22,Jonas Johansson,26,COL,G,9,6,3,2,1,24,200,176,0.88,3.89,0,370.3,3,0.5,2,129,-5.4,4.05,0.6,0,0,0,0,,johanjo03,
2021-22,Felix Sandstrom,25,PHI,G,5,5,0,4,1,16,177,161,0.91,3.23,0,297.25,3,0.6,0,97,0.5,3.23,1,0,0,0,0,,sandsfe01,
2021-22,Zachary Sawchenko,24,SJS,G,7,3,1,2,1,15,151,136,0.901,3.35,0,268.9666667,2,0.667,0,107,-1,3.35,0.7,0,0,0,0,,sawchza01,
2021-22,Harri Sateri,32,ARI,G,6,4,2,2,1,21,157,136,0.866,4.22,0,298.3666667,0,0,3,144,-6.4,4.42,0.2,0,0,0,0,,saterha01,
2021-22,Carey Price,34,MTL,G,5,5,1,4,0,18,148,130,0.878,3.63,0,297.5,3,0.6,2,131,-4.2,3.83,0.4,0,0,0,0,,priceca01,
2021-22,Joey Daccord,25,SEA,G,5,4,0,4,0,21,140,119,0.85,4.3,0,293.2166667,0,0,3,161,-8,4.5,0,0,0,0,0,,daccojo01,
2021-22,Malcolm Subban,28,BUF,G,4,3,0,2,1,17,132,115,0.871,4.85,0,210.4666667,1,0.333,1,138,-4.7,4.85,0.2,0,0,0,0,,subbama01,
2021-22,Charlie Lindgren,28,STL,G,5,4,5,0,0,5,118,113,0.958,1.22,0,246.4166667,4,1,0,46,6,1.22,1.3,0,0,0,0,,lindgch01,
2021-22,Joseph Woll,23,TOR,G,4,4,3,1,0,11,123,112,0.911,2.75,1,239.9,2,0.5,0,96,0.4,2.75,0.7,0,0,0,2,,wolljo01,
2021-22,Daniil Tarasov,22,CBJ,G,4,3,0,2,0,7,111,104,0.937,2.4,0,174.85,3,1,0,68,3.3,2.4,1,0,0,0,0,,tarasda02,
2021-22,Lukas Dostal,21,ANA,G,4,3,1,2,0,10,108,98,0.907,2.98,0,201.45,2,0.667,1,100,0,2.98,0.6,0,0,0,0,,dostalu01,
2021-22,Akira Schmid,21,NJD,G,6,4,0,4,0,19,114,95,0.833,4.83,0,235.9833333,0,0,3,179,-8.4,5.09,-0.2,0,0,0,0,,schmiak01,
2021-22,Andrew Hammond,33,MTL,G,4,3,3,0,0,8,100,92,0.92,2.4,0,200.1666667,2,0.667,0,86,1.3,2.4,0.7,0,0,0,0,,hammoan01,
2021-22,Ivan Prosvetov,22,ARI,G,3,3,0,2,1,13,104,91,0.875,4.22,0,185,1,0.333,2,134,-3.3,4.22,0.2,0,0,0,0,,prosviv01,
2021-22,Arvid Soderblom,22,CHI,G,3,2,0,2,0,13,95,82,0.863,5.01,0,155.8166667,0,0,1,147,-4.2,5.01,0.1,0,0,0,0,,soderar01,
2021-22,Connor Ingram,24,NSH,G,3,3,1,2,0,11,91,80,0.879,3.71,0,177.75,1,0.333,1,130,-2.5,3.71,0.2,0,0,0,0,,ingraco01,
2021-22,Louis Domingue,29,PIT,G,2,2,1,1,0,4,83,79,0.952,2.02,0,118.75,2,1,0,52,3.7,2.02,0.8,0,0,0,0,,dominlo01,
2021-22,Tuukka Rask,34,BOS,G,4,4,2,2,0,14,90,76,0.844,4.28,0,196.35,2,0.5,2,167,-5.6,4.28,-0.1,0,0,0,2,ASnhl-11,rasktu01,
2021-22,Michael Houser,29,BUF,G,2,2,2,0,0,4,77,73,0.948,2,0,120,2,1,0,56,3.2,2,0.7,0,0,0,0,,housemi01,
2021-22,Scott Wedgewood,29,NJD,G,3,2,0,2,1,9,75,66,0.88,3.19,0,169.4333333,0,0,0,129,-2,3.19,0.2,0,0,0,0,,wedgesc01,
2021-22,Calvin Pickard,29,DET,G,3,1,1,1,0,9,72,63,0.875,4.3,0,125.6333333,1,1,0,134,-2.3,4.3,0.2,0,0,0,0,,pickaca01,
2021-22,Zachary Fucale,26,WSH,G,4,3,1,1,1,5,66,61,0.924,1.75,1,171.5833333,2,0.667,1,81,1.1,1.75,0.5,0,0,0,0,,fucalza01,
2021-22,Alex Lyon,29,CAR,G,2,2,1,0,1,6,65,59,0.908,2.93,0,122.8166667,1,0.5,0,99,0,2.93,0.4,0,0,0,0,,lyonal01,
2021-22,Pyotr Kochetkov,22,CAR,G,3,2,3,0,0,6,61,55,0.902,2.42,0,148.6,2,1,0,106,-0.3,2.42,0.3,0,0,0,0,,kochepy01,
2021-22,Jonas Johansson,26,FLA,G,2,2,0,2,0,15,64,49,0.766,7.74,0,116.2166667,0,0,2,252,-9,7.74,-0.6,0,0,0,0,,johanjo03,
2021-22,Mads Sogaard,21,OTT,G,2,2,1,1,0,6,54,48,0.889,3.07,0,117.3,1,0.5,1,119,-1,3.07,0.2,0,0,0,0,,sogaama01,
2021-22,Maxime Lagace,29,TBL,G,2,2,1,1,0,10,58,48,0.828,6.11,0,98.13333333,0,0,1,185,-4.6,6.11,-0.1,0,0,0,0,,lagacma01,
2021-22,Garret Sparks,28,LAK,G,2,1,1,0,0,3,47,44,0.936,1.85,0,97.21666667,1,1,0,69,1.4,1.85,0.4,0,0,0,0,,sparkga01,
2021-22,Joel Hofer,21,STL,G,2,2,1,1,0,6,50,44,0.88,3.07,0,117.15,0,0,0,129,-1.3,3.07,0.1,0,1,1,0,,hoferjo01,
2021-22,Justus Annunen,21,COL,G,2,1,1,0,1,7,51,44,0.863,4.34,0,96.76666667,0,0,1,148,-2.3,4.34,0.1,0,1,1,0,,annunju01,
2021-22,Carter Hutton,36,ARI,G,3,3,0,2,0,15,58,43,0.741,7.76,0,115.9666667,1,0.333,2,278,-9.6,7.76,-0.7,0,0,0,0,,huttoca01,
2021-22,Jon Gillies,28,STL,G,1,1,0,0,1,3,39,36,0.923,2.82,0,63.76666667,1,1,0,83,0.6,2.82,0.3,0,0,0,0,,gillijo01,
2021-22,Pheonix Copley,30,WSH,G,2,1,0,1,0,5,41,36,0.878,3.11,0,96.58333333,0,0,1,131,-1.2,3.11,0.1,0,0,0,0,,copleph01,
