Season,Player,PlayerID,TeamID,Position,GP,G,A,PTS,SOG,S%,HIT,BLK,TOI,SAtt,PIM,EVG,PPG,SHG,EVA,PPA,SHA,G_GP,A_GP,PTS_GP,SOG_GP,HIT_GP,BLK_GP,TOI_GP,SAtt_GP,PIM_GP
2024-25,Owen Power,powerow01,BUF,D,21,3,12,15,37,0.081081081,8,30,456.9,291,4,3,0,0,12,0,0,0.142857143,0.571428571,0.714285714,1.761904762,0.380952381,1.428571429,21.75714286,13.85714286,0.19047619
2024-25,Rasmus Dahlin,dahlira01,BUF,D,21,6,13,19,64,0.09375,17,31,520.3166667,458,18,3,3,0,8,5,0,0.285714286,0.619047619,0.904761905,3.047619048,0.80952381,1.476190476,24.77698413,21.80952381,0.857142857
2024-25,Nicolas Aube-Kubel,aubekni01,BUF,F,7,0,0,0,4,0,8,0,61.06666667,61,6,0,0,0,0,0,0,0,0,0,0.571428571,1.142857143,0,8.723809524,8.714285714,0.857142857
2024-25,Dylan Cozens,cozendy01,BUF,F,21,4,4,8,61,0.06557377,44,15,373.2666667,312,6,3,1,0,3,1,0,0.19047619,0.19047619,0.380952381,2.904761905,2.095238095,0.714285714,17.77460317,14.85714286,0.285714286
2024-25,JJ Peterka,peterjo01,BUF,F,19,7,9,16,41,0.170731707,9,1,345.2166667,346,6,5,2,0,6,3,0,0.368421053,0.473684211,0.842105263,2.157894737,0.473684211,0.052631579,18.16929825,18.21052632,0.315789474
2024-25,Tage Thompson,thompta01,BUF,F,16,11,7,18,51,0.215686275,7,7,293.1333333,247,4,10,1,0,4,3,0,0.6875,0.4375,1.125,3.1875,0.4375,0.4375,18.32083333,15.4375,0.25
2024-25,Jason Zucker,zuckeja01,BUF,F,21,5,9,14,33,0.151515152,13,5,315.55,271,17,2,3,0,6,3,0,0.238095238,0.428571429,0.666666667,1.571428571,0.619047619,0.238095238,15.02619048,12.9047619,0.80952381
2024-25,Alex Tuch,tuchal01,BUF,F,21,7,14,21,49,0.142857143,20,28,422.85,316,13,4,0,3,11,3,0,0.333333333,0.666666667,1,2.333333333,0.952380952,1.333333333,20.13571429,15.04761905,0.619047619
2024-25,Mattias Samuelsson,samuema02,BUF,D,13,1,0,1,15,0.066666667,23,13,208.6333333,72,2,1,0,0,0,0,0,0.076923077,0,0.076923077,1.153846154,1.769230769,1,16.04871795,5.538461538,0.153846154
2024-25,Jordan Greenway,greenjo02,BUF,F,16,3,3,6,20,0.15,35,16,260.5,130,11,3,0,0,3,0,0,0.1875,0.1875,0.375,1.25,2.1875,1,16.28125,8.125,0.6875
2024-25,Zach Benson,bensoza01,BUF,F,15,3,1,4,20,0.15,9,7,215.7333333,141,22,2,1,0,1,0,0,0.2,0.066666667,0.266666667,1.333333333,0.6,0.466666667,14.38222222,9.4,1.466666667
2024-25,Connor Clifton,cliftco01,BUF,D,20,0,3,3,16,0,55,35,312.55,160,19,0,0,0,3,0,0,0,0.15,0.15,0.8,2.75,1.75,15.6275,8,0.95
2024-25,Jack Quinn,quinnja01,BUF,F,20,1,4,5,30,0.033333333,14,11,300.5833333,242,4,1,0,0,2,2,0,0.05,0.2,0.25,1.5,0.7,0.55,15.02916667,12.1,0.2
2024-25,Bowen Byram,byrambo01,BUF,D,21,3,10,13,22,0.136363636,18,17,472.0166667,308,10,3,0,0,10,0,0,0.142857143,0.476190476,0.619047619,1.047619048,0.857142857,0.80952381,22.47698413,14.66666667,0.476190476
2024-25,Henri Jokiharju,jokihhe01,BUF,D,15,1,2,3,20,0.05,11,15,272.9666667,140,4,1,0,0,2,0,0,0.066666667,0.133333333,0.2,1.333333333,0.733333333,1,18.19777778,9.333333333,0.266666667
2024-25,Beck Malenstyn,malenbe01,BUF,F,21,1,2,3,18,0.055555556,49,21,202.9,126,8,1,0,0,2,0,0,0.047619048,0.095238095,0.142857143,0.857142857,2.333333333,1,9.661904762,6,0.380952381
2024-25,Ryan McLeod,mcleory01,BUF,F,21,6,6,12,20,0.3,10,8,338.35,192,2,6,0,0,6,0,0,0.285714286,0.285714286,0.571428571,0.952380952,0.476190476,0.380952381,16.11190476,9.142857143,0.095238095
2024-25,Sam Lafferty,laffesa01,BUF,F,20,1,0,1,13,0.076923077,24,6,201.5666667,127,14,1,0,0,0,0,0,0.05,0,0.05,0.65,1.2,0.3,10.07833333,6.35,0.7
2024-25,Nico Hischier,hischni01,NJD,F,23,10,11,21,59,0.169491525,6,19,471.2333333,375,2,7,3,0,5,5,1,0.434782609,0.47826087,0.913043478,2.565217391,0.260869565,0.826086957,20.4884058,16.30434783,0.086956522
2024-25,Paul Cotter,cottepa01,NJD,F,23,7,5,12,30,0.233333333,68,8,306.5833333,192,18,7,0,0,5,0,0,0.304347826,0.217391304,0.52173913,1.304347826,2.956521739,0.347826087,13.32971014,8.347826087,0.782608696
2024-25,Stefan Noesen,noesest01,NJD,F,23,10,8,18,40,0.25,54,7,346.7833333,274,13,6,4,0,5,3,0,0.434782609,0.347826087,0.782608696,1.739130435,2.347826087,0.304347826,15.07753623,11.91304348,0.565217391
2024-25,Johnathan Kovacevic,kovacjo01,NJD,D,23,1,5,6,22,0.045454545,28,28,468.3333333,234,20,1,0,0,5,0,0,0.043478261,0.217391304,0.260869565,0.956521739,1.217391304,1.217391304,20.36231884,10.17391304,0.869565217
2024-25,Simon Nemec,nemecsi01,NJD,D,9,0,1,1,9,0,1,10,145.0833333,23,4,0,0,0,0,1,0,0,0.111111111,0.111111111,1,0.111111111,1.111111111,16.12037037,2.555555556,0.444444444
2024-25,Nathan Bastian,bastina01,NJD,F,12,2,3,5,11,0.181818182,18,7,125.7,50,21,1,0,1,3,0,0,0.166666667,0.25,0.416666667,0.916666667,1.5,0.583333333,10.475,4.166666667,1.75
2024-25,Erik Haula,haulaer01,NJD,F,23,4,6,10,33,0.121212121,37,17,337.7333333,179,15,3,1,0,4,2,0,0.173913043,0.260869565,0.434782609,1.434782609,1.608695652,0.739130435,14.68405797,7.782608696,0.652173913
2024-25,Curtis Lazar,lazarcu01,NJD,F,12,1,1,2,8,0.125,34,3,126.7,31,4,1,0,0,1,0,0,0.083333333,0.083333333,0.166666667,0.666666667,2.833333333,0.25,10.55833333,2.583333333,0.333333333
2024-25,Dougie Hamilton,hamildo01,NJD,D,23,3,14,17,77,0.038961039,22,32,475.9,422,12,1,2,0,8,6,0,0.130434783,0.608695652,0.739130435,3.347826087,0.956521739,1.391304348,20.69130435,18.34782609,0.52173913
2024-25,Jesper Bratt,brattje01,NJD,F,23,10,18,28,69,0.144927536,28,11,416.35,383,10,5,4,1,10,8,0,0.434782609,0.782608696,1.217391304,3,1.217391304,0.47826087,18.10217391,16.65217391,0.434782609
2024-25,Timo Meier,meierti01,NJD,F,23,7,7,14,72,0.097222222,39,13,397.8666667,345,10,6,1,0,5,2,0,0.304347826,0.304347826,0.608695652,3.130434783,1.695652174,0.565217391,17.29855072,15,0.434782609
2024-25,Brenden Dillon,dillobr01,NJD,D,23,1,4,5,12,0.083333333,61,41,425.1333333,261,35,1,0,0,4,0,0,0.043478261,0.173913043,0.217391304,0.52173913,2.652173913,1.782608696,18.48405797,11.34782609,1.52173913
2024-25,Jack Hughes,hugheja03,NJD,F,23,8,17,25,74,0.108108108,3,12,471.4,439,2,6,2,0,9,8,0,0.347826087,0.739130435,1.086956522,3.217391304,0.130434783,0.52173913,20.49565217,19.08695652,0.086956522
2024-25,Jonas Siegenthaler,siegejo01,NJD,D,23,1,6,7,23,0.043478261,37,44,481.35,242,10,1,0,0,6,0,0,0.043478261,0.260869565,0.304347826,1,1.608695652,1.913043478,20.92826087,10.52173913,0.434782609
2024-25,Dawson Mercer,merceda01,NJD,F,23,5,7,12,38,0.131578947,8,20,426.5833333,253,6,3,1,1,7,0,0,0.217391304,0.304347826,0.52173913,1.652173913,0.347826087,0.869565217,18.54710145,11,0.260869565
2024-25,Ondrej Palat,palaton01,NJD,F,22,3,3,6,28,0.107142857,34,13,295.25,216,2,3,0,0,3,0,0,0.136363636,0.136363636,0.272727273,1.272727273,1.545454545,0.590909091,13.42045455,9.818181818,0.090909091
2024-25,Seamus Casey,caseyse01,NJD,D,8,3,1,4,6,0.5,4,7,95.7,19,0,1,2,0,1,0,0,0.375,0.125,0.5,0.75,0.5,0.875,11.9625,2.375,0
2024-25,Tomas Tatar,tatarto01,NJD,F,23,3,5,8,24,0.125,22,5,256.1166667,157,6,2,1,0,4,1,0,0.130434783,0.217391304,0.347826087,1.043478261,0.956521739,0.217391304,11.13550725,6.826086957,0.260869565
2024-25,Jiri Kulich,kulicji01,BUF,F,12,2,0,2,26,0.076923077,11,6,170.2333333,133,2,2,0,0,0,0,0,0.166666667,0,0.166666667,2.166666667,0.916666667,0.5,14.18611111,11.08333333,0.166666667
2024-25,Peyton Krebs,krebspe01,BUF,F,20,3,4,7,15,0.2,26,5,246.25,163,15,3,0,0,4,0,0,0.15,0.2,0.35,0.75,1.3,0.25,12.3125,8.15,0.75
2024-25,Kurtis MacDermid,macdeku01,NJD,D,10,0,0,0,4,0,17,5,57.86666667,28,17,0,0,0,0,0,0,0,0,0,0.4,1.7,0.5,5.786666667,2.8,1.7
2024-25,Pavel Zacha,zachapa01,BOS,F,22,3,4,7,49,0.06122449,7,4,413.5166667,323,9,2,0,1,3,1,0,0.136363636,0.181818182,0.318181818,2.227272727,0.318181818,0.181818182,18.79621212,14.68181818,0.409090909
2024-25,Trent Frederic,fredetr01,BOS,F,22,3,3,6,32,0.09375,58,5,301.4,225,21,3,0,0,2,1,0,0.136363636,0.136363636,0.272727273,1.454545455,2.636363636,0.227272727,13.7,10.22727273,0.954545455
2024-25,Charlie McAvoy,mcavoch01,BOS,D,22,3,4,7,45,0.066666667,38,33,528.6666667,404,26,2,1,0,3,1,0,0.136363636,0.181818182,0.318181818,2.045454545,1.727272727,1.5,24.03030303,18.36363636,1.181818182
2024-25,Mark Kastelic,kastema01,BOS,F,21,3,4,7,13,0.230769231,80,15,244.8333333,127,36,3,0,0,4,0,0,0.142857143,0.19047619,0.333333333,0.619047619,3.80952381,0.714285714,11.65873016,6.047619048,1.714285714
2024-25,Nikita Zadorov,zadorni01,BOS,D,22,0,5,5,28,0,62,22,425.9,276,46,0,0,0,5,0,0,0,0.227272727,0.227272727,1.272727273,2.818181818,1,19.35909091,12.54545455,2.090909091
2024-25,Max Jones,jonesma03,BOS,F,4,0,0,0,1,0,8,1,44.85,6,8,0,0,0,0,0,0,0,0,0,0.25,2,0.25,11.2125,1.5,2
2024-25,Cole Koepke,koepkco01,BOS,F,21,4,4,8,28,0.142857143,44,5,232.5166667,122,8,4,0,0,4,0,0,0.19047619,0.19047619,0.380952381,1.333333333,2.095238095,0.238095238,11.07222222,5.80952381,0.380952381
2024-25,David Pastrnak,pastrda01,BOS,F,22,8,11,19,89,0.08988764,10,6,432.9166667,399,18,5,3,0,9,2,0,0.363636364,0.5,0.863636364,4.045454545,0.454545455,0.272727273,19.6780303,18.13636364,0.818181818
2024-25,Elias Lindholm,lindhel01,BOS,F,22,3,7,10,31,0.096774194,37,26,404.2666667,332,2,2,1,0,3,3,1,0.136363636,0.318181818,0.454545455,1.409090909,1.681818182,1.181818182,18.37575758,15.09090909,0.090909091
2024-25,John Beecher,beechjo01,BOS,F,21,2,4,6,14,0.142857143,27,24,250.9,113,4,2,0,0,4,0,0,0.095238095,0.19047619,0.285714286,0.666666667,1.285714286,1.142857143,11.94761905,5.380952381,0.19047619
2024-25,Hampus Lindholm,lindhha01,BOS,D,17,3,4,7,36,0.083333333,5,17,354.55,224,4,3,0,0,3,1,0,0.176470588,0.235294118,0.411764706,2.117647059,0.294117647,1,20.85588235,13.17647059,0.235294118
2024-25,Morgan Geekie,geekimo01,BOS,F,17,1,3,4,29,0.034482759,21,4,232.9666667,167,4,1,0,0,2,1,0,0.058823529,0.176470588,0.235294118,1.705882353,1.235294118,0.235294118,13.70392157,9.823529412,0.235294118
2024-25,Brandon Carlo,carlobr01,BOS,D,22,1,2,3,20,0.05,28,57,408.1666667,217,6,1,0,0,2,0,0,0.045454545,0.090909091,0.136363636,0.909090909,1.272727273,2.590909091,18.5530303,9.863636364,0.272727273
2024-25,Brad Marchand,marchbr03,BOS,F,22,6,9,15,63,0.095238095,15,9,408.8333333,364,20,5,1,0,4,5,0,0.272727273,0.409090909,0.681818182,2.863636364,0.681818182,0.409090909,18.58333333,16.54545455,0.909090909
2024-25,Charlie Coyle,coylech01,BOS,F,22,4,1,5,32,0.125,35,18,383.8833333,264,8,1,3,0,1,0,0,0.181818182,0.045454545,0.227272727,1.454545455,1.590909091,0.818181818,17.44924242,12,0.363636364
2024-25,Mason Lohrei,lohrema01,BOS,D,18,1,7,8,19,0.052631579,6,18,318.25,222,4,1,0,0,4,3,0,0.055555556,0.388888889,0.444444444,1.055555556,0.333333333,1,17.68055556,12.33333333,0.222222222
2024-25,Andrew Peeke,peekean01,BOS,D,16,0,3,3,11,0,18,26,265.4166667,133,2,0,0,0,2,0,1,0,0.1875,0.1875,0.6875,1.125,1.625,16.58854167,8.3125,0.125
2024-25,Justin Brazeau,brazeju01,BOS,F,20,5,4,9,31,0.161290323,24,9,268.5333333,241,2,3,2,0,3,1,0,0.25,0.2,0.45,1.55,1.2,0.45,13.42666667,12.05,0.1
2024-25,Sam Reinhart,reinhsa01,FLA,F,21,16,15,31,56,0.285714286,23,17,427.65,366,4,8,5,3,11,2,1,0.761904762,0.714285714,1.476190476,2.666666667,1.095238095,0.80952381,20.36428571,17.42857143,0.19047619
2024-25,Sam Bennett,bennesa01,FLA,F,20,9,9,18,60,0.15,40,15,346.65,275,26,6,3,0,6,2,0,0.45,0.45,0.9,3,2,0.75,17.3325,13.75,1.3
2024-25,Evan Rodrigues,rodriev01,FLA,F,21,5,5,10,34,0.147058824,31,4,346.7666667,272,6,5,0,0,4,1,0,0.238095238,0.238095238,0.476190476,1.619047619,1.476190476,0.19047619,16.51269841,12.95238095,0.285714286
2024-25,Eetu Luostarinen,luostee01,FLA,F,21,3,4,7,25,0.12,43,15,337.6333333,173,8,3,0,0,4,0,0,0.142857143,0.19047619,0.333333333,1.19047619,2.047619048,0.714285714,16.07777778,8.238095238,0.380952381
2024-25,Jonah Gadjovich,gadjojo01,FLA,F,11,1,0,1,6,0.166666667,36,1,79.31666667,34,10,1,0,0,0,0,0,0.090909091,0,0.090909091,0.545454545,3.272727273,0.090909091,7.210606061,3.090909091,0.909090909
2024-25,A.J. Greer,greeraj01,FLA,F,21,2,4,6,27,0.074074074,52,10,229.85,119,34,2,0,0,4,0,0,0.095238095,0.19047619,0.285714286,1.285714286,2.476190476,0.476190476,10.9452381,5.666666667,1.619047619
2024-25,Anton Lundell,lundean01,FLA,F,21,7,9,16,47,0.14893617,25,16,382.0833333,254,4,5,2,0,7,2,0,0.333333333,0.428571429,0.761904762,2.238095238,1.19047619,0.761904762,18.19444444,12.0952381,0.19047619
2024-25,Matthew Tkachuk,tkachma01,FLA,F,16,5,10,15,49,0.102040816,26,5,283,313,12,2,3,0,8,2,0,0.3125,0.625,0.9375,3.0625,1.625,0.3125,17.6875,19.5625,0.75
2024-25,Uvis Balinskis,balinuv01,FLA,D,21,0,6,6,27,0,20,8,299.0166667,229,11,0,0,0,3,3,0,0,0.285714286,0.285714286,1.285714286,0.952380952,0.380952381,14.23888889,10.9047619,0.523809524
2024-25,Aleksander Barkov,barkoal01,FLA,F,13,4,15,19,27,0.148148148,14,12,255.35,302,4,3,0,1,8,5,2,0.307692308,1.153846154,1.461538462,2.076923077,1.076923077,0.923076923,19.64230769,23.23076923,0.307692308
2024-25,Carter Verhaeghe,verhaca01,FLA,F,21,5,9,14,75,0.066666667,25,5,393.1666667,347,18,4,1,0,5,4,0,0.238095238,0.428571429,0.666666667,3.571428571,1.19047619,0.238095238,18.72222222,16.52380952,0.857142857
2024-25,Aaron Ekblad,ekblaaa01,FLA,D,21,0,9,9,27,0,30,27,480.6,325,21,0,0,0,6,2,1,0,0.428571429,0.428571429,1.285714286,1.428571429,1.285714286,22.88571429,15.47619048,1
2024-25,Gustav Forsling,forslgu02,FLA,D,21,3,8,11,41,0.073170732,19,18,474.6,298,8,1,0,1,7,0,1,0.142857143,0.380952381,0.523809524,1.952380952,0.904761905,0.857142857,22.6,14.19047619,0.380952381
2024-25,Niko Mikkola,mikkoni01,FLA,D,21,0,9,9,29,0,29,29,427.4,254,22,0,0,0,9,0,0,0,0.428571429,0.428571429,1.380952381,1.380952381,1.380952381,20.35238095,12.0952381,1.047619048
2024-25,Dmitry Kulikov,kulikdm01,FLA,D,21,3,2,5,20,0.15,36,20,424.3,245,6,3,0,0,2,0,0,0.142857143,0.095238095,0.238095238,0.952380952,1.714285714,0.952380952,20.2047619,11.66666667,0.285714286
2024-25,Mackie Samoskevich,samosma01,FLA,F,18,3,4,7,20,0.15,14,2,203.8333333,116,2,3,0,0,3,1,0,0.166666667,0.222222222,0.388888889,1.111111111,0.777777778,0.111111111,11.32407407,6.444444444,0.111111111
2024-25,Adam Boqvist,boqviad01,FLA,D,10,0,2,2,11,0,3,6,117.8833333,67,2,0,0,0,0,2,0,0,0.2,0.2,1.1,0.3,0.6,11.78833333,6.7,0.2
2024-25,Jesper Boqvist,boqvije01,FLA,F,21,3,2,5,21,0.142857143,53,10,283.0833333,137,4,3,0,0,2,0,0,0.142857143,0.095238095,0.238095238,1,2.523809524,0.476190476,13.48015873,6.523809524,0.19047619
2024-25,Vince Dunn,dunnvi02,SEA,D,4,1,2,3,10,0.1,4,10,75.28333333,14,2,1,0,0,0,2,0,0.25,0.5,0.75,2.5,1,2.5,18.82083333,3.5,0.5
2024-25,Eeli Tolvanen,tolvaee01,SEA,F,21,5,1,6,28,0.178571429,46,13,279.8666667,181,2,4,1,0,1,0,0,0.238095238,0.047619048,0.285714286,1.333333333,2.19047619,0.619047619,13.32698413,8.619047619,0.095238095
2024-25,Yanni Gourde,gourdya01,SEA,F,21,2,6,8,25,0.08,35,14,321,207,32,2,0,0,6,0,0,0.095238095,0.285714286,0.380952381,1.19047619,1.666666667,0.666666667,15.28571429,9.857142857,1.523809524
2024-25,Adam Larsson,larssad01,SEA,D,21,1,2,3,32,0.03125,31,43,442.0833333,241,15,1,0,0,2,0,0,0.047619048,0.095238095,0.142857143,1.523809524,1.476190476,2.047619048,21.0515873,11.47619048,0.714285714
2024-25,Brandon Montour,montobr01,SEA,D,20,6,8,14,66,0.090909091,30,24,471.9666667,405,18,4,2,0,7,1,0,0.3,0.4,0.7,3.3,1.5,1.2,23.59833333,20.25,0.9
2024-25,Oliver Bjorkstrand,bjorkol01,SEA,F,20,4,5,9,43,0.093023256,16,6,303.9833333,239,2,4,0,0,4,1,0,0.2,0.25,0.45,2.15,0.8,0.3,15.19916667,11.95,0.1
2024-25,Ryker Evans,evansry01,SEA,D,21,3,7,10,24,0.125,35,36,438.4666667,297,10,3,0,0,6,1,0,0.142857143,0.333333333,0.476190476,1.142857143,1.666666667,1.714285714,20.87936508,14.14285714,0.476190476
2024-25,Will Borgen,borgewi01,SEA,D,21,1,1,2,19,0.052631579,30,20,326.1666667,209,2,1,0,0,1,0,0,0.047619048,0.047619048,0.095238095,0.904761905,1.428571429,0.952380952,15.53174603,9.952380952,0.095238095
2024-25,Tye Kartye,kartyty01,SEA,F,20,2,2,4,19,0.105263158,66,7,211.9333333,131,10,2,0,0,2,0,0,0.1,0.1,0.2,0.95,3.3,0.35,10.59666667,6.55,0.5
2024-25,Jamie Oleksiak,oleksja01,SEA,D,21,2,3,5,24,0.083333333,17,49,426.1,244,4,2,0,0,3,0,0,0.095238095,0.142857143,0.238095238,1.142857143,0.80952381,2.333333333,20.29047619,11.61904762,0.19047619
2024-25,Jaden Schwartz,schwaja01,SEA,F,21,4,8,12,41,0.097560976,16,16,364.4666667,299,12,2,2,0,8,0,0,0.19047619,0.380952381,0.571428571,1.952380952,0.761904762,0.761904762,17.35555556,14.23809524,0.571428571
2024-25,Matty Beniers,beniema01,SEA,F,21,4,6,10,36,0.111111111,12,15,368.1166667,272,2,4,0,0,6,0,0,0.19047619,0.285714286,0.476190476,1.714285714,0.571428571,0.714285714,17.52936508,12.95238095,0.095238095
2024-25,Jordan Eberle,eberljo01,SEA,F,17,6,5,11,29,0.206896552,0,14,269.3166667,187,6,5,1,0,4,1,0,0.352941176,0.294117647,0.647058824,1.705882353,0,0.823529412,15.84215686,11,0.352941176
2024-25,Andre Burakovsky,burakan01,SEA,F,21,0,8,8,28,0,7,10,302.8333333,221,4,0,0,0,6,2,0,0,0.380952381,0.380952381,1.333333333,0.333333333,0.476190476,14.42063492,10.52380952,0.19047619
2024-25,Jared McCann,mccanja01,SEA,F,21,9,12,21,51,0.176470588,8,14,363.6333333,307,2,7,2,0,10,2,0,0.428571429,0.571428571,1,2.428571429,0.380952381,0.666666667,17.31587302,14.61904762,0.095238095
2024-25,Brandon Tanev,tanevbr01,SEA,F,21,5,3,8,36,0.138888889,44,31,302.5833333,173,4,5,0,0,3,0,0,0.238095238,0.142857143,0.380952381,1.714285714,2.095238095,1.476190476,14.40873016,8.238095238,0.19047619
2024-25,Chandler Stephenson,stephch02,SEA,F,21,1,12,13,20,0.05,6,8,421.25,287,4,1,0,0,7,5,0,0.047619048,0.571428571,0.619047619,0.952380952,0.285714286,0.380952381,20.05952381,13.66666667,0.19047619
2024-25,Shane Wright,wrighsh01,SEA,F,18,1,1,2,12,0.083333333,8,9,223.5833333,142,6,1,0,0,1,0,0,0.055555556,0.055555556,0.111111111,0.666666667,0.444444444,0.5,12.4212963,7.888888889,0.333333333
2024-25,Jordan Kyrou,kyroujo01,STL,F,22,6,12,18,63,0.095238095,19,8,401.3166667,324,4,5,1,0,10,2,0,0.272727273,0.545454545,0.818181818,2.863636364,0.863636364,0.363636364,18.24166667,14.72727273,0.181818182
2024-25,Philip Broberg,brobeph01,STL,D,12,2,7,9,11,0.181818182,10,12,234.85,117,6,2,0,0,6,1,0,0.166666667,0.583333333,0.75,0.916666667,0.833333333,1,19.57083333,9.75,0.5
2024-25,Alexey Toropchenko,toropal01,STL,F,20,1,3,4,21,0.047619048,38,14,252.7166667,159,11,1,0,0,3,0,0,0.05,0.15,0.2,1.05,1.9,0.7,12.63583333,7.95,0.55
2024-25,Brayden Schenn,schenbr01,STL,F,22,3,6,9,50,0.06,44,22,397.9666667,306,13,2,1,0,6,0,0,0.136363636,0.272727273,0.409090909,2.272727273,2,1,18.08939394,13.90909091,0.590909091
2024-25,Nathan Walker,walkena01,STL,F,17,3,2,5,21,0.142857143,60,13,200.4666667,134,6,3,0,0,2,0,0,0.176470588,0.117647059,0.294117647,1.235294118,3.529411765,0.764705882,11.79215686,7.882352941,0.352941176
2024-25,Radek Faksa,faksara01,STL,F,22,2,3,5,22,0.090909091,39,11,287.5,179,10,2,0,0,3,0,0,0.090909091,0.136363636,0.227272727,1,1.772727273,0.5,13.06818182,8.136363636,0.454545455
2024-25,Colton Parayko,parayco01,STL,D,22,4,7,11,42,0.095238095,37,57,546.1666667,310,4,4,0,0,6,0,0,0.181818182,0.318181818,0.5,1.909090909,1.681818182,2.590909091,24.82575758,14.09090909,0.181818182
2024-25,Pavel Buchnevich,buchnpa01,STL,F,22,5,8,13,39,0.128205128,11,12,418.1166667,307,7,4,1,0,5,3,0,0.227272727,0.363636364,0.590909091,1.772727273,0.5,0.545454545,19.00530303,13.95454545,0.318181818
2024-25,Nick Leddy,leddyni01,STL,D,4,0,0,0,4,0,0,5,88.61666667,11,0,0,0,0,0,0,0,0,0,0,1,0,1.25,22.15416667,2.75,0
2024-25,Ryan Suter,suterry01,STL,D,22,1,3,4,23,0.043478261,15,29,501.5333333,298,14,1,0,0,3,0,0,0.045454545,0.136363636,0.181818182,1.045454545,0.681818182,1.318181818,22.7969697,13.54545455,0.636363636
2024-25,Mathieu Joseph,josepma01,STL,F,15,2,2,4,19,0.105263158,24,6,183.8166667,107,6,2,0,0,2,0,0,0.133333333,0.133333333,0.266666667,1.266666667,1.6,0.4,12.25444444,7.133333333,0.4
2024-25,Jake Neighbours,neighja01,STL,F,22,7,3,10,41,0.170731707,55,12,367.4333333,262,16,4,2,0,3,0,0,0.318181818,0.136363636,0.454545455,1.863636364,2.5,0.545454545,16.70151515,11.90909091,0.727272727
2024-25,Robert Thomas,thomaro01,STL,F,10,1,8,9,19,0.052631579,1,11,209.5833333,99,4,1,0,0,5,3,0,0.1,0.8,0.9,1.9,0.1,1.1,20.95833333,9.9,0.4
2024-25,Dylan Holloway,hollody01,STL,F,22,4,4,8,44,0.090909091,40,14,335.4166667,249,2,2,2,0,3,1,0,0.181818182,0.181818182,0.363636364,2,1.818181818,0.636363636,15.24621212,11.31818182,0.090909091
2024-25,Alexandre Texier,texieal01,STL,F,12,1,2,3,20,0.05,7,5,158.3,122,2,1,0,0,1,1,0,0.083333333,0.166666667,0.25,1.666666667,0.583333333,0.416666667,13.19166667,10.16666667,0.166666667
2024-25,Matthew Kessel,kessema01,STL,D,18,0,2,2,11,0,13,12,227.7166667,142,6,0,0,0,2,0,0,0,0.111111111,0.111111111,0.611111111,0.722222222,0.666666667,12.65092593,7.888888889,0.333333333
2024-25,Justin Faulk,faulkju01,STL,D,22,1,4,5,42,0.023809524,26,36,515.1833333,352,10,1,0,0,2,2,0,0.045454545,0.181818182,0.227272727,1.909090909,1.181818182,1.636363636,23.41742424,16,0.454545455
2024-25,Kasperi Kapanen,kapanka01,EDM,F,12,1,1,2,13,0.076923077,21,1,136.85,65,2,1,0,0,1,0,0,0.083333333,0.083333333,0.166666667,1.083333333,1.75,0.083333333,11.40416667,5.416666667,0.166666667
2024-25,Dylan Guenther,guentdy01,ARI,F,21,9,9,18,52,0.173076923,9,8,344.3666667,330,14,4,4,0,5,4,0,0.428571429,0.428571429,0.857142857,2.476190476,0.428571429,0.380952381,16.3984127,15.71428571,0.666666667
2024-25,Clayton Keller,kellecl01,ARI,F,21,6,13,19,50,0.12,5,6,397.1166667,335,8,5,1,0,9,4,0,0.285714286,0.619047619,0.904761905,2.380952381,0.238095238,0.285714286,18.91031746,15.95238095,0.380952381
2024-25,Barrett Hayton,haytoba01,ARI,F,21,5,3,8,36,0.138888889,6,14,327.8833333,281,0,4,1,0,2,1,0,0.238095238,0.142857143,0.380952381,1.714285714,0.285714286,0.666666667,15.61349206,13.38095238,0
2024-25,Lawson Crouse,crousla01,ARI,F,21,3,1,4,38,0.078947368,40,14,312.9333333,234,15,2,1,0,1,0,0,0.142857143,0.047619048,0.19047619,1.80952381,1.904761905,0.666666667,14.9015873,11.14285714,0.714285714
2024-25,Sean Durzi,durzise01,ARI,D,4,0,2,2,3,0,2,13,85.83333333,11,7,0,0,0,1,0,0,0,0.5,0.5,0.75,0.5,3.25,21.45833333,2.75,1.75
2024-25,Ian Cole,coleia01,ARI,D,21,1,6,7,19,0.052631579,30,53,428.6666667,244,25,1,0,0,6,0,0,0.047619048,0.285714286,0.333333333,0.904761905,1.428571429,2.523809524,20.41269841,11.61904762,1.19047619
2024-25,Mikhail Sergachev,sergami01,ARI,D,21,5,9,14,34,0.147058824,13,36,535.3,401,6,3,2,0,6,3,0,0.238095238,0.428571429,0.666666667,1.619047619,0.619047619,1.714285714,25.49047619,19.0952381,0.285714286
2024-25,Logan Cooley,coolelo01,ARI,F,21,4,12,16,43,0.093023256,17,6,336.4166667,279,10,3,1,0,9,2,0,0.19047619,0.571428571,0.761904762,2.047619048,0.80952381,0.285714286,16.01984127,13.28571429,0.476190476
2024-25,Michael Kesselring,kessemi01,ARI,D,21,3,8,11,39,0.076923077,31,19,403.0166667,309,19,3,0,0,7,1,0,0.142857143,0.380952381,0.523809524,1.857142857,1.476190476,0.904761905,19.19126984,14.71428571,0.904761905
