Season,Date,Game,GameID,Home,HomeID,G,Away,AwayID,GA
2023-24,1/27/2024,TBL vs NJD,202401270TBL,Tampa Bay Lightning,TBL,6,New Jersey Devils,NJD,3
2023-24,1/27/2024,VAN vs CBJ,202401270VAN,Vancouver Canucks,VAN,5,Columbus Blue Jackets,CBJ,4
2023-24,1/26/2024,NYR vs VEG,202401260NYR,New York Rangers,NYR,2,Vegas Golden Knights,VEG,5
2023-24,1/26/2024,SEA vs STL,202401260SEA,Seattle Kraken,SEA,3,St. Louis Blues,STL,4
2023-24,1/26/2024,PIT vs FLA,202401260PIT,Pittsburgh Penguins,PIT,2,Florida Panthers,FLA,2
2023-24,1/26/2024,COL vs LAK,202401260COL,Colorado Avalanche,COL,5,Los Angeles Kings,LAK,1
2023-24,1/25/2024,MIN vs NSH,202401250MIN,Minnesota Wild,MIN,2,Nashville Predators,NSH,3
2023-24,1/25/2024,CGY vs CBJ,202401250CGY,Calgary Flames,CGY,2,Columbus Blue Jackets,CBJ,5
2023-24,1/25/2024,OTT vs BOS,202401250OTT,Ottawa Senators,OTT,2,Boston Bruins,BOS,3
2023-24,1/25/2024,CAR vs NJD,202401250CAR,Carolina Hurricanes,CAR,3,New Jersey Devils,NJD,2
2023-24,1/25/2024,DET vs PHI,202401250DET,Detroit Red Wings,DET,3,Philadelphia Flyers,PHI,0
2023-24,1/25/2024,MTL vs NYI,202401250MTL,Montreal Canadiens,MTL,4,New York Islanders,NYI,3
2023-24,1/25/2024,DAL vs ANA,202401250DAL,Dallas Stars,DAL,4,Anaheim Ducks,ANA,3
2023-24,1/25/2024,EDM vs CHI,202401250EDM,Edmonton Oilers,EDM,3,Chicago Blackhawks,CHI,0
2023-24,1/25/2024,TBL vs ARI,202401250TBL,Tampa Bay Lightning,TBL,6,Arizona Coyotes,ARI,3
2023-24,1/24/2024,BOS vs CAR,202401240BOS,Boston Bruins,BOS,2,Carolina Hurricanes,CAR,3
2023-24,1/24/2024,LAK vs BUF,202401240LAK,Los Angeles Kings,LAK,3,Buffalo Sabres,BUF,5
2023-24,1/24/2024,VAN vs STL,202401240VAN,Vancouver Canucks,VAN,3,St. Louis Blues,STL,4
2023-24,1/24/2024,COL vs WSH,202401240COL,Colorado Avalanche,COL,6,Washington Capitals,WSH,2
2023-24,1/24/2024,TOR vs WPG,202401240TOR,Toronto Maple Leafs,TOR,1,Winnipeg Jets,WPG,0
2023-24,1/24/2024,FLA vs ARI,202401240FLA,Florida Panthers,FLA,6,Arizona Coyotes,ARI,2
2023-24,1/24/2024,SEA vs CHI,202401240SEA,Seattle Kraken,SEA,6,Chicago Blackhawks,CHI,2
2023-24,1/23/2024,CGY vs STL,202401230CGY,Calgary Flames,CGY,3,St. Louis Blues,STL,4
2023-24,1/23/2024,MTL vs OTT,202401230MTL,Montreal Canadiens,MTL,1,Ottawa Senators,OTT,4
2023-24,1/23/2024,NYI vs VEG,202401230NYI,New York Islanders,NYI,2,Vegas Golden Knights,VEG,3
2023-24,1/23/2024,PHI vs TBL,202401230PHI,Philadelphia Flyers,PHI,3,Tampa Bay Lightning,TBL,6
2023-24,1/23/2024,DET vs DAL,202401230DET,Detroit Red Wings,DET,4,Dallas Stars,DAL,5
2023-24,1/23/2024,ANA vs BUF,202401230ANA,Anaheim Ducks,ANA,4,Buffalo Sabres,BUF,2
2023-24,1/23/2024,MIN vs WSH,202401230MIN,Minnesota Wild,MIN,5,Washington Capitals,WSH,3
2023-24,1/23/2024,EDM vs CBJ,202401230EDM,Edmonton Oilers,EDM,4,Columbus Blue Jackets,CBJ,1
2023-24,1/23/2024,SJS vs NYR,202401230SJS,San Jose Sharks,SJS,3,New York Rangers,NYR,2
2023-24,1/22/2024,LAK vs SJS,202401220LAK,Los Angeles Kings,LAK,3,San Jose Sharks,SJS,3
2023-24,1/22/2024,NSH vs FLA,202401220NSH,Nashville Predators,NSH,1,Florida Panthers,FLA,4
2023-24,1/22/2024,ARI vs PIT,202401220ARI,Arizona Coyotes,ARI,5,Pittsburgh Penguins,PIT,2
2023-24,1/22/2024,BOS vs WPG,202401220BOS,Boston Bruins,BOS,4,Winnipeg Jets,WPG,1
2023-24,1/22/2024,NJD vs VEG,202401220NJD,New Jersey Devils,NJD,6,Vegas Golden Knights,VEG,5
2023-24,1/22/2024,VAN vs CHI,202401220VAN,Vancouver Canucks,VAN,2,Chicago Blackhawks,CHI,0
2023-24,1/21/2024,ANA vs NYR,202401210ANA,Anaheim Ducks,ANA,2,New York Rangers,NYR,5
2023-24,1/21/2024,CAR vs MIN,202401210CAR,Carolina Hurricanes,CAR,2,Minnesota Wild,MIN,5
2023-24,1/21/2024,SEA vs TOR,202401210SEA,Seattle Kraken,SEA,1,Toronto Maple Leafs,TOR,3
2023-24,1/21/2024,PHI vs OTT,202401210PHI,Philadelphia Flyers,PHI,3,Ottawa Senators,OTT,5
2023-24,1/21/2024,DET vs TBL,202401210DET,Detroit Red Wings,DET,2,Tampa Bay Lightning,TBL,1
2023-24,1/21/2024,NYI vs DAL,202401210NYI,New York Islanders,NYI,3,Dallas Stars,DAL,2
2023-24,1/20/2024,BUF vs TBL,202401200BUF,Buffalo Sabres,BUF,1,Tampa Bay Lightning,TBL,3
2023-24,1/20/2024,CGY vs EDM,202401200CGY,Calgary Flames,CGY,1,Edmonton Oilers,EDM,3
2023-24,1/20/2024,OTT vs WPG,202401200OTT,Ottawa Senators,OTT,1,Winnipeg Jets,WPG,2
2023-24,1/20/2024,NJD vs DAL,202401200NJD,New Jersey Devils,NJD,2,Dallas Stars,DAL,6
2023-24,1/20/2024,PHI vs COL,202401200PHI,Philadelphia Flyers,PHI,4,Colorado Avalanche,COL,7
2023-24,1/20/2024,ARI vs NSH,202401200ARI,Arizona Coyotes,ARI,3,Nashville Predators,NSH,2
2023-24,1/20/2024,BOS vs MTL,202401200BOS,Boston Bruins,BOS,9,Montreal Canadiens,MTL,4
2023-24,1/20/2024,LAK vs NYR,202401200LAK,Los Angeles Kings,LAK,2,New York Rangers,NYR,1
2023-24,1/20/2024,STL vs WSH,202401200STL,St. Louis Blues,STL,3,Washington Capitals,WSH,0
2023-24,1/20/2024,SJS vs ANA,202401200SJS,San Jose Sharks,SJS,5,Anaheim Ducks,ANA,3
2023-24,1/20/2024,VAN vs TOR,202401200VAN,Vancouver Canucks,VAN,6,Toronto Maple Leafs,TOR,4
2023-24,1/20/2024,VEG vs PIT,202401200VEG,Vegas Golden Knights,VEG,3,Pittsburgh Penguins,PIT,2
2023-24,1/19/2024,CBJ vs NJD,202401190CBJ,Columbus Blue Jackets,CBJ,1,New Jersey Devils,NJD,4
2023-24,1/19/2024,FLA vs MIN,202401190FLA,Florida Panthers,FLA,4,Minnesota Wild,MIN,6
2023-24,1/19/2024,CAR vs DET,202401190CAR,Carolina Hurricanes,CAR,4,Detroit Red Wings,DET,2
2023-24,1/19/2024,CHI vs NYI,202401190CHI,Chicago Blackhawks,CHI,4,New York Islanders,NYI,3
2023-24,1/18/2024,CGY vs TOR,202401180CGY,Calgary Flames,CGY,3,Toronto Maple Leafs,TOR,4
2023-24,1/18/2024,LAK vs NSH,202401180LAK,Los Angeles Kings,LAK,1,Nashville Predators,NSH,2
2023-24,1/18/2024,BOS vs COL,202401180BOS,Boston Bruins,BOS,5,Colorado Avalanche,COL,2
2023-24,1/18/2024,BUF vs CHI,202401180BUF,Buffalo Sabres,BUF,3,Chicago Blackhawks,CHI,0
2023-24,1/18/2024,EDM vs SEA,202401180EDM,Edmonton Oilers,EDM,4,Seattle Kraken,SEA,2
2023-24,1/18/2024,OTT vs MTL,202401180OTT,Ottawa Senators,OTT,6,Montreal Canadiens,MTL,2
2023-24,1/18/2024,PHI vs DAL,202401180PHI,Philadelphia Flyers,PHI,5,Dallas Stars,DAL,1
2023-24,1/18/2024,TBL vs MIN,202401180TBL,Tampa Bay Lightning,TBL,7,Minnesota Wild,MIN,3
2023-24,1/18/2024,VAN vs ARI,202401180VAN,Vancouver Canucks,VAN,2,Arizona Coyotes,ARI,1
2023-24,1/18/2024,VEG vs NYR,202401180VEG,Vegas Golden Knights,VEG,5,New York Rangers,NYR,1
2023-24,1/18/2024,WSH vs STL,202401180WSH,Washington Capitals,WSH,5,St. Louis Blues,STL,2
2023-24,1/17/2024,FLA vs DET,202401170FLA,Florida Panthers,FLA,2,Detroit Red Wings,DET,3
2023-24,1/17/2024,NJD vs MTL,202401170NJD,New Jersey Devils,NJD,2,Montreal Canadiens,MTL,3
2023-24,1/16/2024,OTT vs COL,202401160OTT,Ottawa Senators,OTT,4,Colorado Avalanche,COL,7
2023-24,1/16/2024,CHI vs SJS,202401160CHI,Chicago Blackhawks,CHI,1,San Jose Sharks,SJS,1
2023-24,1/16/2024,DAL vs LAK,202401160DAL,Dallas Stars,DAL,5,Los Angeles Kings,LAK,1
2023-24,1/16/2024,EDM vs TOR,202401160EDM,Edmonton Oilers,EDM,4,Toronto Maple Leafs,TOR,2
2023-24,1/16/2024,NYR vs SEA,202401160NYR,New York Rangers,NYR,5,Seattle Kraken,SEA,2
2023-24,1/16/2024,CGY vs ARI,202401160CGY,Calgary Flames,CGY,3,Arizona Coyotes,ARI,2
2023-24,1/16/2024,WPG vs NYI,202401160WPG,Winnipeg Jets,WPG,4,New York Islanders,NYI,2
2023-24,1/16/2024,WSH vs ANA,202401160WSH,Washington Capitals,WSH,2,Anaheim Ducks,ANA,0
2023-24,1/15/2024,CAR vs LAK,202401150CAR,Carolina Hurricanes,CAR,2,Los Angeles Kings,LAK,5
2023-24,1/15/2024,FLA vs ANA,202401150FLA,Florida Panthers,FLA,4,Anaheim Ducks,ANA,5
2023-24,1/15/2024,STL vs PHI,202401150STL,St. Louis Blues,STL,2,Philadelphia Flyers,PHI,4
2023-24,1/15/2024,BOS vs NJD,202401150BOS,Boston Bruins,BOS,3,New Jersey Devils,NJD,0
2023-24,1/15/2024,BUF vs SJS,202401150BUF,Buffalo Sabres,BUF,3,San Jose Sharks,SJS,0
2023-24,1/15/2024,CBJ vs VAN,202401150CBJ,Columbus Blue Jackets,CBJ,3,Vancouver Canucks,VAN,3
2023-24,1/15/2024,MIN vs NYI,202401150MIN,Minnesota Wild,MIN,5,New York Islanders,NYI,0
2023-24,1/15/2024,PIT vs SEA,202401150PIT,Pittsburgh Penguins,PIT,3,Seattle Kraken,SEA,0
2023-24,1/15/2024,MTL vs COL,202401150MTL,Montreal Canadiens,MTL,4,Colorado Avalanche,COL,3
2023-24,1/15/2024,VEG vs NSH,202401150VEG,Vegas Golden Knights,VEG,4,Nashville Predators,NSH,1
2023-24,1/14/2024,TOR vs DET,202401140TOR,Toronto Maple Leafs,TOR,2,Detroit Red Wings,DET,4
2023-24,1/14/2024,NYR vs WSH,202401140NYR,New York Rangers,NYR,2,Washington Capitals,WSH,1
2023-24,1/13/2024,BUF vs VAN,202401130BUF,Buffalo Sabres,BUF,0,Vancouver Canucks,VAN,1
2023-24,1/13/2024,CBJ vs SEA,202401130CBJ,Columbus Blue Jackets,CBJ,4,Seattle Kraken,SEA,7
2023-24,1/13/2024,CHI vs DAL,202401130CHI,Chicago Blackhawks,CHI,1,Dallas Stars,DAL,3
2023-24,1/13/2024,FLA vs NJD,202401130FLA,Florida Panthers,FLA,1,New Jersey Devils,NJD,4
2023-24,1/13/2024,MIN vs ARI,202401130MIN,Minnesota Wild,MIN,0,Arizona Coyotes,ARI,6
2023-24,1/13/2024,MTL vs EDM,202401130MTL,Montreal Canadiens,MTL,1,Edmonton Oilers,EDM,2
2023-24,1/13/2024,STL vs BOS,202401130STL,St. Louis Blues,STL,3,Boston Bruins,BOS,4
2023-24,1/13/2024,TOR vs COL,202401130TOR,Toronto Maple Leafs,TOR,3,Colorado Avalanche,COL,5
2023-24,1/13/2024,VEG vs CGY,202401130VEG,Vegas Golden Knights,VEG,1,Calgary Flames,CGY,3
2023-24,1/13/2024,WPG vs PHI,202401130WPG,Winnipeg Jets,WPG,0,Philadelphia Flyers,PHI,2
2023-24,1/13/2024,CAR vs PIT,202401130CAR,Carolina Hurricanes,CAR,3,Pittsburgh Penguins,PIT,2
2023-24,1/13/2024,DET vs LAK,202401130DET,Detroit Red Wings,DET,5,Los Angeles Kings,LAK,3
2023-24,1/13/2024,NSH vs NYI,202401130NSH,Nashville Predators,NSH,3,New York Islanders,NYI,1
2023-24,1/13/2024,OTT vs SJS,202401130OTT,Ottawa Senators,OTT,5,San Jose Sharks,SJS,4
2023-24,1/13/2024,TBL vs ANA,202401130TBL,Tampa Bay Lightning,TBL,5,Anaheim Ducks,ANA,1
2023-24,1/13/2024,WSH vs NYR,202401130WSH,Washington Capitals,WSH,3,New York Rangers,NYR,2
2023-24,1/12/2024,DAL vs NSH,202401120DAL,Dallas Stars,DAL,3,Nashville Predators,NSH,6
2023-24,1/12/2024,MIN vs PHI,202401120MIN,Minnesota Wild,MIN,3,Philadelphia Flyers,PHI,4
2023-24,1/11/2024,ARI vs CGY,202401110ARI,Arizona Coyotes,ARI,2,Calgary Flames,CGY,6
2023-24,1/11/2024,DET vs EDM,202401110DET,Detroit Red Wings,DET,2,Edmonton Oilers,EDM,3
2023-24,1/11/2024,MTL vs SJS,202401110MTL,Montreal Canadiens,MTL,2,San Jose Sharks,SJS,3
2023-24,1/11/2024,PIT vs VAN,202401110PIT,Pittsburgh Penguins,PIT,3,Vancouver Canucks,VAN,4
2023-24,1/11/2024,WSH vs SEA,202401110WSH,Washington Capitals,WSH,1,Seattle Kraken,SEA,4
2023-24,1/11/2024,BUF vs OTT,202401110BUF,Buffalo Sabres,BUF,5,Ottawa Senators,OTT,3
2023-24,1/11/2024,FLA vs LAK,202401110FLA,Florida Panthers,FLA,3,Los Angeles Kings,LAK,2
2023-24,1/11/2024,NYI vs TOR,202401110NYI,New York Islanders,NYI,4,Toronto Maple Leafs,TOR,3
2023-24,1/11/2024,CAR vs ANA,202401110CAR,Carolina Hurricanes,CAR,6,Anaheim Ducks,ANA,3
2023-24,1/11/2024,STL vs NYR,202401110STL,St. Louis Blues,STL,5,New York Rangers,NYR,2
2023-24,1/11/2024,TBL vs NJD,202401110TBL,Tampa Bay Lightning,TBL,4,New Jersey Devils,NJD,3
2023-24,1/11/2024,VEG vs BOS,202401110VEG,Vegas Golden Knights,VEG,2,Boston Bruins,BOS,1
2023-24,1/11/2024,WPG vs CHI,202401110WPG,Winnipeg Jets,WPG,2,Chicago Blackhawks,CHI,1
2023-24,1/10/2024,COL vs VEG,202401100COL,Colorado Avalanche,COL,3,Vegas Golden Knights,VEG,0
2023-24,1/10/2024,DAL vs MIN,202401100DAL,Dallas Stars,DAL,7,Minnesota Wild,MIN,2
2023-24,1/10/2024,PHI vs MTL,202401100PHI,Philadelphia Flyers,PHI,2,Montreal Canadiens,MTL,2
2023-24,1/9/2024,BUF vs SEA,202401090BUF,Buffalo Sabres,BUF,2,Seattle Kraken,SEA,5
2023-24,1/9/2024,CHI vs EDM,202401090CHI,Chicago Blackhawks,CHI,1,Edmonton Oilers,EDM,2
2023-24,1/9/2024,NYI vs VAN,202401090NYI,New York Islanders,NYI,2,Vancouver Canucks,VAN,5
2023-24,1/9/2024,NSH vs ANA,202401090NSH,Nashville Predators,NSH,3,Anaheim Ducks,ANA,5
2023-24,1/9/2024,STL vs FLA,202401090STL,St. Louis Blues,STL,1,Florida Panthers,FLA,5
2023-24,1/9/2024,ARI vs BOS,202401090ARI,Arizona Coyotes,ARI,4,Boston Bruins,BOS,3
2023-24,1/9/2024,CGY vs OTT,202401090CGY,Calgary Flames,CGY,6,Ottawa Senators,OTT,3
2023-24,1/9/2024,TBL vs LAK,202401090TBL,Tampa Bay Lightning,TBL,3,Los Angeles Kings,LAK,2
2023-24,1/9/2024,TOR vs SJS,202401090TOR,Toronto Maple Leafs,TOR,7,San Jose Sharks,SJS,1
2023-24,1/9/2024,WPG vs CBJ,202401090WPG,Winnipeg Jets,WPG,5,Columbus Blue Jackets,CBJ,0
2023-24,1/8/2024,NYR vs VAN,202401080NYR,New York Rangers,NYR,3,Vancouver Canucks,VAN,6
2023-24,1/8/2024,PHI vs PIT,202401080PHI,Philadelphia Flyers,PHI,1,Pittsburgh Penguins,PIT,4
2023-24,1/8/2024,MIN vs DAL,202401080MIN,Minnesota Wild,MIN,0,Dallas Stars,DAL,4
2023-24,1/8/2024,COL vs BOS,202401080COL,Colorado Avalanche,COL,3,Boston Bruins,BOS,3
2023-24,1/7/2024,ANA vs DET,202401070ANA,Anaheim Ducks,ANA,2,Detroit Red Wings,DET,3
2023-24,1/7/2024,ARI vs WPG,202401070ARI,Arizona Coyotes,ARI,2,Winnipeg Jets,WPG,6
2023-24,1/7/2024,CHI vs CGY,202401070CHI,Chicago Blackhawks,CHI,4,Calgary Flames,CGY,3
2023-24,1/7/2024,WSH vs LAK,202401070WSH,Washington Capitals,WSH,4,Los Angeles Kings,LAK,3
2023-24,1/6/2024,CAR vs STL,202401060CAR,Carolina Hurricanes,CAR,1,St. Louis Blues,STL,1
2023-24,1/6/2024,CBJ vs MIN,202401060CBJ,Columbus Blue Jackets,CBJ,3,Minnesota Wild,MIN,4
2023-24,1/6/2024,COL vs FLA,202401060COL,Colorado Avalanche,COL,4,Florida Panthers,FLA,8
2023-24,1/6/2024,DAL vs NSH,202401060DAL,Dallas Stars,DAL,3,Nashville Predators,NSH,4
2023-24,1/6/2024,NJD vs VAN,202401060NJD,New Jersey Devils,NJD,4,Vancouver Canucks,VAN,6
2023-24,1/6/2024,SJS vs TOR,202401060SJS,San Jose Sharks,SJS,1,Toronto Maple Leafs,TOR,4
2023-24,1/6/2024,PIT vs BUF,202401060PIT,Pittsburgh Penguins,PIT,1,Buffalo Sabres,BUF,3
2023-24,1/6/2024,BOS vs TBL,202401060BOS,Boston Bruins,BOS,7,Tampa Bay Lightning,TBL,3
2023-24,1/6/2024,EDM vs OTT,202401060EDM,Edmonton Oilers,EDM,3,Ottawa Senators,OTT,1
2023-24,1/6/2024,MTL vs NYR,202401060MTL,Montreal Canadiens,MTL,3,New York Rangers,NYR,3
2023-24,1/6/2024,PHI vs CGY,202401060PHI,Philadelphia Flyers,PHI,3,Calgary Flames,CGY,2
2023-24,1/6/2024,VEG vs NYI,202401060VEG,Vegas Golden Knights,VEG,5,New York Islanders,NYI,2
2023-24,1/5/2024,ANA vs WPG,202401050ANA,Anaheim Ducks,ANA,1,Winnipeg Jets,WPG,3
2023-24,1/5/2024,WSH vs CAR,202401050WSH,Washington Capitals,WSH,2,Carolina Hurricanes,CAR,6
2023-24,1/5/2024,NJD vs CHI,202401050NJD,New Jersey Devils,NJD,4,Chicago Blackhawks,CHI,2
2023-24,1/4/2024,ARI vs NYI,202401040ARI,Arizona Coyotes,ARI,1,New York Islanders,NYI,5
2023-24,1/4/2024,BOS vs PIT,202401040BOS,Boston Bruins,BOS,5,Pittsburgh Penguins,PIT,6
2023-24,1/4/2024,MIN vs TBL,202401040MIN,Minnesota Wild,MIN,1,Tampa Bay Lightning,TBL,4
2023-24,1/4/2024,SJS vs WPG,202401040SJS,San Jose Sharks,SJS,1,Winnipeg Jets,WPG,2
2023-24,1/4/2024,DAL vs COL,202401040DAL,Dallas Stars,DAL,4,Colorado Avalanche,COL,5
2023-24,1/4/2024,LAK vs DET,202401040LAK,Los Angeles Kings,LAK,3,Detroit Red Wings,DET,3
2023-24,1/4/2024,MTL vs BUF,202401040MTL,Montreal Canadiens,MTL,1,Buffalo Sabres,BUF,6
2023-24,1/4/2024,NSH vs CGY,202401040NSH,Nashville Predators,NSH,3,Calgary Flames,CGY,6
2023-24,1/4/2024,PHI vs CBJ,202401040PHI,Philadelphia Flyers,PHI,2,Columbus Blue Jackets,CBJ,2
2023-24,1/4/2024,VEG vs FLA,202401040VEG,Vegas Golden Knights,VEG,1,Florida Panthers,FLA,4
2023-24,1/4/2024,STL vs VAN,202401040STL,St. Louis Blues,STL,2,Vancouver Canucks,VAN,1
2023-24,1/4/2024,NYR vs CHI,202401040NYR,New York Rangers,NYR,4,Chicago Blackhawks,CHI,1
2023-24,1/4/2024,SEA vs OTT,202401040SEA,Seattle Kraken,SEA,4,Ottawa Senators,OTT,1
2023-24,1/3/2024,ANA vs TOR,202401030ANA,Anaheim Ducks,ANA,1,Toronto Maple Leafs,TOR,2
2023-24,1/3/2024,WSH vs NJD,202401030WSH,Washington Capitals,WSH,3,New Jersey Devils,NJD,6
2023-24,1/2/2024,ARI vs FLA,202401020ARI,Arizona Coyotes,ARI,1,Florida Panthers,FLA,4
2023-24,1/2/2024,DAL vs MTL,202401020DAL,Dallas Stars,DAL,3,Montreal Canadiens,MTL,4
2023-24,1/2/2024,LAK vs TOR,202401020LAK,Los Angeles Kings,LAK,0,Toronto Maple Leafs,TOR,3
2023-24,1/2/2024,PIT vs WSH,202401020PIT,Pittsburgh Penguins,PIT,3,Washington Capitals,WSH,4
2023-24,1/2/2024,CBJ vs BOS,202401020CBJ,Columbus Blue Jackets,CBJ,1,Boston Bruins,BOS,4
2023-24,1/2/2024,MIN vs CGY,202401020MIN,Minnesota Wild,MIN,1,Calgary Flames,CGY,3
2023-24,1/2/2024,NYR vs CAR,202401020NYR,New York Rangers,NYR,1,Carolina Hurricanes,CAR,6
2023-24,1/2/2024,SJS vs DET,202401020SJS,San Jose Sharks,SJS,3,Detroit Red Wings,DET,5
2023-24,1/2/2024,COL vs NYI,202401020COL,Colorado Avalanche,COL,5,New York Islanders,NYI,4
2023-24,1/2/2024,EDM vs PHI,202401020EDM,Edmonton Oilers,EDM,5,Philadelphia Flyers,PHI,2
2023-24,1/2/2024,NSH vs CHI,202401020NSH,Nashville Predators,NSH,3,Chicago Blackhawks,CHI,0
2023-24,1/2/2024,VAN vs OTT,202401020VAN,Vancouver Canucks,VAN,6,Ottawa Senators,OTT,3
2023-24,1/2/2024,WPG vs TBL,202401020WPG,Winnipeg Jets,WPG,4,Tampa Bay Lightning,TBL,2
2023-24,1/1/2024,SEA vs VEG,202401010SEA,Seattle Kraken,SEA,3,Vegas Golden Knights,VEG,0
2023-24,12/31/2023,ANA vs EDM,202312310ANA,Anaheim Ducks,ANA,2,Edmonton Oilers,EDM,7
2023-24,12/31/2023,MIN vs WPG,202312310MIN,Minnesota Wild,MIN,2,Winnipeg Jets,WPG,3
2023-24,12/31/2023,DET vs BOS,202312310DET,Detroit Red Wings,DET,3,Boston Bruins,BOS,5
2023-24,12/31/2023,CGY vs PHI,202312310CGY,Calgary Flames,CGY,4,Philadelphia Flyers,PHI,3
2023-24,12/31/2023,COL vs SJS,202312310COL,Colorado Avalanche,COL,3,San Jose Sharks,SJS,1
2023-24,12/31/2023,DAL vs CHI,202312310DAL,Dallas Stars,DAL,8,Chicago Blackhawks,CHI,1
2023-24,12/31/2023,OTT vs BUF,202312310OTT,Ottawa Senators,OTT,5,Buffalo Sabres,BUF,1
2023-24,12/31/2023,PIT vs NYI,202312310PIT,Pittsburgh Penguins,PIT,3,New York Islanders,NYI,1
2023-24,12/31/2023,TBL vs MTL,202312310TBL,Tampa Bay Lightning,TBL,4,Montreal Canadiens,MTL,3
2023-24,12/30/2023,LAK vs EDM,202312300LAK,Los Angeles Kings,LAK,2,Edmonton Oilers,EDM,2
2023-24,12/30/2023,TBL vs NYR,202312300TBL,Tampa Bay Lightning,TBL,1,New York Rangers,NYR,5
2023-24,12/30/2023,TOR vs CAR,202312300TOR,Toronto Maple Leafs,TOR,2,Carolina Hurricanes,CAR,3
2023-24,12/30/2023,WSH vs NSH,202312300WSH,Washington Capitals,WSH,2,Nashville Predators,NSH,2
2023-24,12/30/2023,BOS vs NJD,202312300BOS,Boston Bruins,BOS,5,New Jersey Devils,NJD,2
2023-24,12/30/2023,BUF vs CBJ,202312300BUF,Buffalo Sabres,BUF,3,Columbus Blue Jackets,CBJ,2
2023-24,12/30/2023,FLA vs MTL,202312300FLA,Florida Panthers,FLA,4,Montreal Canadiens,MTL,1
2023-24,12/30/2023,PIT vs STL,202312300PIT,Pittsburgh Penguins,PIT,4,St. Louis Blues,STL,2
2023-24,12/30/2023,WPG vs MIN,202312300WPG,Winnipeg Jets,WPG,4,Minnesota Wild,MIN,2
2023-24,12/29/2023,ANA vs ARI,202312290ANA,Anaheim Ducks,ANA,0,Arizona Coyotes,ARI,2
2023-24,12/29/2023,OTT vs NJD,202312290OTT,Ottawa Senators,OTT,2,New Jersey Devils,NJD,6
2023-24,12/29/2023,STL vs COL,202312290STL,St. Louis Blues,STL,1,Colorado Avalanche,COL,2
2023-24,12/29/2023,CBJ vs TOR,202312290CBJ,Columbus Blue Jackets,CBJ,6,Toronto Maple Leafs,TOR,5
2023-24,12/29/2023,DET vs NSH,202312290DET,Detroit Red Wings,DET,5,Nashville Predators,NSH,4
2023-24,12/29/2023,FLA vs NYR,202312290FLA,Florida Panthers,FLA,4,New York Rangers,NYR,3
2023-24,12/29/2023,NYI vs WSH,202312290NYI,New York Islanders,NYI,5,Washington Capitals,WSH,1
2023-24,12/29/2023,DAL vs CHI,202312290DAL,Dallas Stars,DAL,5,Chicago Blackhawks,CHI,4
2023-24,12/29/2023,SEA vs PHI,202312290SEA,Seattle Kraken,SEA,2,Philadelphia Flyers,PHI,1
2023-24,12/28/2023,SJS vs EDM,202312280SJS,San Jose Sharks,SJS,0,Edmonton Oilers,EDM,5
2023-24,12/28/2023,VAN vs PHI,202312280VAN,Vancouver Canucks,VAN,1,Philadelphia Flyers,PHI,4
2023-24,12/28/2023,CAR vs MTL,202312280CAR,Carolina Hurricanes,CAR,5,Montreal Canadiens,MTL,3
2023-24,12/28/2023,VEG vs LAK,202312280VEG,Vegas Golden Knights,VEG,3,Los Angeles Kings,LAK,2
2023-24,12/27/2023,CGY vs SEA,202312270CGY,Calgary Flames,CGY,1,Seattle Kraken,SEA,2
2023-24,12/27/2023,NYI vs PIT,202312270NYI,New York Islanders,NYI,0,Pittsburgh Penguins,PIT,7
2023-24,12/27/2023,BUF vs BOS,202312270BUF,Buffalo Sabres,BUF,1,Boston Bruins,BOS,4
2023-24,12/27/2023,NSH vs CAR,202312270NSH,Nashville Predators,NSH,2,Carolina Hurricanes,CAR,5
2023-24,12/27/2023,TBL vs FLA,202312270TBL,Tampa Bay Lightning,TBL,2,Florida Panthers,FLA,3
2023-24,12/27/2023,TOR vs OTT,202312270TOR,Toronto Maple Leafs,TOR,2,Ottawa Senators,OTT,4
2023-24,12/27/2023,ANA vs VEG,202312270ANA,Anaheim Ducks,ANA,5,Vegas Golden Knights,VEG,2
2023-24,12/27/2023,ARI vs COL,202312270ARI,Arizona Coyotes,ARI,5,Colorado Avalanche,COL,4
2023-24,12/27/2023,CHI vs WPG,202312270CHI,Chicago Blackhawks,CHI,2,Winnipeg Jets,WPG,1
2023-24,12/27/2023,LAK vs SJS,202312270LAK,Los Angeles Kings,LAK,5,San Jose Sharks,SJS,1
2023-24,12/27/2023,NYR vs WSH,202312270NYR,New York Rangers,NYR,5,Washington Capitals,WSH,1
2023-24,12/27/2023,MIN vs DET,202312270MIN,Minnesota Wild,MIN,6,Detroit Red Wings,DET,3
2023-24,12/27/2023,NJD vs CBJ,202312270NJD,New Jersey Devils,NJD,4,Columbus Blue Jackets,CBJ,3
2023-24,12/27/2023,STL vs DAL,202312270STL,St. Louis Blues,STL,2,Dallas Stars,DAL,1
2023-24,12/23/2023,ANA vs SEA,202312230ANA,Anaheim Ducks,ANA,2,Seattle Kraken,SEA,3
2023-24,12/23/2023,CAR vs NYI,202312230CAR,Carolina Hurricanes,CAR,4,New York Islanders,NYI,5
2023-24,12/23/2023,CBJ vs TOR,202312230CBJ,Columbus Blue Jackets,CBJ,1,Toronto Maple Leafs,TOR,4
2023-24,12/23/2023,NSH vs DAL,202312230NSH,Nashville Predators,NSH,2,Dallas Stars,DAL,3
