Season,Date,Game,GameID,Home,HomeID,G,Away,AwayID,GA
2023-24,3/7/2024,CBJ vs EDM,202403070CBJ,Columbus Blue Jackets,CBJ,4,Edmonton Oilers,EDM,2
2023-24,3/7/2024,LAK vs OTT,202403070LAK,Los Angeles Kings,LAK,4,Ottawa Senators,OTT,3
2023-24,3/7/2024,NJD vs STL,202403070NJD,New Jersey Devils,NJD,4,St. Louis Blues,STL,1
2023-24,3/7/2024,NSH vs BUF,202403070NSH,Nashville Predators,NSH,4,Buffalo Sabres,BUF,2
2023-24,3/6/2024,ANA vs OTT,202403060ANA,Anaheim Ducks,ANA,2,Ottawa Senators,OTT,1
2023-24,3/6/2024,COL vs DET,202403060COL,Colorado Avalanche,COL,7,Detroit Red Wings,DET,2
2023-24,3/6/2024,TOR vs BUF,202403060TOR,Toronto Maple Leafs,TOR,2,Buffalo Sabres,BUF,1
2023-24,3/5/2024,ARI vs CHI,202403050ARI,Arizona Coyotes,ARI,2,Chicago Blackhawks,CHI,5
2023-24,3/5/2024,BOS vs EDM,202403050BOS,Boston Bruins,BOS,1,Edmonton Oilers,EDM,2
2023-24,3/5/2024,LAK vs VAN,202403050LAK,Los Angeles Kings,LAK,1,Vancouver Canucks,VAN,2
2023-24,3/5/2024,NJD vs FLA,202403050NJD,New Jersey Devils,NJD,3,Florida Panthers,FLA,5
2023-24,3/5/2024,NSH vs MTL,202403050NSH,Nashville Predators,NSH,3,Montreal Canadiens,MTL,4
2023-24,3/5/2024,SJS vs DAL,202403050SJS,San Jose Sharks,SJS,6,Dallas Stars,DAL,7
2023-24,3/5/2024,WPG vs SEA,202403050WPG,Winnipeg Jets,WPG,3,Seattle Kraken,SEA,4
2023-24,3/5/2024,NYI vs STL,202403050NYI,New York Islanders,NYI,4,St. Louis Blues,STL,2
2023-24,3/5/2024,PIT vs CBJ,202403050PIT,Pittsburgh Penguins,PIT,5,Columbus Blue Jackets,CBJ,3
2023-24,3/4/2024,CGY vs SEA,202403040CGY,Calgary Flames,CGY,2,Seattle Kraken,SEA,4
2023-24,3/4/2024,PHI vs STL,202403040PHI,Philadelphia Flyers,PHI,1,St. Louis Blues,STL,1
2023-24,3/4/2024,NYR vs FLA,202403040NYR,New York Rangers,NYR,2,Florida Panthers,FLA,4
2023-24,3/4/2024,TOR vs BOS,202403040TOR,Toronto Maple Leafs,TOR,1,Boston Bruins,BOS,4
2023-24,3/4/2024,CBJ vs VEG,202403040CBJ,Columbus Blue Jackets,CBJ,6,Vegas Golden Knights,VEG,3
2023-24,3/4/2024,COL vs CHI,202403040COL,Colorado Avalanche,COL,5,Chicago Blackhawks,CHI,0
2023-24,3/3/2024,ANA vs VAN,202403030ANA,Anaheim Ducks,ANA,1,Vancouver Canucks,VAN,2
2023-24,3/3/2024,BUF vs WPG,202403030BUF,Buffalo Sabres,BUF,2,Winnipeg Jets,WPG,5
2023-24,3/3/2024,WSH vs ARI,202403030WSH,Washington Capitals,WSH,2,Arizona Coyotes,ARI,5
2023-24,3/3/2024,EDM vs PIT,202403030EDM,Edmonton Oilers,EDM,6,Pittsburgh Penguins,PIT,1
2023-24,3/3/2024,LAK vs NJD,202403030LAK,Los Angeles Kings,LAK,5,New Jersey Devils,NJD,1
2023-24,3/3/2024,MIN vs SJS,202403030MIN,Minnesota Wild,MIN,4,San Jose Sharks,SJS,3
2023-24,3/2/2024,CAR vs WPG,202403020CAR,Carolina Hurricanes,CAR,3,Winnipeg Jets,WPG,5
2023-24,3/2/2024,DET vs FLA,202403020DET,Detroit Red Wings,DET,0,Florida Panthers,FLA,4
2023-24,3/2/2024,CHI vs CBJ,202403020CHI,Chicago Blackhawks,CHI,2,Columbus Blue Jackets,CBJ,5
2023-24,3/2/2024,SEA vs EDM,202403020SEA,Seattle Kraken,SEA,1,Edmonton Oilers,EDM,2
2023-24,3/2/2024,BUF vs VEG,202403020BUF,Buffalo Sabres,BUF,7,Vegas Golden Knights,VEG,2
2023-24,3/2/2024,CGY vs PIT,202403020CGY,Calgary Flames,CGY,4,Pittsburgh Penguins,PIT,3
2023-24,3/2/2024,DAL vs SJS,202403020DAL,Dallas Stars,DAL,2,San Jose Sharks,SJS,2
2023-24,3/2/2024,NSH vs COL,202403020NSH,Nashville Predators,NSH,5,Colorado Avalanche,COL,1
2023-24,3/2/2024,NYI vs BOS,202403020NYI,New York Islanders,NYI,5,Boston Bruins,BOS,1
2023-24,3/2/2024,PHI vs OTT,202403020PHI,Philadelphia Flyers,PHI,4,Ottawa Senators,OTT,2
2023-24,3/2/2024,STL vs MIN,202403020STL,St. Louis Blues,STL,3,Minnesota Wild,MIN,1
2023-24,3/2/2024,TBL vs MTL,202403020TBL,Tampa Bay Lightning,TBL,3,Montreal Canadiens,MTL,3
2023-24,3/2/2024,TOR vs NYR,202403020TOR,Toronto Maple Leafs,TOR,3,New York Rangers,NYR,3
2023-24,3/1/2024,OTT vs ARI,202403010OTT,Ottawa Senators,OTT,3,Arizona Coyotes,ARI,5
2023-24,3/1/2024,ANA vs NJD,202403010ANA,Anaheim Ducks,ANA,4,New Jersey Devils,NJD,3
2023-24,3/1/2024,WSH vs PHI,202403010WSH,Washington Capitals,WSH,5,Philadelphia Flyers,PHI,2
2023-24,2/29/2024,CHI vs COL,202402290CHI,Chicago Blackhawks,CHI,0,Colorado Avalanche,COL,5
2023-24,2/29/2024,DET vs NYI,202402290DET,Detroit Red Wings,DET,3,New York Islanders,NYI,5
2023-24,2/29/2024,CBJ vs CAR,202402290CBJ,Columbus Blue Jackets,CBJ,2,Carolina Hurricanes,CAR,4
2023-24,2/29/2024,SJS vs ANA,202402290SJS,San Jose Sharks,SJS,4,Anaheim Ducks,ANA,6
2023-24,2/29/2024,TBL vs BUF,202402290TBL,Tampa Bay Lightning,TBL,2,Buffalo Sabres,BUF,3
2023-24,2/29/2024,VAN vs LAK,202402290VAN,Vancouver Canucks,VAN,1,Los Angeles Kings,LAK,5
2023-24,2/29/2024,BOS vs VEG,202402290BOS,Boston Bruins,BOS,5,Vegas Golden Knights,VEG,4
2023-24,2/29/2024,DAL vs WPG,202402290DAL,Dallas Stars,DAL,4,Winnipeg Jets,WPG,1
2023-24,2/29/2024,FLA vs MTL,202402290FLA,Florida Panthers,FLA,3,Montreal Canadiens,MTL,3
2023-24,2/29/2024,NSH vs MIN,202402290NSH,Nashville Predators,NSH,6,Minnesota Wild,MIN,1
2023-24,2/29/2024,SEA vs PIT,202402290SEA,Seattle Kraken,SEA,2,Pittsburgh Penguins,PIT,0
2023-24,2/29/2024,TOR vs ARI,202402290TOR,Toronto Maple Leafs,TOR,4,Arizona Coyotes,ARI,2
2023-24,2/28/2024,EDM vs STL,202402280EDM,Edmonton Oilers,EDM,3,St. Louis Blues,STL,2
2023-24,2/28/2024,NYR vs CBJ,202402280NYR,New York Rangers,NYR,4,Columbus Blue Jackets,CBJ,1
2023-24,2/27/2024,TOR vs VEG,202402270TOR,Toronto Maple Leafs,TOR,2,Vegas Golden Knights,VEG,6
2023-24,2/27/2024,MIN vs CAR,202402270MIN,Minnesota Wild,MIN,2,Carolina Hurricanes,CAR,3
2023-24,2/27/2024,SJS vs NJD,202402270SJS,San Jose Sharks,SJS,2,New Jersey Devils,NJD,7
2023-24,2/27/2024,VAN vs PIT,202402270VAN,Vancouver Canucks,VAN,3,Pittsburgh Penguins,PIT,4
2023-24,2/27/2024,CGY vs LAK,202402270CGY,Calgary Flames,CGY,4,Los Angeles Kings,LAK,2
2023-24,2/27/2024,COL vs DAL,202402270COL,Colorado Avalanche,COL,5,Dallas Stars,DAL,1
2023-24,2/27/2024,DET vs WSH,202402270DET,Detroit Red Wings,DET,8,Washington Capitals,WSH,3
2023-24,2/27/2024,NSH vs OTT,202402270NSH,Nashville Predators,NSH,4,Ottawa Senators,OTT,1
2023-24,2/27/2024,PHI vs TBL,202402270PHI,Philadelphia Flyers,PHI,6,Tampa Bay Lightning,TBL,2
2023-24,2/27/2024,FLA vs BUF,202402270FLA,Florida Panthers,FLA,3,Buffalo Sabres,BUF,2
2023-24,2/27/2024,MTL vs ARI,202402270MTL,Montreal Canadiens,MTL,4,Arizona Coyotes,ARI,2
2023-24,2/27/2024,WPG vs STL,202402270WPG,Winnipeg Jets,WPG,4,St. Louis Blues,STL,2
2023-24,2/26/2024,DAL vs NYI,202402260DAL,Dallas Stars,DAL,2,New York Islanders,NYI,3
2023-24,2/26/2024,EDM vs LAK,202402260EDM,Edmonton Oilers,EDM,4,Los Angeles Kings,LAK,2
2023-24,2/26/2024,SEA vs BOS,202402260SEA,Seattle Kraken,SEA,3,Boston Bruins,BOS,3
2023-24,2/26/2024,WSH vs OTT,202402260WSH,Washington Capitals,WSH,6,Ottawa Senators,OTT,3
2023-24,2/25/2024,ANA vs NSH,202402250ANA,Anaheim Ducks,ANA,2,Nashville Predators,NSH,4
2023-24,2/25/2024,CHI vs DET,202402250CHI,Chicago Blackhawks,CHI,2,Detroit Red Wings,DET,3
2023-24,2/25/2024,NJD vs TBL,202402250NJD,New Jersey Devils,NJD,1,Tampa Bay Lightning,TBL,4
2023-24,2/25/2024,BUF vs CAR,202402250BUF,Buffalo Sabres,BUF,2,Carolina Hurricanes,CAR,2
2023-24,2/25/2024,CBJ vs NYR,202402250CBJ,Columbus Blue Jackets,CBJ,4,New York Rangers,NYR,2
2023-24,2/25/2024,PIT vs PHI,202402250PIT,Pittsburgh Penguins,PIT,7,Philadelphia Flyers,PHI,6
2023-24,2/25/2024,WPG vs ARI,202402250WPG,Winnipeg Jets,WPG,4,Arizona Coyotes,ARI,3
2023-24,2/24/2024,CAR vs DAL,202402240CAR,Carolina Hurricanes,CAR,1,Dallas Stars,DAL,2
2023-24,2/24/2024,COL vs TOR,202402240COL,Colorado Avalanche,COL,3,Toronto Maple Leafs,TOR,4
2023-24,2/24/2024,NYI vs TBL,202402240NYI,New York Islanders,NYI,2,Tampa Bay Lightning,TBL,4
2023-24,2/24/2024,EDM vs CGY,202402240EDM,Edmonton Oilers,EDM,3,Calgary Flames,CGY,6
2023-24,2/24/2024,PHI vs NYR,202402240PHI,Philadelphia Flyers,PHI,1,New York Rangers,NYR,2
2023-24,2/24/2024,SEA vs MIN,202402240SEA,Seattle Kraken,SEA,2,Minnesota Wild,MIN,5
2023-24,2/24/2024,SJS vs NSH,202402240SJS,San Jose Sharks,SJS,2,Nashville Predators,NSH,4
2023-24,2/24/2024,DET vs STL,202402240DET,Detroit Red Wings,DET,6,St. Louis Blues,STL,1
2023-24,2/24/2024,FLA vs WSH,202402240FLA,Florida Panthers,FLA,3,Washington Capitals,WSH,2
2023-24,2/24/2024,OTT vs VEG,202402240OTT,Ottawa Senators,OTT,3,Vegas Golden Knights,VEG,3
2023-24,2/24/2024,LAK vs ANA,202402240LAK,Los Angeles Kings,LAK,2,Anaheim Ducks,ANA,2
2023-24,2/24/2024,NJD vs MTL,202402240NJD,New Jersey Devils,NJD,4,Montreal Canadiens,MTL,3
2023-24,2/24/2024,VAN vs BOS,202402240VAN,Vancouver Canucks,VAN,3,Boston Bruins,BOS,2
2023-24,2/23/2024,CHI vs WPG,202402230CHI,Chicago Blackhawks,CHI,2,Winnipeg Jets,WPG,3
2023-24,2/23/2024,EDM vs MIN,202402230EDM,Edmonton Oilers,EDM,2,Minnesota Wild,MIN,4
2023-24,2/23/2024,CBJ vs BUF,202402230CBJ,Columbus Blue Jackets,CBJ,1,Buffalo Sabres,BUF,2
2023-24,2/22/2024,LAK vs NSH,202402220LAK,Los Angeles Kings,LAK,1,Nashville Predators,NSH,4
2023-24,2/22/2024,NJD vs NYR,202402220NJD,New Jersey Devils,NJD,1,New York Rangers,NYR,5
2023-24,2/22/2024,TBL vs WSH,202402220TBL,Tampa Bay Lightning,TBL,3,Washington Capitals,WSH,5
2023-24,2/22/2024,VEG vs TOR,202402220VEG,Vegas Golden Knights,VEG,3,Toronto Maple Leafs,TOR,7
2023-24,2/22/2024,CAR vs FLA,202402220CAR,Carolina Hurricanes,CAR,1,Florida Panthers,FLA,0
2023-24,2/22/2024,SEA vs VAN,202402220SEA,Seattle Kraken,SEA,5,Vancouver Canucks,VAN,2
2023-24,2/22/2024,CGY vs BOS,202402220CGY,Calgary Flames,CGY,3,Boston Bruins,BOS,2
2023-24,2/22/2024,DET vs COL,202402220DET,Detroit Red Wings,DET,2,Colorado Avalanche,COL,1
2023-24,2/22/2024,OTT vs DAL,202402220OTT,Ottawa Senators,OTT,4,Dallas Stars,DAL,1
2023-24,2/22/2024,PIT vs MTL,202402220PIT,Pittsburgh Penguins,PIT,4,Montreal Canadiens,MTL,1
2023-24,2/22/2024,STL vs NYI,202402220STL,St. Louis Blues,STL,4,New York Islanders,NYI,0
2023-24,2/21/2024,ANA vs CBJ,202402210ANA,Anaheim Ducks,ANA,4,Columbus Blue Jackets,CBJ,7
2023-24,2/21/2024,ARI vs TOR,202402210ARI,Arizona Coyotes,ARI,3,Toronto Maple Leafs,TOR,6
2023-24,2/21/2024,CHI vs PHI,202402210CHI,Chicago Blackhawks,CHI,1,Philadelphia Flyers,PHI,3
2023-24,2/21/2024,EDM vs BOS,202402210EDM,Edmonton Oilers,EDM,5,Boston Bruins,BOS,6
2023-24,2/21/2024,MTL vs BUF,202402210MTL,Montreal Canadiens,MTL,2,Buffalo Sabres,BUF,3
2023-24,2/20/2024,PIT vs NYI,202402200PIT,Pittsburgh Penguins,PIT,4,New York Islanders,NYI,5
2023-24,2/20/2024,VEG vs NSH,202402200VEG,Vegas Golden Knights,VEG,3,Nashville Predators,NSH,5
2023-24,2/20/2024,COL vs VAN,202402200COL,Colorado Avalanche,COL,3,Vancouver Canucks,VAN,1
2023-24,2/20/2024,FLA vs OTT,202402200FLA,Florida Panthers,FLA,3,Ottawa Senators,OTT,2
2023-24,2/20/2024,LAK vs CBJ,202402200LAK,Los Angeles Kings,LAK,5,Columbus Blue Jackets,CBJ,1
2023-24,2/20/2024,NYR vs DAL,202402200NYR,New York Rangers,NYR,3,Dallas Stars,DAL,1
2023-24,2/20/2024,WPG vs MIN,202402200WPG,Winnipeg Jets,WPG,6,Minnesota Wild,MIN,3
2023-24,2/20/2024,WSH vs NJD,202402200WSH,Washington Capitals,WSH,6,New Jersey Devils,NJD,2
2023-24,2/19/2024,ARI vs EDM,202402190ARI,Arizona Coyotes,ARI,3,Edmonton Oilers,EDM,6
2023-24,2/19/2024,SJS vs VEG,202402190SJS,San Jose Sharks,SJS,0,Vegas Golden Knights,VEG,4
2023-24,2/19/2024,STL vs TOR,202402190STL,St. Louis Blues,STL,2,Toronto Maple Leafs,TOR,4
2023-24,2/19/2024,BUF vs ANA,202402190BUF,Buffalo Sabres,BUF,3,Anaheim Ducks,ANA,4
2023-24,2/19/2024,SEA vs DET,202402190SEA,Seattle Kraken,SEA,3,Detroit Red Wings,DET,4
2023-24,2/19/2024,TBL vs OTT,202402190TBL,Tampa Bay Lightning,TBL,2,Ottawa Senators,OTT,4
2023-24,2/19/2024,BOS vs DAL,202402190BOS,Boston Bruins,BOS,3,Dallas Stars,DAL,3
2023-24,2/19/2024,CAR vs CHI,202402190CAR,Carolina Hurricanes,CAR,6,Chicago Blackhawks,CHI,3
2023-24,2/19/2024,CGY vs WPG,202402190CGY,Calgary Flames,CGY,6,Winnipeg Jets,WPG,3
2023-24,2/19/2024,MIN vs VAN,202402190MIN,Minnesota Wild,MIN,10,Vancouver Canucks,VAN,7
2023-24,2/18/2024,NYI vs NYR,202402180NYI,New York Islanders,NYI,5,New York Rangers,NYR,6
2023-24,2/18/2024,PIT vs LAK,202402180PIT,Pittsburgh Penguins,PIT,1,Los Angeles Kings,LAK,2
2023-24,2/18/2024,COL vs ARI,202402180COL,Colorado Avalanche,COL,4,Arizona Coyotes,ARI,3
2023-24,2/17/2024,BOS vs LAK,202402170BOS,Boston Bruins,BOS,4,Los Angeles Kings,LAK,5
2023-24,2/17/2024,CGY vs DET,202402170CGY,Calgary Flames,CGY,0,Detroit Red Wings,DET,5
2023-24,2/17/2024,DAL vs EDM,202402170DAL,Dallas Stars,DAL,3,Edmonton Oilers,EDM,4
2023-24,2/17/2024,MTL vs WSH,202402170MTL,Montreal Canadiens,MTL,3,Washington Capitals,WSH,4
2023-24,2/17/2024,VAN vs WPG,202402170VAN,Vancouver Canucks,VAN,2,Winnipeg Jets,WPG,4
2023-24,2/17/2024,MIN vs BUF,202402170MIN,Minnesota Wild,MIN,2,Buffalo Sabres,BUF,3
2023-24,2/17/2024,SJS vs CBJ,202402170SJS,San Jose Sharks,SJS,3,Columbus Blue Jackets,CBJ,4
2023-24,2/17/2024,STL vs NSH,202402170STL,St. Louis Blues,STL,2,Nashville Predators,NSH,5
2023-24,2/17/2024,TBL vs FLA,202402170TBL,Tampa Bay Lightning,TBL,2,Florida Panthers,FLA,9
2023-24,2/17/2024,VEG vs CAR,202402170VEG,Vegas Golden Knights,VEG,1,Carolina Hurricanes,CAR,3
2023-24,2/17/2024,CHI vs OTT,202402170CHI,Chicago Blackhawks,CHI,3,Ottawa Senators,OTT,2
2023-24,2/17/2024,NJD vs PHI,202402170NJD,New Jersey Devils,NJD,6,Philadelphia Flyers,PHI,3
2023-24,2/17/2024,TOR vs ANA,202402170TOR,Toronto Maple Leafs,TOR,9,Anaheim Ducks,ANA,2
2023-24,2/16/2024,ARI vs CAR,202402160ARI,Arizona Coyotes,ARI,1,Carolina Hurricanes,CAR,5
2023-24,2/15/2024,BOS vs SEA,202402150BOS,Boston Bruins,BOS,1,Seattle Kraken,SEA,4
2023-24,2/15/2024,BUF vs FLA,202402150BUF,Buffalo Sabres,BUF,0,Florida Panthers,FLA,4
2023-24,2/15/2024,CGY vs SJS,202402150CGY,Calgary Flames,CGY,3,San Jose Sharks,SJS,6
2023-24,2/15/2024,CHI vs PIT,202402150CHI,Chicago Blackhawks,CHI,1,Pittsburgh Penguins,PIT,4
2023-24,2/15/2024,NJD vs LAK,202402150NJD,New Jersey Devils,NJD,1,Los Angeles Kings,LAK,2
2023-24,2/15/2024,NSH vs DAL,202402150NSH,Nashville Predators,NSH,2,Dallas Stars,DAL,9
2023-24,2/15/2024,OTT vs ANA,202402150OTT,Ottawa Senators,OTT,1,Anaheim Ducks,ANA,5
2023-24,2/15/2024,NYR vs MTL,202402150NYR,New York Rangers,NYR,7,Montreal Canadiens,MTL,4
2023-24,2/15/2024,STL vs EDM,202402150STL,St. Louis Blues,STL,6,Edmonton Oilers,EDM,3
2023-24,2/15/2024,TBL vs COL,202402150TBL,Tampa Bay Lightning,TBL,6,Colorado Avalanche,COL,3
2023-24,2/15/2024,TOR vs PHI,202402150TOR,Toronto Maple Leafs,TOR,4,Philadelphia Flyers,PHI,3
2023-24,2/15/2024,VAN vs DET,202402150VAN,Vancouver Canucks,VAN,4,Detroit Red Wings,DET,1
2023-24,2/14/2024,ARI vs MIN,202402140ARI,Arizona Coyotes,ARI,1,Minnesota Wild,MIN,3
2023-24,2/14/2024,PIT vs FLA,202402140PIT,Pittsburgh Penguins,PIT,2,Florida Panthers,FLA,5
2023-24,2/14/2024,WPG vs SJS,202402140WPG,Winnipeg Jets,WPG,1,San Jose Sharks,SJS,0
2023-24,2/13/2024,BOS vs TBL,202402130BOS,Boston Bruins,BOS,2,Tampa Bay Lightning,TBL,2
2023-24,2/13/2024,CHI vs VAN,202402130CHI,Chicago Blackhawks,CHI,2,Vancouver Canucks,VAN,4
2023-24,2/13/2024,NYI vs SEA,202402130NYI,New York Islanders,NYI,1,Seattle Kraken,SEA,1
2023-24,2/13/2024,NSH vs NJD,202402130NSH,Nashville Predators,NSH,2,New Jersey Devils,NJD,4
2023-24,2/13/2024,WSH vs COL,202402130WSH,Washington Capitals,WSH,3,Colorado Avalanche,COL,6
2023-24,2/13/2024,BUF vs LAK,202402130BUF,Buffalo Sabres,BUF,7,Los Angeles Kings,LAK,0
2023-24,2/13/2024,DAL vs CAR,202402130DAL,Dallas Stars,DAL,4,Carolina Hurricanes,CAR,2
2023-24,2/13/2024,EDM vs DET,202402130EDM,Edmonton Oilers,EDM,8,Detroit Red Wings,DET,4
2023-24,2/13/2024,MTL vs ANA,202402130MTL,Montreal Canadiens,MTL,5,Anaheim Ducks,ANA,0
2023-24,2/13/2024,OTT vs CBJ,202402130OTT,Ottawa Senators,OTT,6,Columbus Blue Jackets,CBJ,3
2023-24,2/13/2024,TOR vs STL,202402130TOR,Toronto Maple Leafs,TOR,4,St. Louis Blues,STL,1
2023-24,2/12/2024,VEG vs MIN,202402120VEG,Vegas Golden Knights,VEG,3,Minnesota Wild,MIN,5
2023-24,2/12/2024,NJD vs SEA,202402120NJD,New Jersey Devils,NJD,3,Seattle Kraken,SEA,1
2023-24,2/12/2024,NYR vs CGY,202402120NYR,New York Rangers,NYR,2,Calgary Flames,CGY,0
2023-24,2/12/2024,PHI vs ARI,202402120PHI,Philadelphia Flyers,PHI,5,Arizona Coyotes,ARI,3
2023-24,2/11/2024,MTL vs STL,202402110MTL,Montreal Canadiens,MTL,2,St. Louis Blues,STL,7
2023-24,2/11/2024,WSH vs VAN,202402110WSH,Washington Capitals,WSH,2,Vancouver Canucks,VAN,3
2023-24,2/10/2024,BOS vs WSH,202402100BOS,Boston Bruins,BOS,0,Washington Capitals,WSH,3
2023-24,2/10/2024,BUF vs STL,202402100BUF,Buffalo Sabres,BUF,1,St. Louis Blues,STL,3
2023-24,2/10/2024,CBJ vs TBL,202402100CBJ,Columbus Blue Jackets,CBJ,2,Tampa Bay Lightning,TBL,4
2023-24,2/10/2024,MTL vs DAL,202402100MTL,Montreal Canadiens,MTL,2,Dallas Stars,DAL,3
2023-24,2/10/2024,NYI vs CGY,202402100NYI,New York Islanders,NYI,2,Calgary Flames,CGY,5
2023-24,2/10/2024,CAR vs NJD,202402100CAR,Carolina Hurricanes,CAR,1,New Jersey Devils,NJD,0
2023-24,2/10/2024,DET vs VAN,202402100DET,Detroit Red Wings,DET,4,Vancouver Canucks,VAN,3
2023-24,2/10/2024,OTT vs TOR,202402100OTT,Ottawa Senators,OTT,5,Toronto Maple Leafs,TOR,3
2023-24,2/10/2024,PHI vs SEA,202402100PHI,Philadelphia Flyers,PHI,3,Seattle Kraken,SEA,2
2023-24,2/10/2024,FLA vs COL,202402100FLA,Florida Panthers,FLA,4,Colorado Avalanche,COL,0
2023-24,2/10/2024,LAK vs EDM,202402100LAK,Los Angeles Kings,LAK,4,Edmonton Oilers,EDM,0
2023-24,2/10/2024,NSH vs ARI,202402100NSH,Nashville Predators,NSH,5,Arizona Coyotes,ARI,4
2023-24,2/10/2024,WPG vs PIT,202402100WPG,Winnipeg Jets,WPG,2,Pittsburgh Penguins,PIT,1
2023-24,2/9/2024,ANA vs EDM,202402090ANA,Anaheim Ducks,ANA,3,Edmonton Oilers,EDM,5
2023-24,2/9/2024,CHI vs NYR,202402090CHI,Chicago Blackhawks,CHI,3,New York Rangers,NYR,4
2023-24,2/9/2024,MIN vs PIT,202402090MIN,Minnesota Wild,MIN,3,Pittsburgh Penguins,PIT,2
2023-24,2/8/2024,ARI vs VEG,202402080ARI,Arizona Coyotes,ARI,2,Vegas Golden Knights,VEG,3
2023-24,2/8/2024,NJD vs CGY,202402080NJD,New Jersey Devils,NJD,3,Calgary Flames,CGY,5
2023-24,2/8/2024,BOS vs VAN,202402080BOS,Boston Bruins,BOS,4,Vancouver Canucks,VAN,0
2023-24,2/8/2024,CAR vs COL,202402080CAR,Carolina Hurricanes,CAR,5,Colorado Avalanche,COL,2
2023-24,2/8/2024,FLA vs WSH,202402080FLA,Florida Panthers,FLA,4,Washington Capitals,WSH,2
2023-24,2/8/2024,NYI vs TBL,202402080NYI,New York Islanders,NYI,6,Tampa Bay Lightning,TBL,2
2023-24,2/8/2024,PHI vs WPG,202402080PHI,Philadelphia Flyers,PHI,4,Winnipeg Jets,WPG,1
2023-24,2/7/2024,CHI vs MIN,202402070CHI,Chicago Blackhawks,CHI,1,Minnesota Wild,MIN,2
2023-24,2/7/2024,NYR vs TBL,202402070NYR,New York Rangers,NYR,3,Tampa Bay Lightning,TBL,1
2023-24,2/7/2024,TOR vs DAL,202402070TOR,Toronto Maple Leafs,TOR,5,Dallas Stars,DAL,4
2023-24,2/6/2024,BOS vs CGY,202402060BOS,Boston Bruins,BOS,1,Calgary Flames,CGY,4
2023-24,2/6/2024,BUF vs DAL,202402060BUF,Buffalo Sabres,BUF,1,Dallas Stars,DAL,2
2023-24,2/6/2024,CAR vs VAN,202402060CAR,Carolina Hurricanes,CAR,2,Vancouver Canucks,VAN,3
2023-24,2/6/2024,FLA vs PHI,202402060FLA,Florida Panthers,FLA,1,Philadelphia Flyers,PHI,2
2023-24,2/6/2024,WSH vs MTL,202402060WSH,Washington Capitals,WSH,2,Montreal Canadiens,MTL,5
2023-24,2/6/2024,PIT vs WPG,202402060PIT,Pittsburgh Penguins,PIT,3,Winnipeg Jets,WPG,0
2023-24,2/6/2024,NJD vs COL,202402060NJD,New Jersey Devils,NJD,5,Colorado Avalanche,COL,3
2023-24,2/6/2024,VEG vs EDM,202402060VEG,Vegas Golden Knights,VEG,3,Edmonton Oilers,EDM,1
2023-24,2/5/2024,TOR vs NYI,202402050TOR,Toronto Maple Leafs,TOR,2,New York Islanders,NYI,3
2023-24,2/5/2024,NYR vs COL,202402050NYR,New York Rangers,NYR,2,Colorado Avalanche,COL,1
2023-24,1/31/2024,DET vs OTT,202401310DET,Detroit Red Wings,DET,2,Ottawa Senators,OTT,3
2023-24,1/31/2024,NSH vs LAK,202401310NSH,Nashville Predators,NSH,2,Los Angeles Kings,LAK,4
2023-24,1/31/2024,ANA vs SJS,202401310ANA,Anaheim Ducks,ANA,3,San Jose Sharks,SJS,2
2023-24,1/30/2024,STL vs CBJ,202401300STL,St. Louis Blues,STL,0,Columbus Blue Jackets,CBJ,1
2023-24,1/30/2024,SJS vs SEA,202401300SJS,San Jose Sharks,SJS,2,Seattle Kraken,SEA,0
2023-24,1/29/2024,OTT vs NSH,202401290OTT,Ottawa Senators,OTT,4,Nashville Predators,NSH,3
2023-24,1/28/2024,SEA vs CBJ,202401280SEA,Seattle Kraken,SEA,4,Columbus Blue Jackets,CBJ,2
2023-24,1/28/2024,STL vs LAK,202401280STL,St. Louis Blues,STL,4,Los Angeles Kings,LAK,3
2023-24,1/27/2024,MIN vs ANA,202401270MIN,Minnesota Wild,MIN,2,Anaheim Ducks,ANA,3
2023-24,1/27/2024,NYI vs FLA,202401270NYI,New York Islanders,NYI,2,Florida Panthers,FLA,3
2023-24,1/27/2024,OTT vs NYR,202401270OTT,Ottawa Senators,OTT,2,New York Rangers,NYR,7
2023-24,1/27/2024,PHI vs BOS,202401270PHI,Philadelphia Flyers,PHI,2,Boston Bruins,BOS,6
2023-24,1/27/2024,SJS vs BUF,202401270SJS,San Jose Sharks,SJS,2,Buffalo Sabres,BUF,5
2023-24,1/27/2024,WPG vs TOR,202401270WPG,Winnipeg Jets,WPG,2,Toronto Maple Leafs,TOR,4
2023-24,1/27/2024,CGY vs CHI,202401270CGY,Calgary Flames,CGY,1,Chicago Blackhawks,CHI,0
2023-24,1/27/2024,DAL vs WSH,202401270DAL,Dallas Stars,DAL,5,Washington Capitals,WSH,4
2023-24,1/27/2024,DET vs VEG,202401270DET,Detroit Red Wings,DET,5,Vegas Golden Knights,VEG,2
2023-24,1/27/2024,EDM vs NSH,202401270EDM,Edmonton Oilers,EDM,4,Nashville Predators,NSH,1
2023-24,1/27/2024,CAR vs ARI,202401270CAR,Carolina Hurricanes,CAR,3,Arizona Coyotes,ARI,1
2023-24,1/27/2024,PIT vs MTL,202401270PIT,Pittsburgh Penguins,PIT,3,Montreal Canadiens,MTL,2
